TenantId,NetworkMessageId,ReportId,"TimeGenerated [Brisbane]","Timestamp [Brisbane]",Url,UrlLocation,UrlDomain,SourceSystem,Type
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-655195718573553794","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://www.unitywater.com/terms-and-conditions",Body,"www.unitywater.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-9502267813250546178","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://www.unitywater.com/-/media/unitywater/logos/unitywater-logo.png",Body,"www.unitywater.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-13217066077823028689","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://dialin.teams.microsoft.com/usp/pstnconferencing",Body,"dialin.teams.microsoft.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-6967342096854617746","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://teams.microsoft.com/meetingOptions/?organizerId=e9854eb4-590e-4d19-b4c1-5001fe1ac710&tenantId=0fc12953-a594-480d-9f2f-29eb6e8efde4&threadId=19_meeting_YWI1ZThmNjktMzRhMS00ZGFjLWExMTgtYmY0YWEyNmQxYTI4@thread.v2&messageId=0&language=en-US",Body,"teams.microsoft.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-11013607324023743467","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://dialin.teams.microsoft.com/bf9899d6-2c72-440a-a8da-a2ba4e00f0f8?id=80968477",Body,"dialin.teams.microsoft.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-15288215206460408485","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://teams.microsoft.com/l/meetup-join/19%3ameeting_YWI1ZThmNjktMzRhMS00ZGFjLWExMTgtYmY0YWEyNmQxYTI4%40thread.v2/0?context=%7b%22Tid%22%3a%220fc12953-a594-480d-9f2f-29eb6e8efde4%22%2c%22Oid%22%3a%22e9854eb4-590e-4d19-b4c1-5001fe1ac710%22%7d",Body,"teams.microsoft.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-13034264849148208281","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://aka.ms/JoinTeamsMeeting?omkt=en-US",Body,"aka.ms",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","51fdbbc7-2970-4ce5-d8c0-08dca4971fef","51fdbbc7-2970-4ce5-d8c0-08dca4971fef-182653351869760609","7/15/2024, 4:26:57.000 PM","7/15/2024, 4:26:57.000 PM","https://support.office.com/en-us/article/join-a-meeting-in-teams-1613bb53-f3fa-431e-85a9-d6a91e3468c9?omkt=en-US",Body,"support.office.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","d9cc9643-e9f3-42fa-ed21-08dca4970b7c","d9cc9643-e9f3-42fa-ed21-08dca4970b7c-14777865670363442484","7/15/2024, 4:26:23.000 PM","7/15/2024, 4:26:23.000 PM","http://www-au.computershare.com/content/image.asp?code=253106_UNIT_Unitywater_Sig_v1",Body,"www-au.computershare.com",,EmailUrlInfo
"a8720b0b-830e-41e0-8f9a-31215cf15109","d9cc9643-e9f3-42fa-ed21-08dca4970b7c","d9cc9643-e9f3-42fa-ed21-08dca4970b7c-14578686466613995075","7/15/2024, 4:26:23.000 PM","7/15/2024, 4:26:23.000 PM","http://www-au.computershare.com/content/image.asp?code=253106_UNIT_Unitywater_Banner_v1_retina",Body,"www-au.computershare.com",,EmailUrlInfo
