ClientID,LogNumber,Object,SubObject,ExternalID,AppLogDateTime [Jerusalem],User,ProgramName,OperationMode,CallbackProgram,CallbackRoutine,ProblemClass,LogHandle,ContextDDIC,InternalMessageSerial,MessageType,MessageClass,MessageNumber,MessageText,LevelofDetail,SystemID,SystemNumber,Instance,Host
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,0,Start Program  at 20210608 171400 UTC,1,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,300,IV_EMERGENCY = '',2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,300,Current time = 20210608171400.1135910,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,100,Start of Step CL_DRAFT_LOCK_EXP_HANDLER at 20210608 171400 UTC,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SDRAFT_LIFECYCLE,2,Select from CDS View SDraft_Lock_Exp,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SDRAFT_LIFECYCLE,501,0 Entries selected,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,101,End of Step CL_DRAFT_LOCK_EXP_HANDLER at 20210608 171400 UTC,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,100,Start of Step CL_DRAFT_PROC_EXP_HANDLER at 20210608 171400 UTC,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SDRAFT_LIFECYCLE,2,Select from CDS View SDraft_Proc_Exp,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SDRAFT_LIFECYCLE,502,0 Entries selected,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,101,End of Step CL_DRAFT_PROC_EXP_HANDLER at 20210608 171400 UTC,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95796,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:14:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZvrGgHo2YG,,1,I,SADL_GW_LOG,300,Configuration:,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,0,Start Program  at 20210608 171900 UTC,1,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,300,IV_EMERGENCY = '',2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,300,Current time = 20210608171900.1184690,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,100,Start of Step CL_DRAFT_LOCK_EXP_HANDLER at 20210608 171900 UTC,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SDRAFT_LIFECYCLE,2,Select from CDS View SDraft_Lock_Exp,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SDRAFT_LIFECYCLE,501,0 Entries selected,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,101,End of Step CL_DRAFT_LOCK_EXP_HANDLER at 20210608 171900 UTC,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,100,Start of Step CL_DRAFT_PROC_EXP_HANDLER at 20210608 171900 UTC,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SDRAFT_LIFECYCLE,2,Select from CDS View SDraft_Proc_Exp,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SDRAFT_LIFECYCLE,502,0 Entries selected,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,101,End of Step CL_DRAFT_PROC_EXP_HANDLER at 20210608 171900 UTC,3,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95797,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:19:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZxEgpav2YW,,1,I,SADL_GW_LOG,300,Configuration:,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95798,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:24:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZye50Rb2YW,,1,I,SADL_GW_LOG,0,Start Program  at 20210608 172400 UTC,1,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95798,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:24:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZye50Rb2YW,,1,I,SADL_GW_LOG,300,IV_EMERGENCY = '',2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
0,95798,SADL_GW,SADL_GW_DLC,,"6/8/2021, 8:24:00.000 PM",,SAPMSSY1,D,,,4,00qwBMzE7kkoZye50Rb2YW,,1,I,SADL_GW_LOG,300,Current time = 20210608172400.1263510,2,NPL,0,vhcalnplci_NPL_00,wdflbmd16697
