ClientID,ObjectClass_s,ObjectID,ChangeNumber,User,TransactionCode,TypeofChange_Header,Language,Version,TableName,ChangedTableKey,FieldName,TypeofChange_Item,FlagText,UOMOld,ValueNew,SystemID,SystemNumber,Instance,Host,ValueOld2,ValueNew3
1,ADRESSE,BC010000011145,685,SAP*,SU01,U,E,0,ADRC,1.00E+18,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,ADRESSE3,BC0100000111460000011145,686,SAP*,SU01,U,E,0,ADCP,1.00E+28,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,ADRESSE3,BC0100000111460000011145,686,SAP*,SU01,U,E,0,ADRP,1.00E+18,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,SENTINEL,683,SAP*,SU01,U,E,0,USR04,001SENTINEL,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,SENTINEL,683,SAP*,SU01,U,E,0,USR21,001SENTINEL,ADDRNUMBER,U,1,,11145,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,SENTINEL,683,SAP*,SU01,U,E,0,USR21,001SENTINEL,IDENTITY_GUID,U,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,00000000-0000-0000-0000-000000000000,000d3a2d-6f4e-1eeb-b296-3833b920c28f
1,IDENTITY,SENTINEL,683,SAP*,SU01,U,E,0,USR21,001SENTINEL,PERSNUMBER,U,1,,11146,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,SENTINEL,683,SAP*,SU01,U,E,0,USREFUS,001SENTINEL,USERALIAS,U,1,,SENTINEL,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,NRINTERVAL,SO_OBJ_FOL,684,SAP*,SU01,U,E,0,INRIV,12021,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,NRINTERVAL,SO_OBJ_USR,681,SAP*,SU01,U,E,0,INRIV,12021,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/MSFTSEN/SENTINEL_CONNECTOR,682,SAP*,SU01,U,E,0,AGR_USERS,001/MSFTSEN/SENTINEL_CONNECTOR   SENTINEL    2021060899991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,ADRESSE3,BC0100000111480000011145,688,SAP*,SU01,U,E,0,ADCP,1.00E+28,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,ADRESSE3,BC0100000111480000011145,688,SAP*,SU01,U,E,0,ADRP,1.00E+18,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,SUSR_UST04,SAP_ALL,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,USR04,001TAKHOSHI,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,USR21,001TAKHOSHI,ADDRNUMBER,U,1,,11145,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,USR21,001TAKHOSHI,IDENTITY_GUID,U,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,00000000-0000-0000-0000-000000000000,000d3a2d-6f4e-1eeb-b29b-a5abe149c29e
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,USR21,001TAKHOSHI,PERSNUMBER,U,1,,11148,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,687,SAP*,SU01,U,E,0,USREFUS,001TAKHOSHI,USERALIAS,U,1,,TAKHOSHI,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,717,SAP*,SU01,U,E,0,SUSR_UST04,S_ALV_ADMI,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,717,SAP*,SU01,U,E,0,SUSR_UST04,T_ALM_CONF,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,717,SAP*,SU01,U,E,0,SUSR_UST04,T_ALM_CUST,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,717,SAP*,SU01,U,E,0,SUSR_UST04,T_BE110997,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,IDENTITY,TAKHOSHI,717,SAP*,SU01,U,E,0,SUSR_UST04,T_EZ980004,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/IWBEP/RT_MGW_DSP,689,SAP*,SU01,U,E,0,AGR_USERS,001/IWBEP/RT_MGW_DSP             TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/MSFTSEN/SENTINEL_CONNECTOR,690,SAP*,SU01,U,E,0,AGR_USERS,001/MSFTSEN/SENTINEL_CONNECTOR   TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/SAPTRX/SAP_AS_ADMIN,691,SAP*,SU01,U,E,0,AGR_USERS,001/SAPTRX/SAP_AS_ADMIN          TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/UI2/SAP_KPIFRW5_TCR_S,692,SAP*,SU01,U,E,0,AGR_USERS,001/UI2/SAP_KPIFRW5_TCR_S        TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,/UI2/SAP_KPIMOD_TCR_S,693,SAP*,SU01,U,E,0,AGR_USERS,001/UI2/SAP_KPIMOD_TCR_S         TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,MW_ADMIN,694,SAP*,SU01,U,E,0,AGR_USERS,001MW_ADMIN                      TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,NWBC_TEST_MASTER,695,SAP*,SU01,U,E,0,AGR_USERS,001NWBC_TEST_MASTER              TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,NWBC_TEST_SLAVE,696,SAP*,SU01,U,E,0,AGR_USERS,001NWBC_TEST_SLAVE               TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ABAP_CHANNELS_ADMIN,697,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ABAP_CHANNELS_ADMIN       TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ACH_ADMIN,698,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ACH_ADMIN                 TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ALM_ADMINISTRATOR,699,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ALM_ADMINISTRATOR         TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ALM_CUSTOMIZER,700,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ALM_CUSTOMIZER            TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ALV_ADMIN,701,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ALV_ADMIN                 TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_ASAP_AUTHORENUMGEBUNG,702,SAP*,SU01,U,E,0,AGR_USERS,001SAP_ASAP_AUTHORENUMGEBUNG     TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_AUDITOR_SA,703,SAP*,SU01,U,E,0,AGR_USERS,001SAP_AUDITOR_SA                TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_AUDITOR_SA_CCM_USR,704,SAP*,SU01,U,E,0,AGR_USERS,001SAP_AUDITOR_SA_CCM_USR        TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_AUDITOR_SA_CUS_TOL,705,SAP*,SU01,U,E,0,AGR_USERS,001SAP_AUDITOR_SA_CUS_TOL        TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_AUTH_PROFILE_ADMIN,706,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_AUTH_PROFILE_ADMIN     TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BASIS_ADMIN,707,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BASIS_ADMIN            TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BASIS_MONITORING,708,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BASIS_MONITORING       TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BATCH_ADMIN,709,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BATCH_ADMIN            TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BDC_ADMIN,710,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BDC_ADMIN              TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BGRFC_SUPERVISOR,711,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BGRFC_SUPERVISOR       TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BMT_WFM_ADMIN,712,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BMT_WFM_ADMIN          TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BMT_WFM_CONTROLLER,713,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BMT_WFM_CONTROLLER     TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BMT_WFM_DEVELOPER,714,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BMT_WFM_DEVELOPER      TAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BMT_WFM_GP_SERVICE_USER,715,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BMT_WFM_GP_SERVICE_USERTAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
1,PFCG,SAP_BC_BMT_WFM_INB_API_SRV_USR,716,SAP*,SU01,U,E,0,AGR_USERS,001SAP_BC_BMT_WFM_INB_API_SRV_USRTAKHOSHI    2021060999991231,KEY,I,1,,,NPL,0,vhcalnplci_NPL_00,wdflbmd16697,,
