count,count_period,average_duration_days,risk_vector,Company_name,TimeGenerated [UTC],TenantId,Type,_ResourceId
0,year,0,"botnet_infections","Amazonas Harley-Davidson","24/07/2025, 09:13:11.787","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"spam_propagation","Amazonas Harley-Davidson","24/07/2025, 09:13:11.787","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"malware_servers","Amazonas Harley-Davidson","24/07/2025, 09:13:11.787","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"unsolicited_comm","Amazonas Harley-Davidson","24/07/2025, 09:13:11.787","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"potentially_exploited","Amazonas Harley-Davidson","24/07/2025, 09:13:11.787","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"botnet_infections","Amazon.nl","24/07/2025, 09:13:09.752","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"spam_propagation","Amazon.nl","24/07/2025, 09:13:09.752","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"malware_servers","Amazon.nl","24/07/2025, 09:13:09.752","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"unsolicited_comm","Amazon.nl","24/07/2025, 09:13:09.752","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
0,year,0,"potentially_exploited","Amazon.nl","24/07/2025, 09:13:09.752","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightObservation_statistics_CL",
