count,category,parsed_date [UTC],grade,company_name,TimeGenerated [UTC],TenantId,Type,_ResourceId
0,good,"22/07/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,warn,"22/07/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,neutral,"22/07/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,fair,"22/07/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,bad,"22/07/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,good,"30/06/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,warn,"30/06/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,neutral,"30/06/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,fair,"30/06/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
0,bad,"30/06/2025, 00:00:00.000",,"CLOUDFRONT - EU (Paris) - eu-west-3","24/07/2025, 09:05:28.606","4b6d9927-87e7-49ea-830f-bcbc5a3fa358","BitsightDiligence_historical_statistics_CL",
