TenantId,"TimeGenerated [UTC]",Dvc,DvcIpAddr,DvcHostname,DvcDomain,DvcDomainType,DvcFQDN,DvcId,DvcIdType,DvcAction,DvcOriginalAction,EventMessage,EventCount,"EventStartTime [UTC]","EventEndTime [UTC]",EventType,EventSubType,EventResult,EventResultDetails,EventOriginalUid,EventOriginalType,EventOriginalSubType,EventOriginalResultDetails,EventSeverity,EventOriginalSeverity,EventProduct,EventProductVersion,EventVendor,EventSchemaVersion,EventReportUrl,AdditionalFields,DstAppName,DstAppId,DstAppType,DstIpAddr,DstPortNumber,DstHostname,DstDomain,DstDomainType,DstFQDN,DstDvcId,DstDvcIdType,DstDeviceType,DstGeoCountry,DstGeoRegion,DstGeoCity,DstGeoLatitude,DstGeoLongitude,DstUserId,DstUserIdType,DstUsername,DstUsernameType,DstUserType,DstOriginalUserType,NetworkApplicationProtocol,NetworkProtocol,NetworkProtocolVersion,NetworkDirection,NetworkDuration,NetworkIcmpType,NetworkIcmpCode,NetworkConnectionHistory,DstBytes,SrcBytes,NetworkBytes,DstPackets,SrcPackets,NetworkPackets,NetworkSessionId,ThreatOriginalRiskLevel,ThreatIpAddr,ThreatField,ThreatConfidence,ThreatOriginalConfidence,ThreatIsActive,"ThreatFirstReportedTime [UTC]","ThreatLastReportedTime [UTC]",DstNatIpAddr,DstNatPortNumber,SrcNatIpAddr,SrcNatPortNumber,SrcAppName,SrcAppId,SrcAppType,SrcIpAddr,SrcPortNumber,SrcHostname,SrcDomain,SrcDomainType,SrcFQDN,SrcDvcId,SrcDvcIdType,SrcDeviceType,SrcGeoCountry,SrcGeoRegion,SrcGeoCity,SrcGeoLatitude,SrcGeoLongitude,SrcUserId,SrcUserIdType,SrcUsername,SrcUsernameType,SrcUserType,SrcOriginalUserType,Url,UrlCategory,UrlOriginal,HttpVersion,HttpRequestMethod,HttpContentType,HttpContentFormat,HttpReferrer,HttpUserAgent,HttpRequestXff,HttpRequestTime,HttpResponseTime,FileName,FileMD5,FileSHA1,FileSHA256,FileSHA512,FileSize,FileContentType,RuleName,RuleNumber,Rule,ThreatId,ThreatName,ThreatCategory,ThreatRiskLevel,HttpHost,EventOwner,SrcProcessName,SrcProcessId,SrcProcessGuid,SrcUserScope,SrcUserScopeId,SrcDvcScopeId,SrcDvcScope,DstDvcScopeId,DstDvcScope,SrcMacAddr,DstMacAddr,DstSystemEntityKey,DstUserEntityKey,DstApplicationEntityKey,SrcSystemEntityKey,SrcUserEntityKey,SrcApplicationEntityKey,DvcEntityKey,SrcUserAdditionalIds,DstUserAdditionalIds,AdditionalEntities,SourceSystem,Type,"_ResourceId"
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:30.368",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:30.368","19/08/2026, 12:09:30.368",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"44.26066022549205","-92.45633912366546",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889911/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:55:33.8844600Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889911/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:55:33.8844600Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:30.211",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:30.211","19/08/2026, 12:09:30.211",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"41.148285946957635","-79.08935962854957",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187721/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187721/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:30.034",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:30.034","19/08/2026, 12:09:30.034",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"44.72953361473502","-80.24992562481893",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187717/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187717/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:30.002",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:30.002","19/08/2026, 12:09:30.002",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"43.22965281209521","-87.6607728619307",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889910/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.5458637Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889910/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.5458637Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.842",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.842","19/08/2026, 12:09:29.842",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"50.59246774540086","-91.93354277543247",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889873/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.3857271Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889873/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.3857271Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.799",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.799","19/08/2026, 12:09:29.799",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"48.75179528136749","-78.6077534244528",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187715/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187715/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.698",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.698","19/08/2026, 12:09:29.698",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"43.599168425119885","-92.06113970828378",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889570/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:53:01.6912070Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889570/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:53:01.6912070Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.639",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.639","19/08/2026, 12:09:29.639",HTTPsession,,Failure,400,,"API Request",,getDeviceAppliancePerformance,Low,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"44.57912423046588","-80.91675927131354",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/devices/Q3TZ-V9RT-C83J/appliance/performance?timespan=1800",,"tenant.meraki.com/api/v1/devices/Q2TW-R6GV-B72J/appliance/performance?timespan=1800","2.0",GET,,,"tenant.meraki.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.564",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.564","19/08/2026, 12:09:29.564",HTTPsession,,Success,200,,"API Request",,getNetworkClients,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.10.10.5",,,,,,,,,"United States",,,"41.44837372519164","-78.52209708241898",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_898457239727187714/clients?timespan=2678400",,"tenant.meraki.com/api/v1/networks/N_898457239727187714/clients?timespan=2678400","2.0",GET,,,"tenant.meraki.com","python-requests/2.31.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
"f821dd09-478e-47fd-9d34-76da90f16dae","19/08/2026, 12:09:29.540",Meraki,,,,,,,,,,,1,"19/08/2026, 12:09:29.540","19/08/2026, 12:09:29.540",HTTPsession,,Success,200,,"API Request",,getNetworkEvents,Informational,,Meraki,1,Cisco,"0.2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.10.10.10",,,,,,,,,"United States",,,"44.22916648035196","-86.51298980666186",356957555727589599,UID,,,,,"tenant.meraki.com/api/v1/networks/N_895836695735889569/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.0249191Z",,"tenant.meraki.com/api/v1/networks/N_895836695735889569/events?perPage=1000&productType=appliance&startingAfter=2026-08-19T11:47:46.0249191Z","2.0",GET,,,"tenant.meraki.com","User-Agent/.NET8_HttpClient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASimWebSessionLogs,
