TenantId,TimeGenerated,SubType,FaSchemaVersion,TimeProcessed,FlowIntervalStartTime,FlowIntervalEndTime,FlowType,FlowStartTime,FlowEndTime,SrcIp,DestIp,SrcPorts,DestPort,L4Protocol,L7Protocol,IsFlowCapturedAtUdrHop,FlowDirection,FlowStatus,NsgList,NsgRule,NsgRuleType,MacAddress,TargetResourceId,TargetResourceType,FlowLogResourceId,SrcSubscription,DestSubscription,SrcRegion,DestRegion,SrcNic,DestNic,SrcVm,DestVm,SrcSubnet,DestSubnet,SrcApplicationGateway,DestApplicationGateway,SrcLoadBalancer,DestLoadBalancer,SrcLocalNetworkGateway,DestLocalNetworkGateway,SrcExpressRouteCircuit,DestExpressRouteCircuit,ExpressRouteCircuitPeeringType,ConnectionType,ConnectionName,ConnectingVnets,Country,AzureRegion,FlowEncryption,AllowedInFlows,DeniedInFlows,AllowedOutFlows,DeniedOutFlows,PacketsDestToSrc,PacketsSrcToDest,BytesDestToSrc,BytesSrcToDest,CompletedFlows,SrcPublicIps,DestPublicIps,AclGroup,AclRule,Status,PrivateEndpointResourceId,PrivateLinkResourceId,PrivateLinkResourceName,SrcServiceId,DestServiceId,SrcServiceName,DestServiceName,SrcTenantId,DestTenantId,SrcTenantName,DestTenantName,SrcEnvironment,DestEnvironment,SrcCloud,DestCloud,SrcNetworkGroups,DestNetworkGroups,SrcServiceTags,DestServiceTags,SourceSystem,Type,_IsBillable,_BilledSize,_TimeReceived,_ItemId
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:06:57.584 PM","8/25/2025 7:07:03.373 PM",,10.222.0.4,,21893,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,northcentralus,Unencrypted,1,0,0,0,1,1,60,128,1,40.87.172.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:30:30.667 PM","8/25/2025 7:30:36.316 PM",,10.222.0.4,,21987,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,northcentralus,Unencrypted,1,0,0,0,1,1,60,128,1,40.87.172.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:34:16.196 PM","8/25/2025 7:34:21.899 PM",,10.222.0.4,,22002,TCP,optohost002,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,northcentralus,Unencrypted,1,0,0,0,1,1,60,128,1,40.87.172.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:54:48.007 PM","8/25/2025 7:54:53.984 PM",,10.222.0.4,,22084,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,northcentralus,Unencrypted,1,0,0,0,1,1,60,128,1,40.87.172.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:59:33.721 PM","8/25/2025 7:59:39.514 PM",,10.222.0.4,,22103,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,northcentralus,Unencrypted,1,0,0,0,1,1,60,128,1,40.87.172.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:07:19.566 PM","8/25/2025 7:07:25.395 PM",,10.222.0.4,,23319,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,canadacentral,Unencrypted,1,0,0,0,1,1,60,128,1,40.80.44.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:15:35.631 PM","8/25/2025 7:15:41.382 PM",,10.222.0.4,,23352,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,canadacentral,Unencrypted,1,0,0,0,1,1,60,128,1,40.80.44.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:23:21.195 PM","8/25/2025 7:23:27.012 PM",,10.222.0.4,,23383,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,canadacentral,Unencrypted,1,0,0,0,1,1,60,128,1,40.80.44.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:26:51.396 PM","8/25/2025 7:26:57.163 PM",,10.222.0.4,,23397,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,canadacentral,Unencrypted,1,0,0,0,1,1,60,128,1,40.80.44.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
822b3148-c451-4ceb-bab4-7b6df7aa3064,"8/25/2025 8:11:21.937 PM",FlowLog,3,"8/25/2025 8:11:15.837 PM","8/25/2025 7:00:00.000 PM","8/25/2025 8:00:00.000 PM",AzurePublic,"8/25/2025 7:33:22.028 PM","8/25/2025 7:33:27.726 PM",,10.222.0.4,,23423,TCP,Unknown,FALSE,Inbound,Allowed,,,,00-0D-3A-98-82-CE,ebb79bc0-aa86-44a7-8111-cabbe0c43993/ch1-contososh360clusterrg/ch1-vnetnonmon,VirtualNetwork,ebb79bc0-aa86-44a7-8111-cabbe0c43993/networkwatcherrg/networkwatcher_eastus/ch1-vnetnonmon-flowlog,,ebb79bc0-aa86-44a7-8111-cabbe0c43993,,eastus,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss,,mc_ch1-contososh360clusterrg_ch1-contosononmonitoredcluster_eastus/aks-linuxpool-34875040-vmss_88,,ch1-contososh360clusterrg/ch1-vnetnonmon/aks-nonmon-subnet,,,,,,,,,,,,,,canadacentral,Unencrypted,1,0,0,0,1,1,60,128,1,40.80.44.0|1|1|1|1|128|60,,Unspecified,platformrule,,,,,,,,,,,,,,,,,,,,,,NTANetAnalytics,FALSE,900,"8/25/2025 8:11:21.937 PM",069afd60-8902-11f0-a6ff-6045bdf0a886
