TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"flagged_b","verbose_b","description_s","requestUrl_s","loginName_s","eventId_g","eventTime_d","orgName_s","clientIp_s",Type,"_ResourceId"
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 1:13:33.769 PM",,,false,false,"Sensor Bypass Enabled (User Action)",,"hackermob\WSAMZN-EKF5EI4B","53ba65e4-35ed-11ee-ab6e-43ef63d1adba",1691500392331,"cb-abc-alliances.com","1.2.3.4","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 1:23:58.236 PM",,,false,false,"Enabled auto blacklisting with threshold set to 10",,"sanitized@sanitized.com","85110de1-35ee-11ee-98ae-cf69f6fd18a3",1691500904604,"cb-abc-alliances.com","1.2.3.5","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 2:50:48.300 PM",,,false,false,"Enabled USB device blocking in policy '130799'","/device_control/v3/orgs/7DESJ9GN/blocks/_bulk","sanitized@sanitized.com","42d957c4-35fa-11ee-835a-371d41ac3479",1691505947281,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 2:50:48.300 PM",,,false,false,"Enabled USB device blocking in policy '130800'","/device_control/v3/orgs/7DESJ9GN/blocks/_bulk","sanitized@sanitized.com","7332825d-35fa-11ee-b94d-df64cddcf794",1691506028442,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Updated custom role AccessLevel-CE (psc:role:7DESJ9GN:ACCESSLEVEL-CE).","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:ACCESSLEVEL-CE","sanitized@sanitized.com","04f5a8a6-3553-11ee-ac15-1b9065195fb0",1691434117615,"cb-abc-alliances.com","10.20.30.40","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Custom role AccessLevel-CE (psc:role:7DESJ9GN:ACCESSLEVEL-CE) updated with user permissions.","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:ACCESSLEVEL-CE/permissions/list","sanitized@sanitized.com","0724e46c-3553-11ee-beab-e79e51f5fa44",1691434121264,"cb-abc-alliances.com","10.20.30.40","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Updated custom role AccessLevel-CE (psc:role:7DESJ9GN:ACCESSLEVEL-CE).","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:ACCESSLEVEL-CE","sanitized@sanitized.com","b2fdd08e-3553-11ee-858f-438258e49dad",1691434409604,"cb-abc-alliances.com","10.20.30.40","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Custom role AccessLevel-CE (psc:role:7DESJ9GN:ACCESSLEVEL-CE) updated with user permissions.","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:ACCESSLEVEL-CE/permissions/list","sanitized@sanitized.com","b6d2ccf8-3553-11ee-835a-371d41ac3479",1691434416026,"cb-abc-alliances.com","10.20.30.40","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Updated custom role DevRel SDK Release Test - Kylie (psc:role:7DESJ9GN:DEVREL_SDK_RELEASE_TEST_-_KYLIE).","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:DEVREL_SDK_RELEASE_TEST_-_KYLIE","sanitized@sanitized.com","79f66884-3563-11ee-835a-371d41ac3479",1691441185800,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 5:37:08.325 AM",,,false,false,"Custom role DevRel SDK Release Test - Kylie (psc:role:7DESJ9GN:DEVREL_SDK_RELEASE_TEST_-_KYLIE) updated with user permissions.","/access/v2/orgs/7DESJ9GN/roles/psc:role:7DESJ9GN:DEVREL_SDK_RELEASE_TEST_-_KYLIE/permissions/list","sanitized@sanitized.com","7c5eb5db-3563-11ee-b94d-df64cddcf794",1691441189871,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/16/2023, 7:05:01.432 AM",,,false,false,"Enabled USB device blocking in policy '130979'","/device_control/v3/orgs/7DESJ9GN/blocks/_bulk","sanitized@sanitized.com","5162b796-36f7-11ee-9a4a-13689e8ff060",1691614634385,"cb-abc-alliances.com","10.20.30.55","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/18/2023, 7:16:01.789 AM",,,false,false,"User MGJH3WWZ99 added Reputation Override for Organization ID 1105 of type SHA256 to BLACK_LIST with content: 23d9217e213f3f5f46c97c9c0d03bc26945f2c1c69764e709f2bf732473c84b0 | Related to adversary Test adversary",,MGJH3WWZ99,"65d8a700-3d96-11ee-b791-63144e34f906",1692342665815,"cb-abc-alliances.com","44.32.22.11","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/18/2023, 7:16:01.789 AM",,,false,false,"User MGJH3WWZ99 deleted Reputation Overrides for Organization ID 1105: 23d9217e213f3f5f46c97c9c0d03bc26945f2c1c69764e709f2bf732473c84b0 | Related to adversary Test adversary",,MGJH3WWZ99,"65ed1927-3d96-11ee-8705-c3cd190cd344",1692342665949,"cb-abc-alliances.com","44.32.22.11","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/18/2023, 7:16:01.789 AM",,,false,false,"User MGJH3WWZ99 added Reputation Override for Organization ID 1105 of type SHA256 to BLACK_LIST with content: 23d9217e213f3f5f46c97c9c0d03bc26945f2c1c69764e709f2bf732473c84b0 | Related to adversary Test adversary",,MGJH3WWZ99,"77f0275e-3d96-11ee-848f-49f1a0264a96",1692342696168,"cb-abc-alliances.com","44.32.22.11","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/18/2023, 7:16:01.789 AM",,,false,false,"User MGJH3WWZ99 deleted Reputation Overrides for Organization ID 1105: 23d9217e213f3f5f46c97c9c0d03bc26945f2c1c69764e709f2bf732473c84b0 | Related to adversary Test adversary",,MGJH3WWZ99,"780d24f9-3d96-11ee-a6a9-61ff2674c36c",1692342696358,"cb-abc-alliances.com","44.32.22.11","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/18/2023, 7:16:01.789 AM",,,false,false,"User MGJH3WWZ99 added Reputation Override for Organization ID 1105 of type SHA256 to BLACK_LIST with content: 23d9217e213f3f5f46c97c9c0d03bc26945f2c1c69764e709f2bf732473c84b0 | Related to adversary Test adversary",,MGJH3WWZ99,"8a0e36db-3d96-11ee-a6a9-61ff2674c36c",1692342726564,"cb-abc-alliances.com","44.32.22.11","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 2:50:48.300 PM",,,false,false,"Policy test xdr disabled (ID: 130799) was modified",,"sanitized@sanitized.com","4159e353-35fa-11ee-9a4a-13689e8ff060",1691505944957,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 2:50:48.300 PM",,,false,false,"Policy test xdr disabled (ID: 130799) created successfully",,"sanitized@sanitized.com","42a304aa-35fa-11ee-858f-438258e49dad",1691505947062,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"8/8/2023, 2:50:48.300 PM",,,false,false,"Policy test xdr never on (ID: 130800) was modified",,"sanitized@sanitized.com","71664d70-35fa-11ee-ac15-1b9065195fb0",1691506025569,"cb-abc-alliances.com","10.20.30.50","CarbonBlackAuditLogs_CL",
