ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"ObjectName_s",7,"System.String",string
"ObjectType_s",8,"System.String",string
"AdminName_s",9,"System.String",string
"ClientType_s",10,"System.String",string
"CommandName_s",11,"System.String",string
"LoginIP_s",12,"System.String",string
"LoginPort_d",13,"System.Double",real
"ChangeType_s",14,"System.String",string
"TransactionID_d",15,"System.Double",real
"NewValue_s",16,"System.String",string
"OldValue_s",17,"System.String",string
"Variable_s",18,"System.String",string
"AdminRole_s",19,"System.String",string
"EventMessage_s",20,"System.String",string
"EventID_d",21,"System.Double",real
"host_s",22,"System.String",string
"ident_s",23,"System.String",string
Message,24,"System.String",string
"cef_version_d",25,"System.Double",real
"Vendor_s",26,"System.String",string
"Product_s",27,"System.String",string
"DeviceVersion_s",28,"System.String",string
"SignatureId_s",29,"System.String",string
"EventName_s",30,"System.String",string
"Severity_s",31,"System.String",string
"LogType_s",32,"System.String",string
SourceIP,33,"System.String",string
"SourcePort_d",34,"System.Double",real
"DestinationIP_s",35,"System.String",string
"DestinationPort_d",36,"System.Double",real
"ActionID_s",37,"System.String",string
"UnitName_s",38,"System.String",string
"Protocol_s",39,"System.String",string
"DeviceReceiptTime_s",40,"System.String",string
"Details_s",41,"System.String",string
"HostIP_s",42,"System.String",string
"WAF_Serial_s",43,"System.String",string
Type,44,"System.String",string
"_ResourceId",45,"System.String",string
