TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,modload_md5_s,fileless_scriptload_hash_s,fileless_scriptload_cmdline_length_d,fileless_scriptload_cmdline_s,scriptload_hash_s,scriptload_content_length_d,scriptload_content_s,incidentId_g,alert_id_g,securityEventCode_g,process_fork_pid_d,scriptload_effective_reputation_s,scriptload_publisher_s,scriptload_count_d,scriptload_reputation_s,scriptload_name_s,childproc_publisher_s,crossproc_name_s,crossproc_hash_s,crossproc_guid_s,crossproc_action_s,crossproc_publisher_s,crossproc_target_b,crossproc_reputation_s,process_publisher_s,filemod_name_s,filemod_hash_s,netconn_community_id_s,modload_md5_g,modload_publisher_s,modload_hash_s,modload_effective_reputation_s,modload_name_s,modload_sha256_s,modload_count_d,process_duration_d,crossproc_api_s,regmod_name_s,target_cmdline_s,childproc_username_s,childproc_pid_d,childproc_name_s,childproc_reputation_s,childproc_guid_s,childproc_hash_s,processDetails_targetCommandLine_s,local_ip_s,parent_reputation_s,netconn_inbound_b,createTime_s,eventTime_s,process_username_s,processDetails_parentName_s,type_s,device_name_s,process_path_s,event_origin_s,longDescription_s,parent_cmdline_s,processDetails_fullUserName_s,parent_pid_d,parent_path_s,backend_timestamp_s,device_external_ip_s,device_os_s,processDetails_parentPid_d,deviceDetails_deviceIpAddress_s,parent_hash_s,local_port_d,deviceDetails_msmGroupName_s,deviceDetails_deviceName_s,device_group_s,sensor_action_s,org_key_s,action_s,remote_ip_s,processDetails_processId_d,event_description_s,process_terminated_b,processDetails_commandLine_s,event_id_g,device_timestamp_s,deviceDetails_deviceType_s,process_cmdline_s,deviceDetails_deviceId_s,shortDescription_s,process_hash_s,process_guid_s,device_id_s,netconn_protocol_s,schema_d,eventType_s,remote_port_d,processDetails_parentCommandLine_s,eventId_g,process_reputation_s,netFlow_peerFqdn_s,netconn_domain_s,deviceDetails_deviceIpV4Address_s,process_pid_d,parent_guid_s,netFlow_peerIpAddress_s,Type,_ResourceId
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/lib/systemd/systemd-journald,root,461,/usr/lib/systemd/systemd-journald,REP_NOT_LISTED,7DESJ9GN-00440d6d-000001cd-00000000-1d8f5e02137547a,"[""c3c5582bc04ce0c43a23d5eba512ead3"",""e4071a71156080050afd67052c8724623742c3e10d8338460a7fbf7a6a1bceca""]",/usr/lib/systemd/systemd-journald,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862063 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862063 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/sbin/lvmetad -f,root,490,/usr/sbin/lvmetad,REP_NOT_LISTED,7DESJ9GN-00440d6d-000001ea-00000000-1d8f5e02137547b,"[""17bb112a2c9df3ae92fcabe0cd0d91ae"",""c972f15943dd115a8803221921c045c4ef90a64aa081a1c0a3392f63e77453c8""]",/usr/sbin/lvmetad -f,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862073 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862073 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/lib/systemd/systemd-udevd,root,501,/usr/lib/systemd/systemd-udevd,REP_NOT_LISTED,7DESJ9GN-00440d6d-000001f5-00000000-1d8f5e02137547c,"[""bbc7ab50df9f5130a1255828207eccee"",""b0748bf23ca812450827f1438e4c9f344f46aab3917b961d9f1db62de6ada4a0""]",/usr/lib/systemd/systemd-udevd,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.286208 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.286208 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/sbin/auditd,root,628,/usr/sbin/auditd,REP_WHITE,7DESJ9GN-00440d6d-00000274-00000000-1d8f5e02137547e,"[""fd1d4ab71650a77ae6df973bad437cf6"",""fb728051d437f42c7846bb0b72fb6452c8968d8c62313f69a503b7732732dab2""]",/sbin/auditd,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862088 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862088 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/sbin/audispd,root,630,/usr/sbin/audispd,REP_WHITE,7DESJ9GN-00440d6d-00000276-00000000-1d8f5e02137547f,"[""71250197e9f6fabc6a547f4610947e63"",""be55103ad833ae87ada7cd9a83282cbc9606e577fd4d36794e3cf60122021f2c""]",/sbin/audispd,,REP_NOT_LISTED,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862099 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/sbin/auditd,EDR,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,628,,false,/sbin/auditd,,2023-08-09 03:53:12.2862099 +0000 UTC,LINUX,/sbin/auditd,4459885,,"[""fd1d4ab71650a77ae6df973bad437cf6"",""fb728051d437f42c7846bb0b72fb6452c8968d8c62313f69a503b7732732dab2""]",7DESJ9GN-00440d6d-00000274-00000000-1d8f5e02137547e,4459885,,1,endpoint.event.procstart,,/sbin/auditd,,REP_WHITE,,,10.20.30.40,628,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/sbin/sedispatch,root,639,/usr/sbin/sedispatch,REP_ADAPTIVE,7DESJ9GN-00440d6d-0000027f-00000000-1d8f5e021375480,"[""28235caac2ea3edd9b3e93dbbfaeb986"",""b89ea9e9f82b8c2185749a552d1759210c120ff48b4f247211c5e9473eb89da9""]",/usr/sbin/sedispatch,,REP_WHITE,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862105 +0000 UTC,root,/usr/sbin/auditd,endpoint.event.procstart,centos7-trn-cb1,/usr/sbin/audispd,EDR,,/sbin/auditd,root,628,/usr/sbin/auditd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,628,10.20.30.40,"[""fd1d4ab71650a77ae6df973bad437cf6"",""fb728051d437f42c7846bb0b72fb6452c8968d8c62313f69a503b7732732dab2""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,630,,false,/sbin/audispd,,2023-08-09 03:53:12.2862105 +0000 UTC,LINUX,/sbin/audispd,4459885,,"[""71250197e9f6fabc6a547f4610947e63"",""be55103ad833ae87ada7cd9a83282cbc9606e577fd4d36794e3cf60122021f2c""]",7DESJ9GN-00440d6d-00000276-00000000-1d8f5e02137547f,4459885,,1,endpoint.event.procstart,,/sbin/audispd,,REP_WHITE,,,10.20.30.40,630,7DESJ9GN-00440d6d-00000274-00000000-1d8f5e02137547e,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/bin/lsmd -d,libstoragemgmt,652,/usr/bin/lsmd,REP_ADAPTIVE,7DESJ9GN-00440d6d-0000028c-00000000-1d8f5e021375481,"[""7c58333236698c53e027280596d5211a"",""e06b15074d0b7e133d56863f41feae15bc9dea2609dcfec13fc8dff6b4c87b98""]",/usr/bin/lsmd -d,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862113 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862113 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/sbin/irqbalance --foreground,root,656,/usr/sbin/irqbalance,REP_WHITE,7DESJ9GN-00440d6d-00000290-00000000-1d8f5e021375482,"[""75c36189f2d096a5bae7b1c2af78f90f"",""ed2dda73ecac8dda44391c920f11723f6a68dbd5c2920e160ddc0755f2b19050""]",/usr/sbin/irqbalance --foreground,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862127 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862127 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/usr/sbin/smartd -n -q never,root,659,/usr/sbin/smartd,REP_ADAPTIVE,7DESJ9GN-00440d6d-00000293-00000000-1d8f5e021375483,"[""efcd70d892309b48a6c04044eb83b76b"",""dd2a1658cfd0074bdcdb81744d4b5590d46c3a1ecef4cd489f1ee620b1a2a2d9""]",/usr/sbin/smartd -n -q never,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862137 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862137 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:10:30.273 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/sbin/rngd -f,root,670,/usr/sbin/rngd,REP_COMMON,7DESJ9GN-00440d6d-0000029e-00000000-1d8f5e021375484,"[""233eb07fa9e5d0b6112de48c589e49e7"",""258a3e4e36c1864fffde994156d408966b3ec5dc2342a560f0440c2635f608b3""]",/sbin/rngd -f,,REP_RESOLVING,,2023-08-09 03:56:15 +0000 UTC,2023-08-09 03:53:12.2862148 +0000 UTC,root,/usr/lib/systemd/systemd,endpoint.event.procstart,centos7-trn-cb1,/usr/lib/systemd/systemd,EDR,,,root,1,/usr/lib/systemd/systemd,2023-08-09 03:56:15 +0000 UTC,10.20.30.40,LINUX,1,10.20.30.40,"["""",""""]",,,centos7-trn-cb1,,ACTION_ALLOW,7DESJ9GN,ACTION_PROCESS_DISCOVERED,,1,,false,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,2023-08-09 03:53:12.2862148 +0000 UTC,LINUX,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,4459885,,"[""2666533c8580cf6e47d0c34c144836f6"",""8535bf6fd3478955e9d7e5944ec6c611c10c02d146d2502a40d5d70f8e02c7b4""]",7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375479,4459885,,1,endpoint.event.procstart,,/usr/lib/systemd/systemd --switched-root --system --deserialize 22,,REP_NOT_LISTED,,,10.20.30.40,1,7DESJ9GN-00440d6d-00000001-00000000-1d8f5e021375478,,CarbonBlackEvents_CL,
