TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,Message,Type,"_ResourceId"
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:32:49.068 PM",,,"<134>1 1687012366.347759008 CDSAPF3_08 flows allow src=11.22.33.44 dst=10.20.30.40 mac=AA:BB:CC:DD:EE:FF protocol=tcp sport=51989 dport=8009","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:32:49.068 PM",,,"<134>1 1687012366.409503227 CDSAPF3_08 flows allow src=11.22.33.44 dst=10.20.30.40 mac=AA:BB:CC:DD:EE:FF protocol=tcp sport=51991 dport=8009","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:33:19.571 PM",,,"<134>1 1687012396.909672916 CDSAPF3_03 flows allow src=11.22.33.44 dst=10.20.30.40 mac=AA:BB:CC:DD:EE:FF protocol=udp sport=5353 dport=5353","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:33:19.571 PM",,,"<134>1 1687012396.909840259 CDSAPF3_03 flows allow src=fe80::402:3e0d:31b7:93e dst=ff02::fb mac=AA:BB:CC:DD:EE:FF protocol=udp sport=5353 dport=5353","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:29:47.940 PM",,,"<134>1 1687012163.013338594 CDSAPGF_02_1_ flows allow src=11.22.33.44 dst=10.20.30.40 mac=AA:BB:CC:DD:EE:FF protocol=icmp type=0","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:25:18.350 PM",,,"<134>1 1687011887.869958803 CDSAPGF_02_1_ flows allow src=11.22.33.44 dst=10.20.30.40 mac=AA:BB:CC:DD:EE:FF protocol=icmp type=8","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:34:18.442 PM",,,"<134>1 1687012452.234147277 CDSAPF2_01 flows allow src=fe80::4a6:bc2:7d1a:c9d0 dst=ff02::2 mac=AA:BB:CC:DD:EE:FF protocol=icmp6 type=133","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:34:18.442 PM",,,"<134>1 1687012454.725911442 CDSAPF2_01 flows allow src=fe80::4a6:bc2:7d1a:c9d0 dst=ff02::16 mac=AA:BB:CC:DD:EE:FF protocol=icmp6 type=143","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:34:18.442 PM",,,"<134>1 1687012456.726941650 CDSAPF2_01 flows allow src=fe80::4a6:bc2:7d1a:c9d0 dst=ff02::2 mac=AA:BB:CC:DD:EE:FF protocol=icmp6 type=133","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/17/2023, 2:38:18.274 PM",,,"<134>1 1687012691.952748159 CDSAPF3_06 events type=association radio='1' vap='3' client_mac='AA:11:CC:44:EE:66' last_known_client_ip='11.12.13.14' band='5' channel='149' rssi='15' identity='abc' aid='401818769'","meraki_CL",
