ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"threatHunterInfo_md5_s",7,"System.String",string
"threatHunterInfo_iocId_s",8,"System.String",string
"deviceInfo_uemId_g",9,"System.String",string
"threat_id_s",10,"System.String",string
"threatHunterInfo_threatId_s",11,"System.String",string
"rule_id_g",12,"System.String",string
"attack_technique_s",13,"System.String",string
"rule_category_id_g",14,"System.String",string
"ioc_id_g",15,"System.String",string
"childproc_name_s",16,"System.String",string
"blocked_sha256_s",17,"System.String",string
"primary_event_id_g",18,"System.String",string
"blocked_name_s",19,"System.String",string
"childproc_effective_reputation_s",20,"System.String",string
"ttps_s",21,"System.String",string
"childproc_username_s",22,"System.String",string
"childproc_guid_s",23,"System.String",string
"blocked_effective_reputation_s",24,"System.String",string
"childproc_cmdline_s",25,"System.String",string
"attack_tactic_s",26,"System.String",string
"childproc_sha256_s",27,"System.String",string
"first_event_timestamp_t",28,"System.DateTime",datetime
"parent_reputation_s",29,"System.String",string
"run_state_s",30,"System.String",string
"mdr_alert_b",31,"System.SByte",bool
"detection_timestamp_t",32,"System.DateTime",datetime
"parent_pid_d",33,"System.Double",real
"threatHunterInfo_policyId_s",34,"System.String",string
"device_internal_ip_s",35,"System.String",string
"reason_s",36,"System.String",string
"alert_url_s",37,"System.String",string
"id_g",38,"System.String",string
"process_cmdline_s",39,"System.String",string
"process_username_s",40,"System.String",string
"process_guid_s",41,"System.String",string
"parent_sha256_s",42,"System.String",string
"report_tags_s",43,"System.String",string
"report_id_s",44,"System.String",string
"ml_classification_final_verdict_s",45,"System.String",string
"threatHunterInfo_processPath_d",46,"System.Double",real
"device_policy_s",47,"System.String",string
"device_os_s",48,"System.String",string
"ml_classification_global_prevalence_s",49,"System.String",string
"primary_event_id_s",50,"System.String",string
"process_pid_d",51,"System.Double",real
"determination_value_s",52,"System.String",string
"determination_change_timestamp_t",53,"System.DateTime",datetime
"ioc_id_s",54,"System.String",string
"process_issuer_s",55,"System.String",string
Severity,56,"System.Int32",int
"process_sha256_s",57,"System.String",string
"process_reputation_s",58,"System.String",string
"parent_md5_g",59,"System.String",string
"report_name_s",60,"System.String",string
"reason_code_s",61,"System.String",string
"backend_timestamp_t",62,"System.DateTime",datetime
"report_link_s",63,"System.String",string
"alert_notes_present_b",64,"System.SByte",bool
"parent_cmdline_s",65,"System.String",string
"parent_guid_s",66,"System.String",string
"device_target_value_s",67,"System.String",string
"ioc_hit_s",68,"System.String",string
"device_external_ip_s",69,"System.String",string
"device_policy_id_d",70,"System.Double",real
"device_os_version_s",71,"System.String",string
"policy_applied_s",72,"System.String",string
"parent_effective_reputation_s",73,"System.String",string
"process_name_s",74,"System.String",string
"version_s",75,"System.String",string
"device_location_s",76,"System.String",string
"report_description_s",77,"System.String",string
"threat_id_g",78,"System.String",string
"is_updated_b",79,"System.SByte",bool
"parent_username_s",80,"System.String",string
"device_name_s",81,"System.String",string
"org_key_s",82,"System.String",string
"watchlists_s",83,"System.String",string
"workflow_status_s",84,"System.String",string
"workflow_change_timestamp_t",85,"System.DateTime",datetime
"workflow_changed_by_type_s",86,"System.String",string
"workflow_changed_by_s",87,"System.String",string
"workflow_closure_reason_s",88,"System.String",string
"process_effective_reputation_s",89,"System.String",string
"parent_name_s",90,"System.String",string
"process_publisher_s",91,"System.String",string
"mdr_alert_notes_present_b",92,"System.SByte",bool
"process_md5_g",93,"System.String",string
"device_id_d",94,"System.Double",real
"ml_classification_org_prevalence_s",95,"System.String",string
"sensor_action_s",96,"System.String",string
"device_username_s",97,"System.String",string
"backend_update_timestamp_t",98,"System.DateTime",datetime
"last_event_timestamp_t",99,"System.DateTime",datetime
"threatInfo_incidentId_g",100,"System.String",string
"threatInfo_score_d",101,"System.Double",real
"threatInfo_summary_s",102,"System.String",string
"threatInfo_time_d",103,"System.Double",real
"threatInfo_indicators_s",104,"System.String",string
"threatInfo_threatCause_reason_s",105,"System.String",string
"threatInfo_threatCause_reputation_s",106,"System.String",string
"threatInfo_threatCause_actor_s",107,"System.String",string
"threatInfo_threatCause_actorName_s",108,"System.String",string
"threatInfo_threatCause_actorProcessPPid_s",109,"System.String",string
"threatInfo_threatCause_threatCategory_s",110,"System.String",string
"threatInfo_threatCause_originSourceType_s",111,"System.String",string
"threatInfo_threatCause_causeEventId_g",112,"System.String",string
"threatInfo_threatCause_processGuid_s",113,"System.String",string
"threatInfo_threatCause_parentGuid_s",114,"System.String",string
"threatHunterInfo_incidentId_g",115,"System.String",string
"threatHunterInfo_score_d",116,"System.Double",real
"threatHunterInfo_summary_s",117,"System.String",string
"threatHunterInfo_time_d",118,"System.Double",real
"threatHunterInfo_indicators_s",119,"System.String",string
"threatHunterInfo_watchLists_s",120,"System.String",string
"threatHunterInfo_iocId_g",121,"System.String",string
"threatHunterInfo_count_d",122,"System.Double",real
"threatHunterInfo_dismissed_b",123,"System.SByte",bool
"threatHunterInfo_documentGuid_s",124,"System.String",string
"threatHunterInfo_firstActivityTime_d",125,"System.Double",real
"threatHunterInfo_md5_g",126,"System.String",string
"threatHunterInfo_policyId_d",127,"System.Double",real
"threatHunterInfo_processGuid_s",128,"System.String",string
"threatHunterInfo_processPath_s",129,"System.String",string
"threatHunterInfo_reportName_s",130,"System.String",string
"threatHunterInfo_reportId_s",131,"System.String",string
"threatHunterInfo_reputation_s",132,"System.String",string
"threatHunterInfo_responseAlarmId_g",133,"System.String",string
"threatHunterInfo_responseSeverity_d",134,"System.Double",real
"threatHunterInfo_runState_s",135,"System.String",string
"threatHunterInfo_sha256_s",136,"System.String",string
"threatHunterInfo_targetPriority_s",137,"System.String",string
"threatHunterInfo_threatCause_reason_s",138,"System.String",string
"threatHunterInfo_threatCause_actorProcessPPid_s",139,"System.String",string
"threatHunterInfo_threatCause_parentGuid_s",140,"System.String",string
"threatHunterInfo_threatCause_causeEventId_s",141,"System.String",string
"threatHunterInfo_threatCause_reputation_s",142,"System.String",string
"threatHunterInfo_threatCause_actor_s",143,"System.String",string
"threatHunterInfo_threatCause_actorName_s",144,"System.String",string
"threatHunterInfo_threatCause_threatCategory_s",145,"System.String",string
"threatHunterInfo_threatCause_originSourceType_s",146,"System.String",string
"threatHunterInfo_threatCause_processGuid_s",147,"System.String",string
"threatHunterInfo_threatId_g",148,"System.String",string
"threatHunterInfo_lastUpdatedTime_d",149,"System.Double",real
"threatHunterInfo_orgId_d",150,"System.Double",real
"url_s",151,"System.String",string
"type_s",152,"System.String",string
"eventDescription_s",153,"System.String",string
"deviceInfo_internalIpAddress_s",154,"System.String",string
"deviceInfo_externalIpAddress_s",155,"System.String",string
"deviceInfo_targetPriorityCode_d",156,"System.Double",real
"deviceInfo_groupName_s",157,"System.String",string
"deviceInfo_deviceId_d",158,"System.Double",real
"deviceInfo_deviceName_s",159,"System.String",string
"deviceInfo_deviceType_s",160,"System.String",string
"deviceInfo_deviceVersion_s",161,"System.String",string
"deviceInfo_email_s",162,"System.String",string
"deviceInfo_targetPriorityType_s",163,"System.String",string
"deviceInfo_uemId_s",164,"System.String",string
"ruleName_s",165,"System.String",string
"eventTime_d",166,"System.Double",real
Type,167,"System.String",string
"_ResourceId",168,"System.String",string
