TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,SourceIP,SourcePort_d,DestinationIP_s,DestinationPort_d,ActionID_s,Protocol_s,Details_s,duser_s,changeType_s,host_s,ident_s,Message,cef_version_d,Vendor_s,Product_s,DeviceVersion_s,SignatureId_s,EventName_s,Severity_s,LogType_s,DeviceReceiptTime_s,EventMessage_s,UnitName_s,EventID_d,HostIP_s,WAF_Serial_s,Type,_ResourceId
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.88,0,10.40.1.88,0,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179272  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179272,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.89,17000,10.40.1.89,8002,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.88 spt=0 dst=10.40.1.88 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179273  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179273,,barracuda,,10.50.7.88,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.90,17017,10.40.1.90,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.89 spt=0 dst=10.40.1.89 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179273  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179273,,barracuda,,10.50.7.89,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.91,17018,10.40.1.91,0,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.90 spt=0 dst=10.40.1.90 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505186216  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186216,,barracuda,,10.50.7.90,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.92,17019,10.40.1.92,8002,DENY,ICMP,MGMT/LAN/WAN interface traffic:deny ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.91 spt=0 dst=10.40.1.91 dpt=0 act=DENY dvchost=barracuda proto=ICMP rt=1686505186216  cs1=MGMT/LAN/WAN interface traffic:deny ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186216,,barracuda,,10.50.7.91,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.93,0,10.40.1.93,22,DENY,TCP,MGMT/LAN/WAN interface traffic:deny ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.92 spt=0 dst=10.40.1.92 dpt=0 act=DENY dvchost=barracuda proto=ICMP rt=1686505186217  cs1=MGMT/LAN/WAN interface traffic:deny ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186217,,barracuda,,10.50.7.92,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.94,17000,10.40.1.94,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.93 spt=0 dst=10.40.1.93 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189288  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189288,,barracuda,,10.50.7.93,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.95,17017,10.40.1.95,22,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.94 spt=0 dst=10.40.1.94 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189289  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189289,,barracuda,,10.50.7.94,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.96,17018,10.40.1.96,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.95 spt=0 dst=10.40.1.95 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189289  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189289,,barracuda,,10.50.7.95,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.97,17019,10.40.1.97,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.96 spt=0 dst=10.40.1.96 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505196201  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505196201,,barracuda,,10.50.7.96,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.98,17019,10.40.1.98,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.97 spt=0 dst=10.40.1.97 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505196201  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505196201,,barracuda,,10.50.7.97,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.99,17019,10.40.1.99,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.98 spt=0 dst=10.40.1.98 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505196201  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505196201,,barracuda,,10.50.7.98,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:47:20 PM",,,10.40.1.100,17019,10.40.1.100,22,DENY,ICMP,MGMT/LAN/WAN interface traffic:deny ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.99 spt=0 dst=10.40.1.99 dpt=0 act=Deny dvchost=barracuda proto=ICMP rt=1686505619368  cs1=MGMT/LAN/WAN interface traffic:deny ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505619368,,barracuda,,10.50.7.99,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:47:20 PM",,,10.40.1.101,17019,10.40.1.101,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.100 spt=0 dst=10.40.1.100 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505619369  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505619369,,barracuda,,10.50.7.100,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:47:20 PM",,,10.40.1.102,17019,10.40.1.102,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.101 spt=0 dst=10.40.1.101 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505619369  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505619369,,barracuda,,10.50.7.101,2372065,barracuda_CL,
