ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
TimeGenerated,1,"System.DateTime",datetime
SourceSystem,2,"System.String",string
Account,3,"System.String",string
AccountType,4,"System.String",string
Computer,5,"System.String",string
EventSourceName,6,"System.String",string
Channel,7,"System.String",string
Task,8,"System.Int32",int
Level,9,"System.String",string
"EventData_string",10,"System.String",string
"EventData_dynamic",11,"System.Object",dynamic
EventID,12,"System.Int32",int
Activity,13,"System.String",string
SourceComputerId,14,"System.String",string
EventOriginId,15,"System.String",string
MG,16,"System.String",string
TimeCollected,17,"System.DateTime",datetime
ManagementGroupName,18,"System.String",string
AccessList,19,"System.String",string
AccessMask,20,"System.String",string
AccessReason,21,"System.String",string
AccountDomain,22,"System.String",string
AccountExpires,23,"System.String",string
AccountName,24,"System.String",string
AccountSessionIdentifier,25,"System.String",string
AdditionalInfo,26,"System.String",string
AdditionalInfo2,27,"System.String",string
AllowedToDelegateTo,28,"System.String",string
Attributes,29,"System.String",string
AuditPolicyChanges,30,"System.String",string
AuditsDiscarded,31,"System.Int32",int
AuthenticationLevel,32,"System.Int32",int
AuthenticationPackageName,33,"System.String",string
AuthenticationProvider,34,"System.String",string
AuthenticationServer,35,"System.String",string
AuthenticationService,36,"System.Int32",int
AuthenticationType,37,"System.String",string
CACertificateHash,38,"System.String",string
CalledStationID,39,"System.String",string
CallerProcessId,40,"System.String",string
CallerProcessName,41,"System.String",string
CallingStationID,42,"System.String",string
CAPublicKeyHash,43,"System.String",string
CategoryId,44,"System.String",string
CertificateDatabaseHash,45,"System.String",string
ClassId,46,"System.String",string
ClassName,47,"System.String",string
ClientAddress,48,"System.String",string
ClientIPAddress,49,"System.String",string
ClientName,50,"System.String",string
CommandLine,51,"System.String",string
CompatibleIds,52,"System.String",string
DCDNSName,53,"System.String",string
DeviceDescription,54,"System.String",string
DeviceId,55,"System.String",string
DisplayName,56,"System.String",string
Disposition,57,"System.String",string
DomainBehaviorVersion,58,"System.String",string
DomainName,59,"System.String",string
DomainPolicyChanged,60,"System.String",string
DomainSid,61,"System.String",string
EAPType,62,"System.String",string
ElevatedToken,63,"System.String",string
ErrorCode,64,"System.Int32",int
ExtendedQuarantineState,65,"System.String",string
FailureReason,66,"System.String",string
FileHash,67,"System.String",string
FilePath,68,"System.String",string
FilePathNoUser,69,"System.String",string
Filter,70,"System.String",string
ForceLogoff,71,"System.String",string
Fqbn,72,"System.String",string
FullyQualifiedSubjectMachineName,73,"System.String",string
FullyQualifiedSubjectUserName,74,"System.String",string
GroupMembership,75,"System.String",string
HandleId,76,"System.String",string
HardwareIds,77,"System.String",string
HomeDirectory,78,"System.String",string
HomePath,79,"System.String",string
ImpersonationLevel,80,"System.String",string
InterfaceUuid,81,"System.String",string
IpAddress,82,"System.String",string
IpPort,83,"System.String",string
KeyLength,84,"System.Int32",int
LmPackageName,85,"System.String",string
LocationInformation,86,"System.String",string
LockoutDuration,87,"System.String",string
LockoutObservationWindow,88,"System.String",string
LockoutThreshold,89,"System.String",string
LoggingResult,90,"System.String",string
LogonGuid,91,"System.String",string
LogonHours,92,"System.String",string
LogonID,93,"System.String",string
LogonProcessName,94,"System.String",string
LogonType,95,"System.Int32",int
LogonTypeName,96,"System.String",string
MachineAccountQuota,97,"System.String",string
MachineInventory,98,"System.String",string
MachineLogon,99,"System.String",string
MandatoryLabel,100,"System.String",string
MaxPasswordAge,101,"System.String",string
MemberName,102,"System.String",string
MemberSid,103,"System.String",string
MinPasswordAge,104,"System.String",string
MinPasswordLength,105,"System.String",string
MixedDomainMode,106,"System.String",string
NASIdentifier,107,"System.String",string
NASIPv4Address,108,"System.String",string
