TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,Message,Type,_ResourceId
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:09:31 PM",,,<134>1 1686830953.736045970 CDSAPF5_01 events type=disassociation radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' band='5' channel='48' reason='23' duration='0.030635417' auth_neg_failed='1' is_8021x='1' identity='alex' aid='1499951019',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:09:31 PM",,,<134>1 1686830954.451637626 CDSAPF5_02 events type=disassociation radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' band='5' channel='60' reason='23' duration='0.027776146' auth_neg_failed='1' is_8021x='1' identity='ratan' aid='427846221',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/12/2023, 6:22:57 AM",,,<134>1 1686550959.787697229 CDSAPF3_02 events type=8021x_client_deauth radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' client_ip='192.123.29' identity='shah' aid='614150168',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/14/2023, 7:28:03 AM",,,<134>1 1686727653.989864985 CDSAPF6_02 events type=8021x_eap_failure radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' client_ip='192.123.9' identity='local' aid='1383538918',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:36:32 PM",,,<134>1 1686832576.080288527 CDSAPGF_08 events type=8021x_deauth radio='0' vap='3' client_mac='AA:BB:CC:DD:EE:FF' client_ip='192.123.12' aid='882789082',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:36:32 PM",,,<134>1 1686832582.164839906 CDSAPGF_02_1_ events type=wpa_auth radio='1' vap='1' client_mac='AA:BB:CC:DD:EE:FF' last_known_client_ip='192.123.115' aid='1649957308',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:35:02 PM",,,<134>1 1686832488.453546700 CDSAPGF_05_6_ events type=8021x_auth radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' last_known_client_ip='192.123.11' identity='patel123' aid='1091869868',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 11:42:28 AM",,,<134>1 1686829338.680541412 CDSAPF1_02 events type=wpa_deauth radio='1' vap='1' client_mac='AA:BB:CC:DD:EE:FF' aid='157733938',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"6/15/2023, 12:06:02 PM",,,<134>1 1686830755.685415074 CDSAPGF_07 events type=8021x_eap_success radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' identity='raw1' aid='1810481281',meraki_CL,1a0e2567-2e58-4989-ad18-206108185325
1a0e2567-2e58-4989-ad18-206108185326,RestAPI,,,"6/14/2023, 10:38:47 AM",,,<134>1 1686739116.856733685 CDSAPF2_04 events type=8021x_client_deauth radio='1' vap='3' client_mac='AA:BB:CC:DD:EE:FF' client_ip='192.123.09' identity='board1' aid='2093481732',meraki_CL,1a0e2567-2e58-4989-ad18-206108185326
