TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,Message,Type,"_ResourceId"
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830156.370918775 CDSAPGF_08 urls src=172.40.20.177:54792 dst=172.20.40.12:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://mail.google.com/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830128.909344221 CDSAPF3_05 urls src=172.20.40.132:55863 dst=172.20.40.11:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://bifrost-https-v10.gw.postman.com/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830156.582285806 CDSAPGF_08 urls src=172.20.1.2:54793 dst=172.20.40.11:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://mail.google.com/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830130.504553313 CDSAPF2_05 urls src=172.20.40.11:60609 dst=172.20.40.11:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://play.google.com/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830130.772637283 CDSAPF6_04 urls src=172.20.5.57:53492 dst=172.20.40.11:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://clientservices.googleapis.com/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830134.594125793 CDSAPF6_06 urls src=172.20.51.6:57077 dst=16.26.32.3:443 mac=33:22:AA:BB:CC:DD agent='Macintosh Version 13.2.1 (Build 22D68) Ztunnel/1.0' request: CONNECT http://www.zscaler.com:80","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830106.776026094 CDSAPF6_07 urls src=172.20.15.252:58972 dst=172.20.1.55:1406 mac=33:22:AA:BB:CC:DD agent='Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36' request: GET http://12.2.1.25:1406/","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830155.018529296 CDSAPGF_08 urls src=172.20.15.70:54790 dst=17.24.13.9:80 mac=33:22:AA:BB:CC:DD agent='Mozilla/4.0 (compatible; FCT 7.0.5.0166; Windows NT 5.1)' request: POST http://173.243.138.98/fdsupdate","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830136.351341770 CDSAPF3_05 urls src=172.20.40.132:54094 dst=34.48.7.3:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://api.k8slens.dev/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"<134>1 1686830156.818491085 CDSAPF3_05 urls src=172.2.5.3:54105 dst=34.48.7.39:443 mac=33:22:AA:BB:CC:DD request: UNKNOWN https://api.k8slens.dev/...","meraki_CL",
"1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,"6/15/2023, 11:55:59.641 AM",,,"2019-07-16 04:00:30 Local0.Info 172.40.20.177 1 1561036264.565291108 australia_sydney security_event security_filtering_file_scanned url=http://tlu123.dl123.delivery.mp.microsoft.com/filestreamingservice/files/36ec4eb7-46dd-4aeb-990e-b6d32f7ed567?P1=1561036860&amp; P2=402&amp;P3=2&amp;P4=Zj3qRDR5CbzfWlP8BuYg%2bUlTon0XE774ExEEquiawstLAJ2%2bQm3OoWLcwz3HBt8qp3r3buVRVoT5BQcUCcNlXw%3d%3d src=172.16.10.98:64160 dst=200.188.210.42:180 mac=20:1C:BC:B2:0F:20 name='' sha256093e4fc218b27e58e2fede7b8cb044d48d66995ae785bbc186a9df5ae08ca4f7 disposition=malicious action=block",
