"_UniqueRecordId","_WorkspaceId","Activity","AdditionalExtensions","ApplicationProtocol","CommunicationDirection","Computer","DestinationDnsDomain","DestinationIP","DestinationPort","DestinationTranslatedPort","DeviceAction","DeviceEventClassID","DeviceName","DeviceProduct","DeviceVendor","DeviceVersion","EndTime","FileHash","FileModificationTime","id","IndicatorThreatType","LogSeverity","Message","MG","ProcessName","Protocol","ReceiptTime","ReceivedBytes","ReportReferenceLink","RequestURL","SentBytes","SimplifiedDeviceAction","SourceIP","SourcePort","ThreatConfidence","ThreatDescription","ThreatSeverity","TimeGenerated","_ResourceId","DestinationHostName","DestinationMACAddress","DestinationNTDomain","DestinationProcessId","DestinationProcessName","DestinationServiceName","DestinationTranslatedAddress","DestinationUserID","DestinationUserName","DestinationUserPrivileges","DeviceAddress","DeviceCustomDate1","DeviceCustomDate1Label","DeviceCustomDate2","DeviceCustomDate2Label","DeviceCustomFloatingPoint1","DeviceCustomFloatingPoint1Label","DeviceCustomFloatingPoint2","DeviceCustomFloatingPoint2Label","DeviceCustomFloatingPoint3","DeviceCustomFloatingPoint3Label","DeviceCustomFloatingPoint4","DeviceCustomFloatingPoint4Label","DeviceCustomIPv6Address1","DeviceCustomIPv6Address1Label","DeviceCustomIPv6Address2","DeviceCustomIPv6Address2Label","DeviceCustomIPv6Address3","DeviceCustomIPv6Address3Label","DeviceCustomIPv6Address4","DeviceCustomIPv6Address4Label","DeviceCustomNumber1","DeviceCustomNumber1Label","DeviceCustomNumber2","DeviceCustomNumber2Label","DeviceCustomNumber3","DeviceCustomNumber3Label","DeviceCustomString1","DeviceCustomString1Label","DeviceCustomString2","DeviceCustomString2Label","DeviceCustomString3","DeviceCustomString3Label","DeviceCustomString4","DeviceCustomString4Label","DeviceCustomString5","DeviceCustomString5Label","DeviceCustomString6","DeviceCustomString6Label","DeviceDnsDomain","DeviceExternalID","DeviceFacility","DeviceInboundInterface","DeviceMacAddress","DeviceNtDomain","DeviceOutboundInterface","DevicePayloadId","DeviceTimeZone","DeviceTranslatedAddress","EventCount","EventType","ExternalID","FileCreateTime","FileID","FileName","FilePath","FilePermission","FileSize","FileType","FlexDate1","FlexDate1Label","FlexNumber1","FlexNumber1Label","FlexNumber2","FlexNumber2Label","FlexString1","FlexString1Label","FlexString2","FlexString2Label","MaliciousIP","MaliciousIPCountry","MaliciousIPLatitude","MaliciousIPLongitude","OldFileCreateTime","OldFileHash","OldFileID","OldFileModificationTime","OldFileName","OldFilePath","OldFilePermission","OldFileSize","OldFileType","OriginalLogSeverity","ProcessID","RemoteIP","RemotePort","RequestClientApplication","RequestContext","RequestCookies","RequestMethod","SourceDnsDomain","SourceHostName","SourceMACAddress","SourceNTDomain","SourceProcessId","SourceProcessName","SourceServiceName","SourceSystem","SourceTranslatedAddress","SourceTranslatedPort","SourceUserID","SourceUserName","SourceUserPrivileges","StartTime","TenantId","Type","WorkspaceRegion","WorkspaceResourceGroup","WorkspaceSubscriptionId","WorkspaceTenantId","Metadata","WorkspaceId","fieldDeviceCustomNumber1","fieldDeviceCustomNumber2","fieldDeviceCustomNumber3","FieldDeviceCustomNumber1","FieldDeviceCustomNumber2","FieldDeviceCustomNumber3"
"d6720be0-2f79-11f1-9d1b-000d3a0546bc","c2244ef1-a2a7-4f38-b22c-c203829bc366","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","52.177.236.241","","","","","","auth","A00IPPALFWCN02","PAN-OS","Palo Alto Networks","10.2.16-h6","","","","","","3","""failed authentication for user 'emullins'.  Reason: Invalid username/password. auth profile 'Gerald_VPN_Auth', vsys 'vsys1', From: 91.242.73.30.""","","","","Apr 03 2026 16:25:59 GMT","","","","","","","","","","","4/3/2026, 4:26:00.426 PM","/subscriptions/ae86d510-d39b-4bda-8783-113da93321e4/resourceGroups/sentinel-syslog-forwarders/providers/Microsoft.Compute/virtualMachineScaleSets/vmss-syslog/virtualMachines/0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","007957000488046","","","","","","","","","","","","","","Gerald_VPN_Auth","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","c2244ef1-a2a7-4f38-b22c-c203829bc366","","eastus2","sentinel_dc","ae86d510-d39b-4bda-8783-113da93321e4","8afe73f9-0d93-4821-a898-c5c2dc320953","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus2""}","c2244ef1-a2a7-4f38-b22c-c203829bc366","","","","","",""
"d6720bfc-2f79-11f1-9d1b-000d3a0546bc","c2244ef1-a2a7-4f38-b22c-c203829bc366","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","52.177.236.241","","","","","","auth","A00IPPALFWCN02","PAN-OS","Palo Alto Networks","10.2.16-h6","","","","","","3","""failed authentication for user 'emullins'.  Reason: Invalid username/password. auth profile 'Gerald_VPN_Auth', vsys 'vsys1', From: 91.242.73.30.""","","","","Apr 03 2026 16:25:59 GMT","","","","","","","","","","","4/3/2026, 4:26:00.669 PM","/subscriptions/ae86d510-d39b-4bda-8783-113da93321e4/resourceGroups/sentinel-syslog-forwarders/providers/Microsoft.Compute/virtualMachineScaleSets/vmss-syslog/virtualMachines/0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","007957000488046","","","","","","","","","","","","","","Gerald_VPN_Auth","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","c2244ef1-a2a7-4f38-b22c-c203829bc366","","eastus2","sentinel_dc","ae86d510-d39b-4bda-8783-113da93321e4","8afe73f9-0d93-4821-a898-c5c2dc320953","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus2""}","c2244ef1-a2a7-4f38-b22c-c203829bc366","","","","","",""
"d6a41b8f-2f79-11f1-9d1b-000d3a0546bc","c2244ef1-a2a7-4f38-b22c-c203829bc366","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","52.177.236.241","","","","","","auth","A00IPPALFWCN02","PAN-OS","Palo Alto Networks","10.2.16-h6","","","","","","3","""failed authentication for user 'ARNESTIA'.  Reason: Invalid username/password. auth profile 'Gerald_VPN_Auth', vsys 'vsys1', From: 193.24.123.16.""","","","","Apr 03 2026 16:26:04 GMT","","","","","","","","","","","4/3/2026, 4:26:05.469 PM","/subscriptions/ae86d510-d39b-4bda-8783-113da93321e4/resourceGroups/sentinel-syslog-forwarders/providers/Microsoft.Compute/virtualMachineScaleSets/vmss-syslog/virtualMachines/0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","007957000488046","","","","","","","","","","","","","","Gerald_VPN_Auth","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","c2244ef1-a2a7-4f38-b22c-c203829bc366","","eastus2","sentinel_dc","ae86d510-d39b-4bda-8783-113da93321e4","8afe73f9-0d93-4821-a898-c5c2dc320953","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus2""}","c2244ef1-a2a7-4f38-b22c-c203829bc366","","","","","",""
"d6a41ff2-2f79-11f1-9d1b-000d3a0546bc","c2244ef1-a2a7-4f38-b22c-c203829bc366","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","52.177.236.241","","","","","","auth","A00IPPALFWCN02","PAN-OS","Palo Alto Networks","10.2.16-h6","","","","","","3","""failed authentication for user 'UGOUGH'.  Reason: Invalid username/password. auth profile 'Gerald_VPN_Auth', vsys 'vsys1', From: 193.24.123.68.""","","","","Apr 03 2026 16:26:04 GMT","","","","","","","","","","","4/3/2026, 4:26:05.982 PM","/subscriptions/ae86d510-d39b-4bda-8783-113da93321e4/resourceGroups/sentinel-syslog-forwarders/providers/Microsoft.Compute/virtualMachineScaleSets/vmss-syslog/virtualMachines/0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","007957000488046","","","","","","","","","","","","","","Gerald_VPN_Auth","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","c2244ef1-a2a7-4f38-b22c-c203829bc366","","eastus2","sentinel_dc","ae86d510-d39b-4bda-8783-113da93321e4","8afe73f9-0d93-4821-a898-c5c2dc320953","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus2""}","c2244ef1-a2a7-4f38-b22c-c203829bc366","","","","","",""
"d6781b12-2f79-11f1-9d1b-70a8a547e20e","1af5769d-f793-4620-af95-2305ca01a598","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","AZRD01PANR01.pointclickcare.net","","","","","","auth","RDCD01FWCORP02","PAN-OS","Palo Alto Networks","11.1.13-h1","","","","","","1","""authenticated for user 'svc_collectoradmin'.   auth profile 'pcc_CORP_admin', vsys 'shared', server profile 'srvpro_CORP_primaryldap', server address 'iouse01dc11.pointclickcare.net', From: 172.25.6.19.""","","","","Apr 03 2026 16:25:18 GMT","","","","","","","","","","","4/3/2026, 4:25:19.026519 PM","/subscriptions/bf860bc7-e18a-4a8e-83c8-1c52e1d53d75/resourceGroups/USEast01Arc01/providers/Microsoft.HybridCompute/machines/rmmarksiem01-new2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","025201008595","","","","","","","","","","","","","","pcc_CORP_admin","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","1af5769d-f793-4620-af95-2305ca01a598","","eastus","us-east-oms","bf860bc7-e18a-4a8e-83c8-1c52e1d53d75","afd0249e-ca3d-4205-8bf4-ac2b6abd0fec","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus""}","1af5769d-f793-4620-af95-2305ca01a598","","","","","",""
"d6781b14-2f79-11f1-9d1b-70a8a547e20e","1af5769d-f793-4620-af95-2305ca01a598","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","AZRD01PANR01.pointclickcare.net","","","","","","auth","RDCD01FWCORP02","PAN-OS","Palo Alto Networks","11.1.13-h1","","","","","","1","""authenticated for user 'svc_collectoradmin'.   auth profile 'pcc_CORP_admin', vsys 'shared', server profile 'srvpro_CORP_primaryldap', server address 'iouse01dc11.pointclickcare.net', From: 172.25.6.19.""","","","","Apr 03 2026 16:25:18 GMT","","","","","","","","","","","4/3/2026, 4:25:19.026763 PM","/subscriptions/bf860bc7-e18a-4a8e-83c8-1c52e1d53d75/resourceGroups/USEast01Arc01/providers/Microsoft.HybridCompute/machines/rmmarksiem01-new2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","025201008595","","","","","","","","","","","","","","pcc_CORP_admin","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","1af5769d-f793-4620-af95-2305ca01a598","","eastus","us-east-oms","bf860bc7-e18a-4a8e-83c8-1c52e1d53d75","afd0249e-ca3d-4205-8bf4-ac2b6abd0fec","{""Fusion"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""PrimaryIngestionRegion"":""eastus""}","1af5769d-f793-4620-af95-2305ca01a598","","","","","",""
"c539124e-2f79-11f1-9d1b-000d3a645be9","896fe46a-55b7-43aa-95a4-31f11e52c399","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","10.132.121.100","","","","","","auth","DAL-INT-FW01","PAN-OS","Palo Alto Networks","11.1.13","","","","","","1","""SAML Assertion: signature is validated against IdP certificate (subject 'crt.WES_ENTRA_ID_PROD_VPN_PROFILE.shared') for user 'Eric.Speece@westernmidstream.com'""","","","","Apr 03 2026 16:24:01 GMT","","","","","","","","","","","4/3/2026, 4:24:01.788787 PM","/subscriptions/fc0946e1-91c7-4c3e-9ad3-e14a01e86456/resourceGroups/RG-SYSLOG/providers/Microsoft.Compute/virtualMachines/SCLAPCEFPC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","016401007235","","","","","","","","","","","","","","WES-SAML-USERS-AP","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","896fe46a-55b7-43aa-95a4-31f11e52c399","","southcentralus","rg-log-analytics","fc0946e1-91c7-4c3e-9ad3-e14a01e86456","b8d80670-11d0-49a3-b8b5-02fa479000c7","{""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""southcentralus"",""Fusion"":{""Enabled"":true}}","896fe46a-55b7-43aa-95a4-31f11e52c399","","","","","",""
"c539191e-2f79-11f1-9d1b-000d3a645be9","896fe46a-55b7-43aa-95a4-31f11e52c399","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","10.132.121.100","","","","","","auth","DAL-INT-FW01","PAN-OS","Palo Alto Networks","11.1.13","","","","","","1","""Received SAML Assertion from 'https://sts.windows.net/b8d80670-11d0-49a3-b8b5-02fa479000c7/' from client '76.85.115.139'""","","","","Apr 03 2026 16:24:12 GMT","","","","","","","","","","","4/3/2026, 4:24:12.644944 PM","/subscriptions/fc0946e1-91c7-4c3e-9ad3-e14a01e86456/resourceGroups/RG-SYSLOG/providers/Microsoft.Compute/virtualMachines/SCLAPCEFPC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","016401007235","","","","","","","","","","","","","","WES-SAML-USERS-AP","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","896fe46a-55b7-43aa-95a4-31f11e52c399","","southcentralus","rg-log-analytics","fc0946e1-91c7-4c3e-9ad3-e14a01e86456","b8d80670-11d0-49a3-b8b5-02fa479000c7","{""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""southcentralus"",""Fusion"":{""Enabled"":true}}","896fe46a-55b7-43aa-95a4-31f11e52c399","","","","","",""
"c5391921-2f79-11f1-9d1b-000d3a645be9","896fe46a-55b7-43aa-95a4-31f11e52c399","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","10.132.121.100","","","","","","auth","DAL-INT-FW01","PAN-OS","Palo Alto Networks","11.1.13","","","","","","1","""SAML SSO authenticated for user 'Jose.Hernandez@westernmidstream.com'.   auth profile 'WES-SAML-USERS-AP', vsys 'vsys1', server profile 'WES_ENTRA_ID_PROD_VPN_PROFILE', IdP entityID 'https://sts.windows.net/b8d80670-11d0-49a3-b8b5-02fa479000c7/', From: 76.85.115.139.""","","","","Apr 03 2026 16:24:12 GMT","","","","","","","","","","","4/3/2026, 4:24:12.659067 PM","/subscriptions/fc0946e1-91c7-4c3e-9ad3-e14a01e86456/resourceGroups/RG-SYSLOG/providers/Microsoft.Compute/virtualMachines/SCLAPCEFPC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","016401007235","","","","","","","","","","","","","","WES-SAML-USERS-AP","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","896fe46a-55b7-43aa-95a4-31f11e52c399","","southcentralus","rg-log-analytics","fc0946e1-91c7-4c3e-9ad3-e14a01e86456","b8d80670-11d0-49a3-b8b5-02fa479000c7","{""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""southcentralus"",""Fusion"":{""Enabled"":true}}","896fe46a-55b7-43aa-95a4-31f11e52c399","","","","","",""
"c5391b90-2f79-11f1-9d1b-000d3a645be9","896fe46a-55b7-43aa-95a4-31f11e52c399","SYSTEM","PanOSDGl1=0;PanOSDGl2=0;PanOSDGl3=0;PanOSDGl4=0;PanOSVsysName=;PanOSActionFlags=0x8000000000000000","","","10.132.121.100","","","","","","auth","DAL-INT-FW01","PAN-OS","Palo Alto Networks","11.1.13","","","","","","1","""SAML Assertion: signature is validated against IdP certificate (subject 'crt.WES_ENTRA_ID_PROD_VPN_PROFILE.shared') for user 'Jose.Hernandez@westernmidstream.com'""","","","","Apr 03 2026 16:24:17 GMT","","","","","","","","","","","4/3/2026, 4:24:17.731026 PM","/subscriptions/fc0946e1-91c7-4c3e-9ad3-e14a01e86456/resourceGroups/RG-SYSLOG/providers/Microsoft.Compute/virtualMachines/SCLAPCEFPC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virtual System","","","","","","","","016401007235","","","","","","","","","","","","","","WES-SAML-USERS-AP","","","","","","","","","","","","","general","Module","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OpsManager","","","","","","","896fe46a-55b7-43aa-95a4-31f11e52c399","","southcentralus","rg-log-analytics","fc0946e1-91c7-4c3e-9ad3-e14a01e86456","b8d80670-11d0-49a3-b8b5-02fa479000c7","{""MachineEntity"":{""Enabled"":true},""SocML"":{""Enabled"":true},""EyesOn"":{""Enabled"":true},""USX"":{""Enabled"":true},""PrimaryIngestionRegion"":""southcentralus"",""Fusion"":{""Enabled"":true}}","896fe46a-55b7-43aa-95a4-31f11e52c399","","","","","",""
