TimeGenerated [Local Time],icmp_type,code,dst_dbi,dst_dbo,dst_tbi,dst_tbo,ddms,tdms,pn,un,src_ip,dst_ip,class,proto,dst_port,flow_count,dir,org_id,state,pd_qualifier,pd,src_hostname,src_href,dst_hostname,dst_href,network,src_labels,dst_labels,interval_sec,pce_fqdn,version,TenantId,Type,_ResourceId
"10/7/2024, 5:35:42.000 PM",,,,,,,275380,529201,avahi-daemon,avahi,10.2.56.2,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:42.000 PM",,,,,,,275724,529455,avahi-daemon,avahi,10.2.64.199,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276596,531166,avahi-daemon,avahi,10.2.1.177,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276383,531053,avahi-daemon,avahi,10.2.7.232,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276383,531052,avahi-daemon,avahi,10.2.17.234,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276293,530995,avahi-daemon,avahi,10.2.18.24,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276400,530997,avahi-daemon,avahi,10.2.19.108,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276280,530991,avahi-daemon,avahi,10.2.21.64,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276676,551313,avahi-daemon,avahi,10.2.24.114,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
"10/7/2024, 5:35:43.000 PM",,,,,,,276383,531054,avahi-daemon,avahi,10.2.50.90,224.0.0.251,M,17,5353,1,I,1,T,0,1,,,self-serve-mnc-1-vm03,/orgs/1/workloads/89a37812-660c-440a-9744-ea4fe18670af,Corporate,,"{""role"":""role2"",""app"":""app2"",""env"":""env2"",""loc"":""loc2"",""MT4L_A"":""MT4L_A_1""}",600,2x2testvc308.ilabs.io,4,d7ed0f2d-2b8e-4537-8e59-525d4d6fdd19,Illumio_Flow_Events_CL,
