"TenantId","TimeGenerated","Protocol","SourceIp","SourcePort","DestinationPort","Fqdn","TargetUrl","Action","Policy","RuleCollectionGroup","RuleCollection","Rule","ActionReason","IsTlsInspected","WebCategory","IsExplicitProxyRequest","SourceSystem","Type","_ResourceId"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:08.2232340","HTTPS","10.1.174.123","60326","443","rt.services.visualstudio.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:29.3195690","HTTPS","192.168.148.138","55576","443","testblobprod001.blob.core.windows.net","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:37.0868310","HTTPS","192.168.25.169","61031","443","test-workspace-001.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:11.0080590","HTTPS","192.168.148.161","55572","443","testblobprod002.vsblob.vsassets.io","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:33.2644700","HTTPS","192.168.155.35","61705","443","testblobprod003.blob.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:07.4171250","HTTPS","192.168.148.142","63514","443","testblobprod004.blob.core.windows.net","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-10 12:03:41.3413910","HTTPS","192.168.161.138","25570","443","test-workspace-002.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:28.0876370","HTTPS","192.168.18.19","63344","443","testglobalstorage001.blob.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:54.0700790","HTTPS","10.1.186.142","54716","443","westus3-shared.prod.warm.ingest.monitor.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:38.0175840","HTTPS","192.168.155.22","64571","443","office.visualstudio.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:40.7680590","HTTPS","192.168.161.218","12166","443","test-workspace-002.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:54.5909950","HTTPS","192.168.161.223","11072","443","test-workspace-002.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-07 14:11:21.9972930","HTTPS","192.168.166.144","59577","443","testblobprod005.blob.core.windows.net","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:33.2887760","HTTPS","192.168.148.147","54033","443","testblobprod006.blob.core.windows.net","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-14 00:01:14.8383570","HTTPS","10.2.232.174","49878","443","us-v20.events.data.microsoft.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-07"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:40.0650180","HTTPS","10.1.167.143","35272","443","test-dataprocessors.azurewebsites.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:11:02.0668340","HTTPS","192.168.155.117","59241","443","eastus-shared.prod.warm.ingest.monitor.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:54.5088990","HTTPS","192.168.17.187","55420","443","westeurope-shared.prod.warm.ingest.monitor.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:39.5117340","HTTPS","10.3.210.108","61575","443","testblobprod003.blob.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-05"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:52.6138380","HTTPS","192.168.160.190","22386","443","test-workspace-002.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:33.3017790","HTTPS","10.4.120.100","56532","443","test-fleet-agent.prod.example.azure.com","","Allow","HBI-Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Specific_URLs_Https_Test","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-99"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:11.8092700","HTTPS","10.2.236.4","55925","443","gcs.prod.monitoring.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-07"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:26.5650550","HTTPS","192.168.147.197","15864","443","agentserviceapi.guestconfiguration.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:18.0715930","HTTPS","192.168.18.14","53458","443","test-workspace-003.ods.opinsights.azure.com","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus2/providers/microsoft.network/azurefirewalls/test-lab-wus2-fw-01"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:27.0831840","HTTPS","10.1.176.49","50250","443","westus3-shared.prod.warm.ingest.monitor.core.windows.net","","Allow","Global-Policy-Premium","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/westus3/providers/microsoft.network/azurefirewalls/test-lab-wus3-fw-04"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:13:53.6101330","HTTPS","192.168.148.147","56073","443","testblobprod007.blob.core.windows.net","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
"11111111-2222-3333-4444-555555555555","2025-11-21 20:12:31.1227600","HTTPS","192.168.148.142","64649","443","testcsi.vsblob.visualstudio.com","","Allow","Global-Policy-Premium-IDPS","DefaultApplicationRuleCollectionGroup","DSRE_Allowed_Standard_Ports_Global","Allow_Standard_Ports_EGRC#1804280-01","","0","","0","","AZFWApplicationRule","/subscriptions/aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee/resourcegroups/eastus/providers/microsoft.network/azurefirewalls/test-lab-eus-fw-02"
