ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
TimeGenerated,2,"System.DateTime",datetime
Provider,3,"System.String",string
Channel,4,"System.String",string
Computer,5,"System.String",string
Task,6,"System.Int32",int
EventLevel,7,"System.Int32",int
EventLevelName,8,"System.String",string
Data,9,"System.Object",dynamic
EventID,10,"System.Int32",int
ManagementGroupName,11,"System.String",string
SystemUserId,12,"System.String",string
Version,13,"System.Int32",int
Opcode,14,"System.String",string
Keywords,15,"System.String",string
Correlation,16,"System.String",string
SystemProcessId,17,"System.Int32",int
SystemThreadId,18,"System.Int32",int
EventRecordId,19,"System.String",string
EventData,20,"System.Object",dynamic
RawEventData,21,"System.String",string
EventOriginId,22,"System.String",string
TimeCreated,23,"System.DateTime",datetime
Type,24,"System.String",string
"_ResourceId",25,"System.String",string
