"TimeGenerated [UTC]",RequestSize,ExecTime,Action,PlatformType,OsName,OsVersion,TimeStamp,StatusCode,EventType,ReferrerUri,UserAgent,BrowserType,Time,ResponseSize,DeviceId,DeviceModel,SourceIp,ClientIp,Success,Uri,Url,ClientName,UserType,UserInitiatedLogout,UserIdDerived,UserId,UserEmail,UserName,User,UriIdDerived,UiEventType,UiEventTimestamp,UiEventSource,UiEventSequenceNum,UiEventId,TlsProtocol,"TimestampDerived [UTC]",TargetUiElement,Sort,SessionType,SessionLevel,SessionKey,SearchQuery,SdkVersion,SdkAppVersion,SdkAppType,RunTime,RowsProcessed,RowCount,ResolutionType,RequestStatus,RequestId,ReportIdDerived,ReportId,RenderingType,RelatedList,RecordType,RecordId,Quiddity,QueryId,PrevpageUrl,PrevpageEntityType,PrevpageEntityId,PrevpageContext,PrevpageAppName,PrefixesSearched,ParentUiElement,PageUrl,PageStartTime,PageEntityType,PageEntityId,PageContext,PageAppName,Origin,OrganizationId,NumResults,NumberSoqlQueries,NumberFields,NumberExceptionFilters,NumberColumns,NumberBuckets,MethodName,Method,MediaType,LoginStatus,LoginKey,HttpMethod,GrandparentUiElement,EntryPoint,EntityName,Entity,EffectivePageTime,Duration,DisplayType,DeviceSessionId,DevicePlatform,DbTotalTime,DbCpuTime,DbBlocks,CpuTime,ConnectionType,ComponentName,ClientVersion,ClientId,CipherSuite,CalloutTime,BrowserVersion,BrowserName,AverageRowSize,AppType,AppName,ApiVersion,ApiType,ArticleVersionId,ArticleVersion,ArticleStatus,ArticleId,AnalyticsMode,BatchId,ClickedRecordId,ClassName,ComponentIdDerived,ComponentId,ControllerType,Context,ConsoleIdDerived,ConsoleId,ClientInfo,DstBytes,DstUser,DstUserSid,DstUserSidDerived,Data,DashboardType,DashboardIdDerived,DashboardId,DashboardComponentId,DvcAction,DvcOs,DvcOsName,DvcOsVersion,DeliveryLocation,DeliveryId,DocumentIdDerived,DocumentId,EntityType,EntityId,FileType,FilePreviewType,ExceptionType,ExceptionMessage,Ept,EventCount,EventEndTime,EventResult,FileSize,HttpReferrerOriginal,HttpUserAgentOriginal,HttpUserAgent,LogGroupId,LimitUsagePercent,LicenseContext,LastVersion,Language,JobId,IsSuccess,IsSecure,IsScheduled,IsNew,IsMobile,IsLongRunningRequest,IsGuest,IsFirstRequest,IsError,IsApi,IsAjaxRequest,ManagedPackageNamespace,HttpHeaders,NetworkDuration,Name,NumberFailures,NumClicks,OperationType,NumSessions,PageName,Query,RequestType,ReportDescription,ReopenCount,RelatedEntityId,RecordIdDerived,ReadTime,Rank,SrcBytes,SrcDvcId,SrcDvcModelName,SrcIpAddr,SrcNatIpAddr,SessionId,SiteId,SharingPermission,SharingOperation,SharedWithEntityId,UrlOriginal,WaveTimeStamp,WaveSessionId,ViewStateSize,VersionIdDerived,VersionId,TriggerType,TriggerName,TriggerId,TransactionType,TotalTime,TabId,StackTrace,AssetType,BlockedUri,BlockedUriDomain,BotIdentifier,BotSessionIdentifier,ClientGeo,ConnectEnd,ConnectStart,ConnectedAppId,DecodedBodySize,Disposition,DomainLookupEnd,DomainLookupStart,EncodedBodySize,ErrorMessage,ExecuteMs,FetchMs,FetchStart,Filter,FirstInterimResponseStart,FlowVersionId,InitiatorType,Limit,Message,NextHopProtocol,NextLink,NumberOfRecords,Offset,Operation,Orderby,ParentCallout,PlannerIdentifier,ProviderType,RedirectEnd,RedirectStart,Referrer,RenderBlockingStatus,RequestStart,ResponseEnd,ResponseStart,ResponseStatus,Rows,RowsFetched,Search,SecureConnectStart,Select,ServerRequestId,StartTime,Status,Subqueries,Throughput,TotalMs,TransferSize,EventObjectType,UiEventRelativeTimestamp,UiRootActivityId,UiThreadResponseDelay,ViewMode,WorkerStart,AccessError,ActionMessage,ActionName,ActionType,ActionVersion,ActualLoggedInUserId,AgentAction,AllOrNone,ApiCaller,ApiClientCategory,ApiFamily,ApiResource,AssetId,AuthenticationContextClassReference,AuthenticationMethodReference,AuthenticationServiceId,B2bEdition,B2bVersion,BrowserDeviceType,Bytes,CallerPackageNamespace,CancelledReason,ChangeSetName,ColumnNumber,ConcurrencyMode,ConnectedAppName,ContextId,ContextMap,ContinuationId,CorrelationId,Count,CountsAgainstApiLimit,CountryCode,CurrentSandboxOrgId,DataSourceName,DatasetIds,DelegatedUserId,DelegatedUserIdDerived,DelegatedUserName,Description,Directive,DmlType,DocumentUri,DomComplete,DomContentLoadedEventEnd,DomContentLoadedEventStart,DomInteractive,Domain,DownloadError,DownloadFormat,EasySuiteValue,EffectiveAccountId,EffectivePageTimeDeviation,EffectivePageTimeDeviationErrorType,EffectivePageTimeDeviationReason,ErrorCode,ErrorDescription,ErrorTimestamp,EvaluationTimeMs,EventTimestamp,ExceptionCategory,Expand,ExternalObject,FailureReason,FailureType,FeatureId,FirstEntityId,FlowLoadTime,FlowProcessType,ForwardedForIp,GroupId,GroupType,HasChart,Having,Host,HttpReferer,InitialReferenceIds,InsecureUri,InvocationSource,InvokingApexClassName,IsBlockedRedirection,IsCancelled,IsInitial,IsManaged,IsPush,IsReleased,IsRequestCollationOn,IsRetry,IsSuccessful,JobStatus,KeyId,KeyIdDerived,KeyPrefix,KeyType,LargeLanguageModel,Library,LineNumber,LoadEventEnd,LoadEventStart,LoginSubType,LoginType,LoginUrl,MalformedUrl,MasterReportId,MemberId,NamedCredentialName,NavigationType,NetworkId,NumGraphDepth,NumRetries,NumRows,NumberOfErrors,NumberOfInterviews,NumberRequests,OperationStage,OperationState,OperationStatus,OperationTime,OriginRequestId,PackageName,PageFlexiPageNameOrId,PageFlexiPageType,PageId,Path,PendingSandboxOrgId,PermissionType,PolicyId,PolicyIdDerived,PricingApiEndpoint,PricingDetails,PricingErrorCode,PricingLogName,PricingProcedure,PricingStatus,ProcessType,PromptTemplate,QueryIdentifier,QueryType,RateLimitUsagePercent,RecordsFailed,RecordsProcessed,RedirectCount,RedirectReason,RemoteAddress,RequestCount,RequestFormSize,RequestMethod,RequestPath,RequestUri,RequestedAccessLevel,Requests,RequestsLimit,ResourceSample,Result,ResultSizeMb,SampleFactor,SandboxId,SavedViewId,Sequence,ServiceName,SizeBytes,Source,SourceFile,SourceHostname,SqlId,TableName,TargetHostname,TargetOrgId,TotalExecutionTime,UiNumberColumns,UniqueId,UnloadEventEnd,UnloadEventStart,UpdateType,UseApiToken,UsingMru,VfControllerSize,ViewingUserId,WebstoreId,WebstoreType,TenantId,Type,"_ResourceId"
"25/06/2026, 23:49:15.283",,,,1015,,,"20260625234915.283",,Logout,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",,,,,,"10.118.0.44",,,,,S,1,00000000000QnXJIA0,00000000000QnXJ,,,,,,,,,,,"25/06/2026, 23:49:15.283",,,U,1,P5EQRSSHVjARRHdZ,,,,,,,,9999,,"SLB:08c2e8ae9ed101e61d0739b8ccdb9cfa",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,abRD28F9ix8obpwr,,,,,,,,,,,,,,,,,"9998.0",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:16.688",,,,1015,,,"20260625234916.688",,Logout,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",,,,,,"10.124.0.121",,,,,S,1,00000000000bVrJAAU,00000000000bVrJ,,,,,,,,,,,"25/06/2026, 23:49:16.688",,,U,1,"7BGW+dU0oqN2T8+r",,,,,,,,9999,,"SLB:ed60f9075c9db9306106f30e32313c9e",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,9gD67mjCfZcVnGfG,,,,,,,,,,,,,,,,,"9998.0",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:31.355",,,,1015,,,"20260625234931.355",,Logout,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",,,,,,"10.124.0.165",,,,,S,1,000000000001UioAAE,000000000001Uio,,,,,,,,,,,"25/06/2026, 23:49:31.355",,,U,1,mGtlCacfNaHICQCz,,,,,,,,9999,,"SLB:eb5e3a3c0853d430a22d5139b517ff0d",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"27+yCdH2pbI0ko2k",,,,,,,,,,,,,,,,,"9998.0",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:50:00.733",,,,1015,,,"20260625235000.733",,Logout,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",,,,,,"10.154.98.11",,,,,S,1,00000000000Ek0DIAS,00000000000Ek0D,,,,,,,,,,,"25/06/2026, 23:50:00.733",,,U,1,"yDlrdg/E8ukm8mde",,,,,,,,9999,,"SLB:7012e7bd860469d0bd76b9953d7f8b0b",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"/6HcAMB+PYvCXM/L",,,,,,,,,,,,,,,,,"9998.0",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:50:28.149",,,,1015,,,"20260625235028.149",,Logout,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",,,,,,"10.56.2.118",,,,,S,1,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:50:28.149",,,S,10,JYneCfi2MW9HHQpY,,,,,,,,9999,,"SLB:f36ff7db33f970884ff064ac9520aa76",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,,,,"9998.0",,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:44.136",,,,,,,"20260625234944.136",,LoginAs,,,,,,,,,"10.56.2.118",,"/one/one.app",,,,,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:49:44.136",,,,,JYneCfi2MW9HHQpY,,,,,47,,,,,"SLB:ddf1f1468d3b0bdda4c9db310bb5d876",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0055d00000BEvZB,0055d00000BEvZBAA1,"user@contoso.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:45.149",,,,,,,"20260625234945.149",,LoginAs,,,,,,,,,"10.56.2.118",,"/visualforce/session",,,,,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:49:45.149",,,,,JYneCfi2MW9HHQpY,,,,,35,,,,,"SLB:e86685952e8a05c59a2b23a7c87a51e0",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0055d00000BEvZB,0055d00000BEvZBAA1,"user@contoso.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:45.536",,,,,,,"20260625234945.536",,LoginAs,,,,,,,,,"10.25.104.55",,"/one/one.app",,,,,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:49:45.536",,,,,"+LRtTEhK8OXGpRU4",,,,,33,,,,,"SLB:46cb91b7682af14f2831f70a51685c14",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0055d00000BEvZB,0055d00000BEvZBAA1,"user@contoso.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:45.882",,,,,,,"20260625234945.882",,LoginAs,,,,,,,,,"10.25.104.55",,"/aura",,,,,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:49:45.882",,,,,"+LRtTEhK8OXGpRU4",,,,,37,,,,,"SLB:77c9df37ad2063256446f4e223bf7e44",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0055d00000BEvZB,0055d00000BEvZBAA1,"user@contoso.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
"25/06/2026, 23:49:46.685",,,,,,,"20260625234946.685",,LoginAs,,,,,,,,,"10.25.104.55",,"/aura",,,,,00000000000EVwXQAU,00000000000EVwX,,,,,,,,,,,"25/06/2026, 23:49:46.685",,,,,"+LRtTEhK8OXGpRU4",,,,,32,,,,,"TID:261829000032c1adff",,,,,,,,,,,,,,,,,,,,,,,0000000000000YC,,,,,,,,,,,"X9+CuuYwZ1OIQVxk",,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0055d00000BEvZB,0055d00000BEvZBAA1,"user@contoso.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b117f87-30ec-47af-acce-361b24192d08","SalesforceServiceCloudV3_CL",
