ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"security_advisory_s",7,"System.String",string
"installation_s",8,"System.String",string
"repositories_s",9,"System.String",string
"label_s",10,"System.String",string
"number_d",11,"System.Double",real
"pull_request_s",12,"System.String",string
"membership_s",13,"System.String",string
"invitation_s",14,"System.String",string
"user_s",15,"System.String",string
"scope_s",16,"System.String",string
"team_s",17,"System.String",string
"member_s",18,"System.String",string
"changes_s",19,"System.String",string
"zen_s",20,"System.String",string
"hook_id_d",21,"System.Double",real
"hook_s",22,"System.String",string
"check_suite_s",23,"System.String",string
"check_run_s",24,"System.String",string
"workflow_run_s",25,"System.String",string
"workflow_s",26,"System.String",string
"action_s",27,"System.String",string
"workflow_job_s",28,"System.String",string
"before_s",29,"System.String",string
"after_s",30,"System.String",string
"pusher_s",31,"System.String",string
"created_b",32,"System.SByte",bool
"deleted_b",33,"System.SByte",bool
"forced_b",34,"System.SByte",bool
"base_ref_s",35,"System.String",string
"compare_s",36,"System.String",string
"commits_s",37,"System.String",string
"head_commit_s",38,"System.String",string
"ref_s",39,"System.String",string
"ref_type_s",40,"System.String",string
"master_branch_s",41,"System.String",string
"description_s",42,"System.String",string
"pusher_type_s",43,"System.String",string
"repository_s",44,"System.String",string
"organization_s",45,"System.String",string
"enterprise_s",46,"System.String",string
"sender_s",47,"System.String",string
"event_s",48,"System.String",string
"body_s",49,"System.String",string
Type,50,"System.String",string
"_ResourceId",51,"System.String",string
