ColumnName,ColumnOrdinal,DataType,ColumnType
TimeGenerated,0,"System.DateTime",datetime
EventCount,1,"System.Int32",int
EventProduct,2,"System.String",string
EventVendor,3,"System.String",string
EventSchema,4,"System.String",string
EventSchemaVersion,5,"System.String",string
EventUid,6,"System.String",string
Actor,7,"System.String",string
EventStartTime,8,"System.DateTime",datetime
EventOriginalResultDetails,9,"System.String",string
EventResult,10,"System.String",string
EventType,11,"System.String",string
