TimeGenerated [UTC],actor,claude_artifact_id,claude_chat_id,claude_file_id,claude_project_id,created_at [UTC],filename,id_CF,organization_id,organization_uuid,request_body,request_id,request_method,status_code,type_CF,url,TenantId,Type,_ResourceId
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,claude_chat_01NwRXEewGHDv6e7LYvzzuPW,,,"28/06/2026, 16:05:44.983",,activity_013pSWcmWsypkZfeS7VU6XGL,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_chat_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01XPf4DZc9zm3X1sScfArg2p,,"28/06/2026, 16:05:44.983",,activity_01CHTqQ7LC5MiQ5LNzJHkDnH,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01Woe6qo9v6znRsGPR8EDmbd,,"28/06/2026, 16:05:44.982",,activity_01PvnUActrWVuVCrhmM22NP3,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01WFyCuJYFyCuJxnKoaYbmXh,,"28/06/2026, 16:05:44.981",,activity_01TDdPAFcxyAP3VBouVaUGt1,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01WA6eya3ucuufdXxVB2z5ef,,"28/06/2026, 16:05:44.981",,activity_01DgSu4M1uQj7Ka3hMPvApjQ,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01VwUfnQuhPt4aLic66ufYVP,,"28/06/2026, 16:05:44.980",,activity_01Mi3fy6hUSFrYSiyrotx1WV,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01VKuqKcwBwUbQYBHCtR8Nyb,,"28/06/2026, 16:05:44.980",,activity_01TetusgUsmis93HBYsKiDWD,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01UdgMApAJ1XBxc1Cz6Jpia2,,"28/06/2026, 16:05:44.980",,activity_019kkma18Y9673W4wMD5RUJY,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01StaFddfzML9J6HZUy6Exdg,,"28/06/2026, 16:05:44.979",,activity_01KBkxYwso9kaXDzQdgPiJXD,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
"28/06/2026, 16:15:37.154","{""ip_address"":""316.205.126.336"",""type"":""user_actor"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0"",""email_address"":""aiuser@coporate.com"",""user_id"":""user_01B5xdRGk2pLC5RJsYhRG9Bo""}",,,claude_file_01RgEDSihEYQMBpck33qAA5z,,"28/06/2026, 16:05:44.978",,activity_012PKCN2wDfj4GqMCCZygvDR,org_91X6KXhSvvedDPTAsuq1UKM5,g3b04c37-1af4-40c0-8e49-acf121fd984a,,,,,claude_file_viewed,,6d914055-f142-49c2-a790-b735a33238e5,BV_ClaudeCompliance_ComplianceActivities_CL,
