TimeGenerated [UTC],time,activity_id,activity_name,category_uid,category_name,class_uid,class_name,severity_id,severity,type_uid,type_name,message,raw_data,raw_record,status_id,status,action_id,action,disposition_id,disposition,rcode,rcode_id,metadata,unmapped,actor,device,file,process,user,dst_endpoint,src_endpoint,traffic,query,answers,driver,module,app,HalcyonEventId,HalcyonSourceTime,TenantId,Type,_ResourceId
2026-07-21T08:00:00Z,1784620800000,1,Query,4,Network Activity,4003,DNS Activity,5,Critical,400301,DNS Activity: Query,Nefarious DNS query detected: malicious-actor.badactor.net resolved to IP: 203.0.113.10,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000001""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000001"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:malicious-actor""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0001.corp.local"", ""uid"": ""dev-0001""}",,,,,"{""hostname"": ""host-0001.corp.local"", ""uid"": ""uid-src-0001""}",,"{""hostname"": ""malicious-actor.badactor.net"", ""class"": ""IN""}","[{""rdata"": ""203.0.113.10"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000001,2026-07-21T08:00:00Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T08:14:07Z,1784621647000,1,Query,4,Network Activity,4003,DNS Activity,5,Critical,400301,DNS Activity: Query,Nefarious DNS query detected: cryptolocker-c2.evil.io resolved to IP: 198.51.100.22,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000002""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000002"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:cryptolocker-c2""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0002.corp.local"", ""uid"": ""dev-0002""}",,,,,"{""hostname"": ""host-0002.corp.local"", ""uid"": ""uid-src-0002""}",,"{""hostname"": ""cryptolocker-c2.evil.io"", ""class"": ""IN""}","[{""rdata"": ""198.51.100.22"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000002,2026-07-21T08:14:07Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T08:28:14Z,1784622494000,1,Query,4,Network Activity,4003,DNS Activity,4,High,400301,DNS Activity: Query,Nefarious DNS query detected: ransomware-payload.xyz resolved to IP: 192.0.2.33,,,1,Success,1,Allowed,15,Detected,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000003""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000003"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:ransomware-payload""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0003.corp.local"", ""uid"": ""dev-0003""}",,,,,"{""hostname"": ""host-0003.corp.local"", ""uid"": ""uid-src-0003""}",,"{""hostname"": ""ransomware-payload.xyz"", ""class"": ""IN""}","[{""rdata"": ""192.0.2.33"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000003,2026-07-21T08:28:14Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T08:42:21Z,1784623341000,1,Query,4,Network Activity,4003,DNS Activity,5,Critical,400301,DNS Activity: Query,Nefarious DNS query detected: c2-beacon.attacker.ru resolved to IP: 2001:db8::c2,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000004""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000004"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:c2-beacon""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0004.corp.local"", ""uid"": ""dev-0004""}",,,,,"{""hostname"": ""host-0004.corp.local"", ""uid"": ""uid-src-0004""}",,"{""hostname"": ""c2-beacon.attacker.ru"", ""class"": ""IN""}","[{""rdata"": ""2001:db8::c2"", ""type"": ""AAAA"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000004,2026-07-21T08:42:21Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T08:56:28Z,1784624188000,1,Query,4,Network Activity,4003,DNS Activity,3,Medium,400301,DNS Activity: Query,Nefarious DNS query detected: phishing-kit.malicious.com resolved to IP: 203.0.113.44,,,1,Success,1,Allowed,15,Detected,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000005""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000005"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:phishing-kit""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0005.corp.local"", ""uid"": ""dev-0005""}",,,,,"{""hostname"": ""host-0005.corp.local"", ""uid"": ""uid-src-0005""}",,"{""hostname"": ""phishing-kit.malicious.com"", ""class"": ""IN""}","[{""rdata"": ""203.0.113.44"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000005,2026-07-21T08:56:28Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T09:10:35Z,1784625035000,1,Query,4,Network Activity,4003,DNS Activity,5,Critical,400301,DNS Activity: Query,Nefarious DNS query detected: cobaltstrike-c2.ru resolved to IP: 2001:db8:abcd::6,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000006""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000006"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:cobaltstrike-c2""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""WKSTN-06"", ""uid"": ""dev-0006""}",,,,,"{""hostname"": ""WKSTN-06"", ""uid"": ""uid-src-0006""}",,"{""hostname"": ""cobaltstrike-c2.ru"", ""class"": ""IN""}","[{""rdata"": ""2001:db8:abcd::6"", ""type"": ""AAAA"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000006,2026-07-21T09:10:35Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T09:24:42Z,1784625882000,1,Query,4,Network Activity,4003,DNS Activity,4,High,400301,DNS Activity: Query,Nefarious DNS query detected: exfil-endpoint.dark.net resolved to IP: 198.51.100.77,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000007""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000007"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:exfil-endpoint""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0007.corp.local"", ""uid"": ""dev-0007""}",,,,,"{""hostname"": ""host-0007.corp.local"", ""uid"": ""uid-src-0007""}",,"{""hostname"": ""exfil-endpoint.dark.net"", ""class"": ""IN""}","[{""rdata"": ""198.51.100.77"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000007,2026-07-21T09:24:42Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T09:38:49Z,1784626729000,1,Query,4,Network Activity,4003,DNS Activity,3,Medium,400301,DNS Activity: Query,Nefarious DNS query detected: credential-harvest.phish.io resolved to IP: 2001:db8::dead:beef,,,1,Success,1,Allowed,15,Detected,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000008""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000008"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:credential-harvest""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0008.corp.local"", ""uid"": ""dev-0008""}",,,,,"{""hostname"": ""host-0008.corp.local"", ""uid"": ""uid-src-0008""}",,"{""hostname"": ""credential-harvest.phish.io"", ""class"": ""IN""}","[{""rdata"": ""2001:db8::dead:beef"", ""type"": ""AAAA"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000008,2026-07-21T09:38:49Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T09:52:56Z,1784627576000,1,Query,4,Network Activity,4003,DNS Activity,5,Critical,400301,DNS Activity: Query,Nefarious DNS query detected: dga-7f3a2b1c.badns.cc resolved to IP: 192.0.2.99,,,1,Success,2,Denied,2,Blocked,NoError,0,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000009""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000009"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:dga-7f3a2b1c""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0009.corp.local"", ""uid"": ""dev-0009""}",,,,,"{""hostname"": ""host-0009.corp.local"", ""uid"": ""uid-src-0009""}",,"{""hostname"": ""dga-7f3a2b1c.badns.cc"", ""class"": ""IN""}","[{""rdata"": ""192.0.2.99"", ""type"": ""A"", ""class"": ""IN""}]",,,,e1000000-0000-0000-0000-000000000009,2026-07-21T09:52:56Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
2026-07-21T10:06:03Z,1784628363000,1,Query,4,Network Activity,4003,DNS Activity,4,High,400301,DNS Activity: Query,Nefarious DNS query detected: sinkhole-test.corp.local (NXDomain),,,1,Success,2,Denied,2,Blocked,NXDomain,3,"{""version"": ""1.8.0"", ""product"": {""name"": ""Halcyon"", ""vendor_name"": ""Halcyon""}, ""original_event_uid"": ""e1000000-0000-0000-0000-000000000010""}","{""halcyon_tenant_id"": ""tenant-7f3a"", ""halcyon_event_kind"": ""detection"", ""halcyon_alert_id"": ""alert-000010"", ""halcyon_dxp_rule"": ""NefariousPeerDNS:sinkhole-test""}","{""user"": {""name"": ""CORP\\jdoe"", ""uid"": ""S-1-5-21-1001""}, ""process"": {""cmd_line"": ""C:\\Windows\\System32\\svchost.exe -k NetworkService"", ""pid"": ""4821"", ""file"": {""name"": ""svchost.exe"", ""path"": ""C:\\Windows\\System32\\svchost.exe""}}}","{""hostname"": ""host-0010.corp.local"", ""uid"": ""dev-0010""}",,,,,"{""hostname"": ""host-0010.corp.local"", ""uid"": ""uid-src-0010""}",,"{""hostname"": ""sinkhole-test.corp.local"", ""class"": ""IN""}",[],,,,e1000000-0000-0000-0000-000000000010,2026-07-21T10:06:03Z,1a0e2567-2e58-4989-ad18-206108185325,HalcyonEventsV2_CL,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/halcyon-rg/providers/microsoft.operationalinsights/workspaces/halcyon-ws
