ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"alertInfo_indicatorDescription_s",7,"System.String",string
"alertInfo_indicatorName_s",8,"System.String",string
"targetProcessInfo_tgtFileOldPath_s",9,"System.String",string
"alertInfo_indicatorCategory_s",10,"System.String",string
"alertInfo_registryOldValue_g",11,"System.String",string
"alertInfo_dstIp_s",12,"System.String",string
"alertInfo_dstPort_s",13,"System.String",string
"alertInfo_netEventDirection_s",14,"System.String",string
"alertInfo_srcIp_s",15,"System.String",string
"alertInfo_srcPort_s",16,"System.String",string
"containerInfo_id_s",17,"System.String",string
"targetProcessInfo_tgtFileId_g",18,"System.String",string
"alertInfo_registryOldValue_s",19,"System.String",string
"alertInfo_registryOldValueType_s",20,"System.String",string
"alertInfo_dnsRequest_s",21,"System.String",string
"alertInfo_dnsResponse_s",22,"System.String",string
"alertInfo_registryKeyPath_s",23,"System.String",string
"alertInfo_registryPath_s",24,"System.String",string
"alertInfo_registryValue_g",25,"System.String",string
"ruleInfo_description_s",26,"System.String",string
"alertInfo_registryValue_s",27,"System.String",string
"alertInfo_loginAccountDomain_s",28,"System.String",string
"alertInfo_loginAccountSid_s",29,"System.String",string
"alertInfo_loginIsAdministratorEquivalent_s",30,"System.String",string
"alertInfo_loginIsSuccessful_s",31,"System.String",string
"alertInfo_loginType_s",32,"System.String",string
"alertInfo_loginsUserName_s",33,"System.String",string
"alertInfo_srcMachineIp_s",34,"System.String",string
"targetProcessInfo_tgtProcCmdLine_s",35,"System.String",string
"targetProcessInfo_tgtProcImagePath_s",36,"System.String",string
"targetProcessInfo_tgtProcName_s",37,"System.String",string
"targetProcessInfo_tgtProcPid_s",38,"System.String",string
"targetProcessInfo_tgtProcSignedStatus_s",39,"System.String",string
"targetProcessInfo_tgtProcStorylineId_s",40,"System.String",string
"targetProcessInfo_tgtProcUid_s",41,"System.String",string
"sourceParentProcessInfo_storyline_g",42,"System.String",string
"sourceParentProcessInfo_uniqueId_g",43,"System.String",string
"sourceProcessInfo_storyline_g",44,"System.String",string
"sourceProcessInfo_uniqueId_g",45,"System.String",string
"targetProcessInfo_tgtProcStorylineId_g",46,"System.String",string
"targetProcessInfo_tgtProcUid_g",47,"System.String",string
"agentDetectionInfo_machineType_s",48,"System.String",string
"agentDetectionInfo_name_s",49,"System.String",string
"agentDetectionInfo_osFamily_s",50,"System.String",string
"agentDetectionInfo_osName_s",51,"System.String",string
"agentDetectionInfo_osRevision_s",52,"System.String",string
"agentDetectionInfo_uuid_g",53,"System.String",string
"agentDetectionInfo_version_s",54,"System.String",string
"agentRealtimeInfo_id_s",55,"System.String",string
"agentRealtimeInfo_infected_b",56,"System.SByte",bool
"agentRealtimeInfo_isActive_b",57,"System.SByte",bool
"agentRealtimeInfo_isDecommissioned_b",58,"System.SByte",bool
"agentRealtimeInfo_machineType_s",59,"System.String",string
"agentRealtimeInfo_name_s",60,"System.String",string
"agentRealtimeInfo_os_s",61,"System.String",string
"agentRealtimeInfo_uuid_g",62,"System.String",string
"alertInfo_alertId_s",63,"System.String",string
"alertInfo_analystVerdict_s",64,"System.String",string
"alertInfo_createdAt_t",65,"System.DateTime",datetime
"alertInfo_dvEventId_s",66,"System.String",string
"alertInfo_eventType_s",67,"System.String",string
"alertInfo_hitType_s",68,"System.String",string
"alertInfo_incidentStatus_s",69,"System.String",string
"alertInfo_isEdr_b",70,"System.SByte",bool
"alertInfo_reportedAt_t",71,"System.DateTime",datetime
"alertInfo_source_s",72,"System.String",string
"alertInfo_updatedAt_t",73,"System.DateTime",datetime
"ruleInfo_id_s",74,"System.String",string
"ruleInfo_name_s",75,"System.String",string
"ruleInfo_queryLang_s",76,"System.String",string
"ruleInfo_queryType_s",77,"System.String",string
"ruleInfo_s1ql_s",78,"System.String",string
"ruleInfo_scopeLevel_s",79,"System.String",string
"ruleInfo_severity_s",80,"System.String",string
"ruleInfo_treatAsThreat_s",81,"System.String",string
"sourceParentProcessInfo_commandline_s",82,"System.String",string
"sourceParentProcessInfo_fileHashMd5_g",83,"System.String",string
"sourceParentProcessInfo_fileHashSha1_s",84,"System.String",string
"sourceParentProcessInfo_fileHashSha256_s",85,"System.String",string
"sourceParentProcessInfo_filePath_s",86,"System.String",string
"sourceParentProcessInfo_fileSignerIdentity_s",87,"System.String",string
"sourceParentProcessInfo_integrityLevel_s",88,"System.String",string
"sourceParentProcessInfo_name_s",89,"System.String",string
"sourceParentProcessInfo_pid_s",90,"System.String",string
"sourceParentProcessInfo_pidStarttime_t",91,"System.DateTime",datetime
"sourceParentProcessInfo_storyline_s",92,"System.String",string
"sourceParentProcessInfo_subsystem_s",93,"System.String",string
"sourceParentProcessInfo_uniqueId_s",94,"System.String",string
"sourceParentProcessInfo_user_s",95,"System.String",string
"sourceProcessInfo_commandline_s",96,"System.String",string
"sourceProcessInfo_fileHashMd5_g",97,"System.String",string
"sourceProcessInfo_fileHashSha1_s",98,"System.String",string
"sourceProcessInfo_fileHashSha256_s",99,"System.String",string
"sourceProcessInfo_filePath_s",100,"System.String",string
"sourceProcessInfo_fileSignerIdentity_s",101,"System.String",string
"sourceProcessInfo_integrityLevel_s",102,"System.String",string
"sourceProcessInfo_name_s",103,"System.String",string
"sourceProcessInfo_pid_s",104,"System.String",string
"sourceProcessInfo_pidStarttime_t",105,"System.DateTime",datetime
"sourceProcessInfo_storyline_s",106,"System.String",string
"sourceProcessInfo_subsystem_s",107,"System.String",string
"sourceProcessInfo_uniqueId_s",108,"System.String",string
"sourceProcessInfo_user_s",109,"System.String",string
"targetProcessInfo_tgtFileCreatedAt_t",110,"System.DateTime",datetime
"targetProcessInfo_tgtFileHashSha1_s",111,"System.String",string
"targetProcessInfo_tgtFileHashSha256_s",112,"System.String",string
"targetProcessInfo_tgtFileId_s",113,"System.String",string
"targetProcessInfo_tgtFileIsSigned_s",114,"System.String",string
"targetProcessInfo_tgtFileModifiedAt_t",115,"System.DateTime",datetime
"targetProcessInfo_tgtFilePath_s",116,"System.String",string
"targetProcessInfo_tgtProcIntegrityLevel_s",117,"System.String",string
"targetProcessInfo_tgtProcessStartTime_t",118,"System.DateTime",datetime
"agentUpdatedVersion_s",119,"System.String",string
"agentId_s",120,"System.String",string
"hash_s",121,"System.String",string
"osFamily_s",122,"System.String",string
"threatId_s",123,"System.String",string
"creator_s",124,"System.String",string
"creatorId_s",125,"System.String",string
"inherits_b",126,"System.SByte",bool
"isDefault_b",127,"System.SByte",bool
"name_s",128,"System.String",string
"registrationToken_s",129,"System.String",string
"totalAgents_d",130,"System.Double",real
"type_s",131,"System.String",string
"agentDetectionInfo_accountId_s",132,"System.String",string
"agentDetectionInfo_accountName_s",133,"System.String",string
"agentDetectionInfo_agentDetectionState_s",134,"System.String",string
"agentDetectionInfo_agentDomain_s",135,"System.String",string
"agentDetectionInfo_agentIpV4_s",136,"System.String",string
"agentDetectionInfo_agentIpV6_s",137,"System.String",string
"agentDetectionInfo_agentLastLoggedInUserName_s",138,"System.String",string
"agentDetectionInfo_agentMitigationMode_s",139,"System.String",string
"agentDetectionInfo_agentOsName_s",140,"System.String",string
"agentDetectionInfo_agentOsRevision_s",141,"System.String",string
"agentDetectionInfo_agentRegisteredAt_t",142,"System.DateTime",datetime
"agentDetectionInfo_agentUuid_g",143,"System.String",string
"agentDetectionInfo_agentVersion_s",144,"System.String",string
"agentDetectionInfo_externalIp_s",145,"System.String",string
"agentDetectionInfo_groupId_s",146,"System.String",string
"agentDetectionInfo_groupName_s",147,"System.String",string
"agentDetectionInfo_siteId_s",148,"System.String",string
"agentDetectionInfo_siteName_s",149,"System.String",string
"agentRealtimeInfo_accountId_s",150,"System.String",string
"agentRealtimeInfo_accountName_s",151,"System.String",string
"agentRealtimeInfo_activeThreats_d",152,"System.Double",real
"agentRealtimeInfo_agentComputerName_s",153,"System.String",string
"agentRealtimeInfo_agentDomain_s",154,"System.String",string
"agentRealtimeInfo_agentId_s",155,"System.String",string
"agentRealtimeInfo_agentInfected_b",156,"System.SByte",bool
"agentRealtimeInfo_agentIsActive_b",157,"System.SByte",bool
"agentRealtimeInfo_agentIsDecommissioned_b",158,"System.SByte",bool
"agentRealtimeInfo_agentMachineType_s",159,"System.String",string
"agentRealtimeInfo_agentMitigationMode_s",160,"System.String",string
"agentRealtimeInfo_agentNetworkStatus_s",161,"System.String",string
"agentRealtimeInfo_agentOsName_s",162,"System.String",string
"agentRealtimeInfo_agentOsRevision_s",163,"System.String",string
"agentRealtimeInfo_agentOsType_s",164,"System.String",string
"agentRealtimeInfo_agentUuid_g",165,"System.String",string
"agentRealtimeInfo_agentVersion_s",166,"System.String",string
"agentRealtimeInfo_groupId_s",167,"System.String",string
"agentRealtimeInfo_groupName_s",168,"System.String",string
"agentRealtimeInfo_networkInterfaces_s",169,"System.String",string
"agentRealtimeInfo_operationalState_s",170,"System.String",string
"agentRealtimeInfo_rebootRequired_b",171,"System.SByte",bool
"agentRealtimeInfo_scanFinishedAt_t",172,"System.DateTime",datetime
"agentRealtimeInfo_scanStartedAt_t",173,"System.DateTime",datetime
"agentRealtimeInfo_scanStatus_s",174,"System.String",string
"agentRealtimeInfo_siteId_s",175,"System.String",string
"agentRealtimeInfo_siteName_s",176,"System.String",string
"agentRealtimeInfo_userActionsNeeded_s",177,"System.String",string
"indicators_s",178,"System.String",string
"mitigationStatus_s",179,"System.String",string
"threatInfo_analystVerdict_s",180,"System.String",string
"threatInfo_analystVerdictDescription_s",181,"System.String",string
"threatInfo_automaticallyResolved_b",182,"System.SByte",bool
"threatInfo_certificateId_s",183,"System.String",string
"threatInfo_classification_s",184,"System.String",string
"threatInfo_classificationSource_s",185,"System.String",string
"threatInfo_cloudFilesHashVerdict_s",186,"System.String",string
"threatInfo_collectionId_s",187,"System.String",string
"threatInfo_confidenceLevel_s",188,"System.String",string
"threatInfo_createdAt_t",189,"System.DateTime",datetime
"threatInfo_detectionEngines_s",190,"System.String",string
"threatInfo_detectionType_s",191,"System.String",string
"threatInfo_engines_s",192,"System.String",string
"threatInfo_externalTicketExists_b",193,"System.SByte",bool
"threatInfo_failedActions_b",194,"System.SByte",bool
"threatInfo_fileExtension_s",195,"System.String",string
"threatInfo_fileExtensionType_s",196,"System.String",string
"threatInfo_filePath_s",197,"System.String",string
"threatInfo_fileSize_d",198,"System.Double",real
"threatInfo_fileVerificationType_s",199,"System.String",string
"threatInfo_identifiedAt_t",200,"System.DateTime",datetime
"threatInfo_incidentStatus_s",201,"System.String",string
"threatInfo_incidentStatusDescription_s",202,"System.String",string
"threatInfo_initiatedBy_s",203,"System.String",string
"threatInfo_initiatedByDescription_s",204,"System.String",string
"threatInfo_isFileless_b",205,"System.SByte",bool
"threatInfo_isValidCertificate_b",206,"System.SByte",bool
"threatInfo_mitigatedPreemptively_b",207,"System.SByte",bool
"threatInfo_mitigationStatus_s",208,"System.String",string
"threatInfo_mitigationStatusDescription_s",209,"System.String",string
"threatInfo_originatorProcess_s",210,"System.String",string
"threatInfo_pendingActions_b",211,"System.SByte",bool
"threatInfo_processUser_s",212,"System.String",string
"threatInfo_publisherName_s",213,"System.String",string
"threatInfo_reachedEventsLimit_b",214,"System.SByte",bool
"threatInfo_rebootRequired_b",215,"System.SByte",bool
"threatInfo_sha1_s",216,"System.String",string
"threatInfo_storyline_s",217,"System.String",string
"threatInfo_threatId_s",218,"System.String",string
"threatInfo_threatName_s",219,"System.String",string
"threatInfo_updatedAt_t",220,"System.DateTime",datetime
"whiteningOptions_s",221,"System.String",string
"threatInfo_maliciousProcessArguments_s",222,"System.String",string
"threatInfo_fileExtension_g",223,"System.String",string
"threatInfo_threatName_g",224,"System.String",string
"threatInfo_storyline_g",225,"System.String",string
"accountId_s",226,"System.String",string
"accountName_s",227,"System.String",string
"activityType_d",228,"System.Double",real
"activityUuid_g",229,"System.String",string
"createdAt_t",230,"System.DateTime",datetime
"id_s",231,"System.String",string
"primaryDescription_s",232,"System.String",string
"secondaryDescription_s",233,"System.String",string
"siteId_s",234,"System.String",string
"siteName_s",235,"System.String",string
"updatedAt_t",236,"System.DateTime",datetime
"userId_s",237,"System.String",string
"event_name_s",238,"System.String",string
"DataFields_s",239,"System.String",string
"description_s",240,"System.String",string
"comments_s",241,"System.String",string
"activeDirectory_computerMemberOf_s",242,"System.String",string
"activeDirectory_lastUserMemberOf_s",243,"System.String",string
"activeThreats_d",244,"System.Double",real
"agentVersion_s",245,"System.String",string
"allowRemoteShell_b",246,"System.SByte",bool
"appsVulnerabilityStatus_s",247,"System.String",string
"computerName_s",248,"System.String",string
"consoleMigrationStatus_s",249,"System.String",string
"coreCount_d",250,"System.Double",real
"cpuCount_d",251,"System.Double",real
"cpuId_s",252,"System.String",string
"detectionState_s",253,"System.String",string
"domain_s",254,"System.String",string
"encryptedApplications_b",255,"System.SByte",bool
"externalId_s",256,"System.String",string
"externalIp_s",257,"System.String",string
"firewallEnabled_b",258,"System.SByte",bool
"firstFullModeTime_t",259,"System.DateTime",datetime
"fullDiskScanLastUpdatedAt_t",260,"System.DateTime",datetime
"groupId_s",261,"System.String",string
"groupIp_s",262,"System.String",string
"groupName_s",263,"System.String",string
"inRemoteShellSession_b",264,"System.SByte",bool
"infected_b",265,"System.SByte",bool
"installerType_s",266,"System.String",string
"isActive_b",267,"System.SByte",bool
"isDecommissioned_b",268,"System.SByte",bool
"isPendingUninstall_b",269,"System.SByte",bool
"isUninstalled_b",270,"System.SByte",bool
"isUpToDate_b",271,"System.SByte",bool
"lastActiveDate_t",272,"System.DateTime",datetime
"lastIpToMgmt_s",273,"System.String",string
"lastLoggedInUserName_s",274,"System.String",string
"licenseKey_s",275,"System.String",string
"locationEnabled_b",276,"System.SByte",bool
"locationType_s",277,"System.String",string
"locations_s",278,"System.String",string
"machineType_s",279,"System.String",string
"mitigationMode_s",280,"System.String",string
"mitigationModeSuspicious_s",281,"System.String",string
"modelName_s",282,"System.String",string
"networkInterfaces_s",283,"System.String",string
"networkQuarantineEnabled_b",284,"System.SByte",bool
"networkStatus_s",285,"System.String",string
"operationalState_s",286,"System.String",string
"osArch_s",287,"System.String",string
"osName_s",288,"System.String",string
"osRevision_s",289,"System.String",string
"osStartTime_t",290,"System.DateTime",datetime
"osType_s",291,"System.String",string
"rangerStatus_s",292,"System.String",string
"rangerVersion_s",293,"System.String",string
"registeredAt_t",294,"System.DateTime",datetime
"remoteProfilingState_s",295,"System.String",string
"scanFinishedAt_t",296,"System.DateTime",datetime
"scanStartedAt_t",297,"System.DateTime",datetime
"scanStatus_s",298,"System.String",string
"serialNumber_s",299,"System.String",string
"showAlertIcon_b",300,"System.SByte",bool
"tags_sentinelone_s",301,"System.String",string
"threatRebootRequired_b",302,"System.SByte",bool
"totalMemory_d",303,"System.Double",real
"userActionsNeeded_s",304,"System.String",string
"uuid_g",305,"System.String",string
"osUsername_s",306,"System.String",string
"scanAbortedAt_t",307,"System.DateTime",datetime
"activeDirectory_computerDistinguishedName_s",308,"System.String",string
"activeDirectory_lastUserDistinguishedName_s",309,"System.String",string
Type,310,"System.String",string
"_ResourceId",311,"System.String",string
"_ItemId",312,"System.String",string
