TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,modload_md5_s,fileless_scriptload_hash_s,fileless_scriptload_cmdline_length_d,fileless_scriptload_cmdline_s,scriptload_hash_s,scriptload_content_length_d,scriptload_content_s,incidentId_g,alert_id_g,securityEventCode_g,process_fork_pid_d,scriptload_effective_reputation_s,scriptload_publisher_s,scriptload_count_d,scriptload_reputation_s,scriptload_name_s,childproc_publisher_s,crossproc_name_s,crossproc_hash_s,crossproc_guid_s,crossproc_action_s,crossproc_publisher_s,crossproc_target_b,crossproc_reputation_s,process_publisher_s,filemod_name_s,filemod_hash_s,netconn_community_id_s,modload_md5_g,modload_publisher_s,modload_hash_s,modload_effective_reputation_s,modload_name_s,modload_sha256_s,modload_count_d,process_duration_d,crossproc_api_s,regmod_name_s,target_cmdline_s,childproc_username_s,childproc_pid_d,childproc_name_s,childproc_reputation_s,childproc_guid_s,childproc_hash_s,processDetails_targetCommandLine_s,local_ip_s,parent_reputation_s,netconn_inbound_b,createTime_s,eventTime_s,process_username_s,processDetails_parentName_s,type_s,device_name_s,process_path_s,event_origin_s,longDescription_s,parent_cmdline_s,processDetails_fullUserName_s,parent_pid_d,parent_path_s,backend_timestamp_s,device_external_ip_s,device_os_s,processDetails_parentPid_d,deviceDetails_deviceIpAddress_s,parent_hash_s,local_port_d,deviceDetails_msmGroupName_s,deviceDetails_deviceName_s,device_group_s,sensor_action_s,org_key_s,action_s,remote_ip_s,processDetails_processId_d,event_description_s,process_terminated_b,processDetails_commandLine_s,event_id_g,device_timestamp_s,deviceDetails_deviceType_s,process_cmdline_s,deviceDetails_deviceId_s,shortDescription_s,process_hash_s,process_guid_s,device_id_s,netconn_protocol_s,schema_d,eventType_s,remote_port_d,processDetails_parentCommandLine_s,eventId_g,process_reputation_s,netFlow_peerFqdn_s,netconn_domain_s,deviceDetails_deviceIpV4Address_s,process_pid_d,parent_guid_s,netFlow_peerIpAddress_s,Type,_ResourceId
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 12:13:30 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]",,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Office\ClickToRun\VREGISTRY_03146954-96CA-42B1-AE9B-F10C4EB62B85,,,,,,,,,,REP_WHITE,,2023-08-08 12:01:15 +0000 UTC,2023-08-08 12:00:39.906551 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\services.exe,endpoint.event.regmod,Dilen-PC,c:\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe,EDR,,C:\windows\system32\services.exe,NT AUTHORITY\SYSTEM,628,c:\windows\system32\services.exe,2023-08-08 12:01:15 +0000 UTC,10.1.2.3,WINDOWS,628,10.1.2.3,"[""fae441a6ec7fd8f55a404797a25c8910"",""70d7571253e091f646f78a4dd078ce7fe8d796625bfa3c0a466df03971175fb4""]",,,Dilen-PC,,ACTION_ALLOW,7DESJ9GN,ACTION_RENAME_KEY,,7216,,FALSE,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",,2023-08-08 12:00:39.906551 +0000 UTC,WINDOWS,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",7247102,,"[""9136f9b7289e59b17da5f87ac6547608"",""b5a35d597c6f9cd59d937b7aaf7347455de6902ffcadade5ad04986d8a07d37e""]",7DESJ9GN-006e94fe-00001c30-00000000-1d9c9ef18ba4633,7247102,,1,endpoint.event.regmod,,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",,REP_WHITE,,,10.1.2.3,7216,7DESJ9GN-006e94fe-00000274-00000000-1d9c9c94c3914a3,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 12:13:06 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]",,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Office\ClickToRun\VREGISTRY_03146954-96CA-42B1-AE9B-F10C4EB62B85,,,,,,,,,,REP_WHITE,,2023-08-08 12:01:15 +0000 UTC,2023-08-08 12:00:39.906551 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\services.exe,endpoint.event.regmod,Dilen-PC,c:\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe,EDR,,C:\windows\system32\services.exe,NT AUTHORITY\SYSTEM,628,c:\windows\system32\services.exe,2023-08-08 12:01:15 +0000 UTC,10.1.2.4,WINDOWS,628,10.1.2.4,"[""fae441a6ec7fd8f55a404797a25c8910"",""70d7571253e091f646f78a4dd078ce7fe8d796625bfa3c0a466df03971175fb4""]",,,Dilen-PC,,ACTION_ALLOW,7DESJ9GN,ACTION_RENAME_KEY,,7216,,FALSE,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",,2023-08-08 12:00:39.906551 +0000 UTC,WINDOWS,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",7247102,,"[""9136f9b7289e59b17da5f87ac6547608"",""b5a35d597c6f9cd59d937b7aaf7347455de6902ffcadade5ad04986d8a07d37e""]",7DESJ9GN-006e94fe-00001c30-00000000-1d9c9ef18ba4633,7247102,,1,endpoint.event.regmod,,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service",,REP_WHITE,,,10.1.2.4,7216,7DESJ9GN-006e94fe-00000274-00000000-1d9c9c94c3914a3,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 3:36:53 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]",,,,,,,,,,,,,HKLM\SYSTEM\DriverDatabase\DriverPackages\hdaudbus.inf_amd64_4b66cde5431e3b81\Configurations\HDAudio_Device.NT\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0012,,,,,,,,,,REP_WHITE,,2023-08-09 03:26:51 +0000 UTC,2023-08-09 03:26:41.8037299 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\svchost.exe,endpoint.event.regmod,RTEST\CB-RC-02,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\tiworker.exe,EDR,,C:\Windows\system32\svchost.exe -k DcomLaunch -p,NT AUTHORITY\SYSTEM,872,c:\windows\system32\svchost.exe,2023-08-09 03:26:51 +0000 UTC,10.1.2.5,WINDOWS,872,10.1.2.5,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,RTEST\CB-RC-02,,ACTION_ALLOW,7DESJ9GN,ACTION_CREATE_KEY | ACTION_OPEN_KEY_WRITE | ACTION_OPEN_KEY_DELETE,,6600,,FALSE,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,,2023-08-09 03:26:41.8037299 +0000 UTC,WINDOWS,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,6784156,,"[""9c5605f90e7da67c2f595807a371911f"",""e123d0d9400de9c28a62603e05a84a4bbf54aebdf2d76d1d71238e2f1a3d0f67""]",7DESJ9GN-0067849c-000019c8-00000000-1d9ca713881bddf,6784156,,1,endpoint.event.regmod,,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,,REP_WHITE,,,10.1.2.5,6600,7DESJ9GN-0067849c-00000368-00000000-1d9b52226d84b04,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 3:36:53 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]",,,,,,,,,,,,,HKLM\SYSTEM\DriverDatabase\DriverPackages\acpi.inf_amd64_7684cbe2ae45357a\Configurations\ACPI_Inst.NT\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\000D,,,,,,,,,,REP_WHITE,,2023-08-09 03:26:51 +0000 UTC,2023-08-09 03:26:42.1474892 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\svchost.exe,endpoint.event.regmod,RTEST\CB-RC-02,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\tiworker.exe,EDR,,C:\Windows\system32\svchost.exe -k DcomLaunch -p,NT AUTHORITY\SYSTEM,872,c:\windows\system32\svchost.exe,2023-08-09 03:26:51 +0000 UTC,10.1.2.6,WINDOWS,872,10.1.2.6,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,RTEST\CB-RC-02,,ACTION_ALLOW,7DESJ9GN,ACTION_CREATE_KEY | ACTION_OPEN_KEY_WRITE | ACTION_OPEN_KEY_DELETE,,6600,,FALSE,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,,2023-08-09 03:26:42.1474892 +0000 UTC,WINDOWS,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,6784156,,"[""9c5605f90e7da67c2f595807a371911f"",""e123d0d9400de9c28a62603e05a84a4bbf54aebdf2d76d1d71238e2f1a3d0f67""]",7DESJ9GN-0067849c-000019c8-00000000-1d9ca713881bddf,6784156,,1,endpoint.event.regmod,,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,,REP_WHITE,,,10.1.2.6,6600,7DESJ9GN-0067849c-00000368-00000000-1d9b52226d84b04,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:07:14 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS | FILE_SIGNATURE_STATE_CATALOG_SIGNED""}]",,,,,,,,,,,,,HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\Schedule\Handshake\{7ACA6F96-B943-4698-9D31-5E38C5E937E4},,,,,,,,,,REP_WHITE,,2023-08-09 03:53:42 +0000 UTC,2023-08-09 03:52:17.1771754 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\services.exe,endpoint.event.regmod,cb-komand-w12,c:\windows\system32\svchost.exe,EDR,,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,500,c:\windows\system32\services.exe,2023-08-09 03:53:42 +0000 UTC,10.1.2.7,WINDOWS,500,10.1.2.7,"[""3ef25916fc63eacdbae737edf7934442"",""d5423447fedd3af4a793f02cebf723f5907ca9dc34bcabd18273102a50d3186c""]",,,cb-komand-w12,,ACTION_ALLOW,7DESJ9GN,ACTION_DELETE_KEY,,856,,FALSE,C:\Windows\system32\svchost.exe -k netsvcs,,2023-08-09 03:52:17.1771754 +0000 UTC,WINDOWS,C:\Windows\system32\svchost.exe -k netsvcs,3466056,,"[""94f215a79fd30bbeac9c7b9f1a5f5820"",""81e7a68496b3032b6ccd02edcd3e26e4ac5499a1a2f9246e88521cf1bb8bd717""]",7DESJ9GN-0034e348-00000358-00000000-1d935e29424aa71,3466056,,1,endpoint.event.regmod,,C:\Windows\system32\svchost.exe -k netsvcs,,REP_WHITE,,,10.1.2.7,856,7DESJ9GN-0034e348-000001f4-00000000-1d935e28c897f34,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/9/2023, 4:07:18 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS | FILE_SIGNATURE_STATE_CATALOG_SIGNED""}]",,,,,,,,,,,,,HKLM\Schema\wcm://Microsoft-Windows-shell32?version=10.0.19041.3208&language=neutral&processorArchitecture=amd64&publicKeyToken=31bf3856ad364e35&versionScope=nonSxS&scope=allUsers\metadata\elements\DisableAutoplay\,,,,,,,,,,REP_WHITE,,2023-08-09 03:57:05 +0000 UTC,2023-08-09 03:56:44.684298 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\tiworker.exe,endpoint.event.regmod,RTEST\bvpthrashbox001,c:\windows\system32\poqexec.exe,EDR,,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\TiWorker.exe -Embedding,NT AUTHORITY\SYSTEM,3132,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3266_none_7e25389a7c7bcadb\tiworker.exe,2023-08-09 03:57:05 +0000 UTC,10.1.2.8,WINDOWS,3132,10.1.2.8,"[""9c5605f90e7da67c2f595807a371911f"",""e123d0d9400de9c28a62603e05a84a4bbf54aebdf2d76d1d71238e2f1a3d0f67""]",,,RTEST\bvpthrashbox001,,ACTION_ALLOW,7DESJ9GN,ACTION_DELETE_KEY,,7900,,FALSE,C:\WINDOWS\System32\poqexec.exe /noreboot /transaction 896 /display_progress \SystemRoot\WinSxS\pending.xml,,2023-08-09 03:56:44.684298 +0000 UTC,WINDOWS,C:\WINDOWS\System32\poqexec.exe /noreboot /transaction 896 /display_progress \SystemRoot\WinSxS\pending.xml,6982429,,"[""c6b5808054d399163913e30598340af9"",""41f2a0a677855cb4aea9e5057fa24be7eb87598f051fd7b523a3150901a8cda6""]",7DESJ9GN-006a8b1d-00001edc-00000000-1d9ca7564531fd5,6982429,,1,endpoint.event.regmod,,C:\WINDOWS\System32\poqexec.exe /noreboot /transaction 896 /display_progress \SystemRoot\WinSxS\pending.xml,,REP_NOT_LISTED,,,10.1.2.8,7900,7DESJ9GN-006a8b1d-00000c3c-00000000-1d9ca7522948e21,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 3:18:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]",,,,,,,,,,,,,HKLM\Software\WOW6432Node\Microsoft\EdgeUpdate\LastStartedAU,,,,,,,,,,REP_WHITE,,2023-08-08 15:14:27 +0000 UTC,2023-08-08 15:12:59.432497 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\svchost.exe,endpoint.event.regmod,EIP\WW-20003,c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe,EDR,,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule,NT AUTHORITY\SYSTEM,1676,c:\windows\system32\svchost.exe,2023-08-08 15:14:27 +0000 UTC,10.1.2.9,WINDOWS,1676,10.1.2.9,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,abc,EIP\WW-20003,abc,ACTION_ALLOW,7DESJ9GN,ACTION_WRITE_VALUE,,2340,,FALSE,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,2023-08-08 15:12:59.432497 +0000 UTC,WINDOWS,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",6612402,,"[""c019e421d9f897108e51666cbae2c8b0"",""3096d8e82917a9b73f322f4b1743e52e9b0c8b3c5933a957e73e29d6973cdd5b""]",7DESJ9GN-0064e5b2-00000924-00000000-1d9ca0ad132987b,6612402,,1,endpoint.event.regmod,,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,REP_WHITE,,,10.1.2.9,2340,7DESJ9GN-0064e5b2-0000068c-00000000-1d9b51265f796cd,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 3:18:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Corporation"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]",,,,,,,,,,,,,HKLM\SOFTWARE\WOW6432Node\Microsoft\EdgeUpdate\UsageStats\Daily\Timings\client_update_apps_duration_ms,,,,,,,,,,REP_WHITE,,2023-08-08 15:14:27 +0000 UTC,2023-08-08 15:12:59.526249 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\svchost.exe,endpoint.event.regmod,EIP\WW-20003,c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe,EDR,,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule,NT AUTHORITY\SYSTEM,1676,c:\windows\system32\svchost.exe,2023-08-08 15:14:27 +0000 UTC,10.1.2.10,WINDOWS,1676,10.1.2.10,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,abc,EIP\WW-20003,abc,ACTION_ALLOW,7DESJ9GN,ACTION_WRITE_VALUE,,2340,,FALSE,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,2023-08-08 15:12:59.526249 +0000 UTC,WINDOWS,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",6612402,,"[""c019e421d9f897108e51666cbae2c8b0"",""3096d8e82917a9b73f322f4b1743e52e9b0c8b3c5933a957e73e29d6973cdd5b""]",7DESJ9GN-0064e5b2-00000924-00000000-1d9ca0ad132987b,6612402,,1,endpoint.event.regmod,,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",,REP_WHITE,,,10.1.2.10,2340,7DESJ9GN-0064e5b2-0000068c-00000000-1d9b51265f796cd,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 3:15:53 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows Publisher"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]",,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Diagnostics\DiagTrack\HeartBeats\EndpointErrors\0,,,,,,,,,,REP_WHITE,,2023-08-08 15:06:02 +0000 UTC,2023-08-08 15:04:44.9978519 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\services.exe,endpoint.event.regmod,Kognos-CB-1,c:\windows\system32\svchost.exe,EDR,,C:\WINDOWS\system32\services.exe,NT AUTHORITY\SYSTEM,704,c:\windows\system32\services.exe,2023-08-08 15:06:02 +0000 UTC,10.1.2.11,WINDOWS,704,10.1.2.11,"[""14b88ff4833012512278a5f3a5712bd2"",""e6fe9a94e8686e957dbcec2b89c1c1ddcf8e75d76e9200d0cbef74d510c71317""]",,,Kognos-CB-1,,ACTION_ALLOW,7DESJ9GN,ACTION_CREATE_KEY | ACTION_OPEN_KEY_WRITE,,2340,,FALSE,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,,2023-08-08 15:04:44.9978519 +0000 UTC,WINDOWS,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,6026856,,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",7DESJ9GN-005bf668-00000924-00000000-1d9ca0571e9e992,6026856,,1,endpoint.event.regmod,,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,,REP_WHITE,,,10.1.2.11,2340,7DESJ9GN-005bf668-000002c0-00000000-1d9ca056422904f,,CarbonBlackEvents_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 3:15:53 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows Publisher"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]",,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Diagnostics\DiagTrack\HeartBeats\EndpointErrors\1,,,,,,,,,,REP_WHITE,,2023-08-08 15:06:02 +0000 UTC,2023-08-08 15:04:45.0915829 +0000 UTC,NT AUTHORITY\SYSTEM,c:\windows\system32\services.exe,endpoint.event.regmod,Kognos-CB-1,c:\windows\system32\svchost.exe,EDR,,C:\WINDOWS\system32\services.exe,NT AUTHORITY\SYSTEM,704,c:\windows\system32\services.exe,2023-08-08 15:06:02 +0000 UTC,10.1.2.12,WINDOWS,704,10.1.2.12,"[""14b88ff4833012512278a5f3a5712bd2"",""e6fe9a94e8686e957dbcec2b89c1c1ddcf8e75d76e9200d0cbef74d510c71317""]",,,Kognos-CB-1,,ACTION_ALLOW,7DESJ9GN,ACTION_CREATE_KEY | ACTION_OPEN_KEY_WRITE,,2340,,FALSE,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,,2023-08-08 15:04:45.0915829 +0000 UTC,WINDOWS,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,6026856,,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",7DESJ9GN-005bf668-00000924-00000000-1d9ca0571e9e992,6026856,,1,endpoint.event.regmod,,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,,REP_WHITE,,,10.1.2.12,2340,7DESJ9GN-005bf668-000002c0-00000000-1d9ca056422904f,,CarbonBlackEvents_CL,
