TenantId,SourceSystem,"TimeGenerated [UTC]",MG,Computer,"EventTime [UTC]",Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,CollectorHostName,Type,"_ResourceId"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:08.036","00000000-0000-0000-0000-000000000002","esxi-2ac226c5.contoso.com","03/04/2026, 11:44:08.000",local4,"esxi-2ac226c5.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager opID=a59ab768 sid=528beb3c] Accepted password for user root from 127.0.0.1 - session=528beb3c-5627-6691-84c2-59449910cf60",2100476,"172.18.23.15",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:08.527","00000000-0000-0000-0000-000000000002","esxi-be62abc6.contoso.com","03/04/2026, 11:44:08.000",local4,"esxi-be62abc6.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager] Accepted password for user esxadmin from 10.41.234.17 - session=52f3fdf4-38ef-cb80-64d0-b8b5875bc51c",2100780,"10.41.234.15",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:08.575","00000000-0000-0000-0000-000000000002","esxi-7779580b.contoso.com","03/04/2026, 11:44:08.000",local4,"esxi-7779580b.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager] Accepted password for user esxadmin from 10.41.234.17 - session=524d1719-7c40-660c-4793-104e6ec6a51b",2101861,"10.41.234.13",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:08.623","00000000-0000-0000-0000-000000000002","esxi-4514f386.contoso.com","03/04/2026, 11:44:08.000",local4,"esxi-4514f386.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager] Accepted password for user esxadmin from 10.41.234.17 - session=52c51d85-e3ba-8410-9815-ce1bd274a312",2101550,"10.41.234.14",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:08.670","00000000-0000-0000-0000-000000000002","esxi-43b434dd.contoso.com","03/04/2026, 11:44:08.000",local4,"esxi-43b434dd.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager] Accepted password for user esxadmin from 10.41.234.17 - session=52a9ea86-ec87-bcae-b14c-9edf7a20446e",2101732,"10.41.234.16",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:14.862","00000000-0000-0000-0000-000000000002","esxi-1561bb2d.contoso.com","03/04/2026, 11:44:14.000",local4,"esxi-1561bb2d.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager opID=2cf14b35 sid=52042913] Accepted password for user root from 127.0.0.1 - session=52042913-3798-d38a-fb59-bb2dc6771a60",2100291,"172.18.23.14",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:26.705","00000000-0000-0000-0000-000000000002","esxi-80d2ceb0.contoso.com","03/04/2026, 11:44:26.000",local4,"esxi-80d2ceb0.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager opID=d47b11f4 sid=52ecc799] Accepted password for user root from 127.0.0.1 - session=52ecc799-d6b9-0dda-73a9-d4c35026ccf6",2100210,"172.18.23.23",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:30.522","00000000-0000-0000-0000-000000000002","esxi-95bca500.contoso.com","03/04/2026, 11:44:30.000",local4,"esxi-95bca500.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager opID=bad0a29e sid=52a246f6] Accepted password for user vpxuser from 127.0.0.1 - session=52a246f6-2f1a-9769-94fb-f81ad5c0e10a",2100449,"172.18.23.13",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:44:33.700","00000000-0000-0000-0000-000000000002","esxi-95bca500.contoso.com","03/04/2026, 11:44:33.000",local4,"esxi-95bca500.contoso.com",info,"[Originator@6876 sub=Vimsvc.HaSessionManager opID=bad0a2aa sid=52e681eb] Accepted password for user root from 127.0.0.1 - session=52e681eb-1d61-2ce1-47fc-88c951a9d6ef",2100450,"172.18.23.13",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
"0deba145-db99-40d7-ba0e-007a7edeb5de",Linux,"03/04/2026, 11:43:17.719","00000000-0000-0000-0000-000000000002","esxi-a94fca6c.contoso.com","03/04/2026, 11:48:02.000",local4,"esxi-a94fca6c.contoso.com",info,"Accepted password for user root from 127.0.0.1",,"10.56.71.236",Hostd,"syslog-collector",Syslog,"/subscriptions/aca3d02c-fa18-4c30-bf2a-0c6d8ac34100/resourcegroups/rg-arc-linux-prd/providers/microsoft.hybridcompute/machines/syslog-collector"
