TenantId,SourceSystem,"TimeGenerated [Local Time]",Source,EventLog,Computer,EventCategory,EventLevel,EventLevelName,UserName,Message,ParameterXml,EventData,EventID,RenderedDescription,MG,ManagementGroupName,AzureDeploymentID,Role,Type,"_ItemId","_ResourceId","_SubscriptionId"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 12:57:06.255 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 07:27:05.247</Param><Param>{8CAD0A01-5048-6560-9900-000000000F00}</Param><Param>3880</Param><Param>gcs.prod.monitoring.core.windows.net</Param><Param>0</Param><Param>type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.129;</Param><Param>C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T12:57:06.2557261+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 07:27:05.247</Data><Data Name=""ProcessGuid"">{8CAD0A01-5048-6560-9900-000000000F00}</Data><Data Name=""ProcessId"">3880</Data><Data Name=""QueryName"">gcs.prod.monitoring.core.windows.net</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.129;</Data><Data Name=""Image"">C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 07:27:05.247 ProcessGuid: {8CAD0A01-5048-6560-9900-000000000F00} ProcessId: 3880 QueryName: gcs.prod.monitoring.core.windows.net QueryStatus: 0 QueryResults: type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.129; Image: C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"df5128f5-8a9a-11ee-8bc4-0022486ea2b9","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:02:07.447 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 07:32:05.419</Param><Param>{8CAD0A01-5048-6560-9900-000000000F00}</Param><Param>3880</Param><Param>gcs.prod.monitoring.core.windows.net</Param><Param>0</Param><Param>type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.224;</Param><Param>C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:02:07.4475260+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 07:32:05.419</Data><Data Name=""ProcessGuid"">{8CAD0A01-5048-6560-9900-000000000F00}</Data><Data Name=""ProcessId"">3880</Data><Data Name=""QueryName"">gcs.prod.monitoring.core.windows.net</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.224;</Data><Data Name=""Image"">C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 07:32:05.419 ProcessGuid: {8CAD0A01-5048-6560-9900-000000000F00} ProcessId: 3880 QueryName: gcs.prod.monitoring.core.windows.net QueryStatus: 0 QueryResults: type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.224; Image: C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentManager.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"9450576f-8a9b-11ee-8bc4-000d3af072be","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:07:10.125 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 07:37:08.089</Param><Param>{8CAD0A01-52A3-6560-7001-000000000F00}</Param><Param>4168</Param><Param>shavamanifestazurecdnprod1.azureedge.net</Param><Param>0</Param><Param>type:  5 shavamanifestazurecdnprod1.afd.azureedge.net;type:  5 star-azureedge-prod.trafficmanager.net;type:  5 shed.dual-low.part-0012.t-0009.t-msedge.net;type:  5 part-0012.t-0009.t-msedge.net;::ffff:13.107.213.40;::ffff:13.107.246.40;</Param><Param>C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\Extensions\AzureSecurityPack\ShavaVulnScan.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:07:10.1258557+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 07:37:08.089</Data><Data Name=""ProcessGuid"">{8CAD0A01-52A3-6560-7001-000000000F00}</Data><Data Name=""ProcessId"">4168</Data><Data Name=""QueryName"">shavamanifestazurecdnprod1.azureedge.net</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">type:  5 shavamanifestazurecdnprod1.afd.azureedge.net;type:  5 star-azureedge-prod.trafficmanager.net;type:  5 shed.dual-low.part-0012.t-0009.t-msedge.net;type:  5 part-0012.t-0009.t-msedge.net;::ffff:13.107.213.40;::ffff:13.107.246.40;</Data><Data Name=""Image"">C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\Extensions\AzureSecurityPack\ShavaVulnScan.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 07:37:08.089 ProcessGuid: {8CAD0A01-52A3-6560-7001-000000000F00} ProcessId: 4168 QueryName: shavamanifestazurecdnprod1.azureedge.net QueryStatus: 0 QueryResults: type:  5 shavamanifestazurecdnprod1.afd.azureedge.net;type:  5 star-azureedge-prod.trafficmanager.net;type:  5 shed.dual-low.part-0012.t-0009.t-msedge.net;type:  5 part-0012.t-0009.t-msedge.net;::ffff:13.107.213.40;::ffff:13.107.246.40; Image: C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\Extensions\AzureSecurityPack\ShavaVulnScan.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"491fa4b4-8a9c-11ee-8bc4-000d3af060ca","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:12:11.405 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 07:42:09.351</Param><Param>{8CAD0A01-53C5-6560-AD01-000000000F00}</Param><Param>4300</Param><Param>WindowsEventLog</Param><Param>0</Param><Param>fe80::866:2971:f5ff:fffb;2001:0:34f1:8072:866:2971:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4;</Param><Param>C:\Windows\System32\wbem\WmiPrvSE.exe</Param><Param>NT AUTHORITY\NETWORK SERVICE</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:12:11.4054206+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 07:42:09.351</Data><Data Name=""ProcessGuid"">{8CAD0A01-53C5-6560-AD01-000000000F00}</Data><Data Name=""ProcessId"">4300</Data><Data Name=""QueryName"">WindowsEventLog</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">fe80::866:2971:f5ff:fffb;2001:0:34f1:8072:866:2971:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4;</Data><Data Name=""Image"">C:\Windows\System32\wbem\WmiPrvSE.exe</Data><Data Name=""User"">NT AUTHORITY\NETWORK SERVICE</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 07:42:09.351 ProcessGuid: {8CAD0A01-53C5-6560-AD01-000000000F00} ProcessId: 4300 QueryName: WindowsEventLog QueryStatus: 0 QueryResults: fe80::866:2971:f5ff:fffb;2001:0:34f1:8072:866:2971:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4; Image: C:\Windows\System32\wbem\WmiPrvSE.exe User: NT AUTHORITY\NETWORK SERVICE ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"fada7ff9-8a9c-11ee-8bc4-6045bd72ea3e","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:17:08.560 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 07:47:07.396</Param><Param>{8CAD0A01-5049-6560-9A00-000000000F00}</Param><Param>3276</Param><Param>gcs.prod.monitoring.core.windows.net</Param><Param>0</Param><Param>type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.225;</Param><Param>C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentCore.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:17:08.5605387+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 07:47:07.396</Data><Data Name=""ProcessGuid"">{8CAD0A01-5049-6560-9A00-000000000F00}</Data><Data Name=""ProcessId"">3276</Data><Data Name=""QueryName"">gcs.prod.monitoring.core.windows.net</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.225;</Data><Data Name=""Image"">C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentCore.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 07:47:07.396 ProcessGuid: {8CAD0A01-5049-6560-9A00-000000000F00} ProcessId: 3276 QueryName: gcs.prod.monitoring.core.windows.net QueryStatus: 0 QueryResults: type:  5 warmpath-prod-nested.trafficmanager.net;::ffff:20.42.65.225; Image: C:\Packages\Plugins\Microsoft.Azure.Geneva.GenevaMonitoring\2.41.0.3\Monitoring\Agent\MonAgentCore.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"ad4a8bda-8a9d-11ee-8bc4-0022486eaacc","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:46:04.738 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM","LCID;1033	Locale;ENU	Message;Dns query:%nRuleName: %1!s!%nUtcTime: %2!s!%nProcessGuid: %3!s!%nProcessId: %4!s!%nQueryName: %5!s!%nQueryStatus: %6!s!%nQueryResults: %7!s!%nImage: %8!s!%nUser: %9!s! 	","<Param>-</Param><Param>2023-11-24 08:16:03.395</Param><Param>{8CAD0A01-5BBA-6560-1500-000000001000}</Param><Param>1056</Param><Param>win10.ipv6.microsoft.com.</Param><Param>0</Param><Param>type:  5 onpremwindows.ipv6.microsoft.com.akadns.net;type:  5 trdovmsswestus.ipv6.microsoft.com.akadns.net;52.241.128.114;</Param><Param>C:\Windows\System32\svchost.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:46:04.7382801+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 08:16:03.395</Data><Data Name=""ProcessGuid"">{8CAD0A01-5BBA-6560-1500-000000001000}</Data><Data Name=""ProcessId"">1056</Data><Data Name=""QueryName"">win10.ipv6.microsoft.com.</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">type:  5 onpremwindows.ipv6.microsoft.com.akadns.net;type:  5 trdovmsswestus.ipv6.microsoft.com.akadns.net;52.241.128.114;</Data><Data Name=""Image"">C:\Windows\System32\svchost.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 08:16:03.395 ProcessGuid: {8CAD0A01-5BBA-6560-1500-000000001000} ProcessId: 1056 QueryName: win10.ipv6.microsoft.com. QueryStatus: 0 QueryResults: type:  5 onpremwindows.ipv6.microsoft.com.akadns.net;type:  5 trdovmsswestus.ipv6.microsoft.com.akadns.net;52.241.128.114; Image: C:\Windows\System32\svchost.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"c02b34f0-8aa1-11ee-8bc4-6045bd72e2fd","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:46:07.077 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 08:16:06.146</Param><Param>{8CAD0A01-5BBA-6560-1600-000000001000}</Param><Param>1068</Param><Param>wpad</Param><Param>9003</Param><Param>-</Param><Param>C:\Windows\System32\svchost.exe</Param><Param>NT AUTHORITY\LOCAL SERVICE</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:46:07.0777736+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 08:16:06.146</Data><Data Name=""ProcessGuid"">{8CAD0A01-5BBA-6560-1600-000000001000}</Data><Data Name=""ProcessId"">1068</Data><Data Name=""QueryName"">wpad</Data><Data Name=""QueryStatus"">9003</Data><Data Name=""QueryResults"">-</Data><Data Name=""Image"">C:\Windows\System32\svchost.exe</Data><Data Name=""User"">NT AUTHORITY\LOCAL SERVICE</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 08:16:06.146 ProcessGuid: {8CAD0A01-5BBA-6560-1600-000000001000} ProcessId: 1068 QueryName: wpad QueryStatus: 9003 QueryResults: - Image: C:\Windows\System32\svchost.exe User: NT AUTHORITY\LOCAL SERVICE ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"c02b3502-8aa1-11ee-8bc4-6045bd72e2fd","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:46:08.031 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 08:16:07.209</Param><Param>{8CAD0A01-5BBC-6560-1800-000000001000}</Param><Param>1312</Param><Param>WindowsEventLog</Param><Param>1460</Param><Param>-</Param><Param>C:\Windows\System32\svchost.exe</Param><Param>NT AUTHORITY\NETWORK SERVICE</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:46:08.0317130+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 08:16:07.209</Data><Data Name=""ProcessGuid"">{8CAD0A01-5BBC-6560-1800-000000001000}</Data><Data Name=""ProcessId"">1312</Data><Data Name=""QueryName"">WindowsEventLog</Data><Data Name=""QueryStatus"">1460</Data><Data Name=""QueryResults"">-</Data><Data Name=""Image"">C:\Windows\System32\svchost.exe</Data><Data Name=""User"">NT AUTHORITY\NETWORK SERVICE</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 08:16:07.209 ProcessGuid: {8CAD0A01-5BBC-6560-1800-000000001000} ProcessId: 1312 QueryName: WindowsEventLog QueryStatus: 1460 QueryResults: - Image: C:\Windows\System32\svchost.exe User: NT AUTHORITY\NETWORK SERVICE ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"c02b3503-8aa1-11ee-8bc4-6045bd72e2fd","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:46:10.110 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 08:16:08.564</Param><Param>{8CAD0A01-5BBD-6560-1C00-000000001000}</Param><Param>1944</Param><Param>WindowsEventLog</Param><Param>0</Param><Param>fe80::3e:32d1:f5ff:fffb;2001:0:34f1:8072:3e:32d1:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4;</Param><Param>C:\Windows\System32\spoolsv.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:46:10.1101013+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 08:16:08.564</Data><Data Name=""ProcessGuid"">{8CAD0A01-5BBD-6560-1C00-000000001000}</Data><Data Name=""ProcessId"">1944</Data><Data Name=""QueryName"">WindowsEventLog</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">fe80::3e:32d1:f5ff:fffb;2001:0:34f1:8072:3e:32d1:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4;</Data><Data Name=""Image"">C:\Windows\System32\spoolsv.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 08:16:08.564 ProcessGuid: {8CAD0A01-5BBD-6560-1C00-000000001000} ProcessId: 1944 QueryName: WindowsEventLog QueryStatus: 0 QueryResults: fe80::3e:32d1:f5ff:fffb;2001:0:34f1:8072:3e:32d1:f5ff:fffb;fe80::d024:56ce:c156:9dae;::ffff:10.0.0.4; Image: C:\Windows\System32\spoolsv.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"c074abc4-8aa1-11ee-8bc4-000d3af06de7","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
"46bec743-35fa-4608-b7e2-2aa3c38a97c2",OpsManager,"11/24/2023, 1:46:10.110 PM","Microsoft-Windows-Sysmon","Microsoft-Windows-Sysmon/Operational",WindowsEventLog,22,4,Information,"NT AUTHORITY\SYSTEM",,"<Param>-</Param><Param>2023-11-24 08:16:09.183</Param><Param>{8CAD0A01-5BBD-6560-1C00-000000001000}</Param><Param>1944</Param><Param>WindowsEventLog</Param><Param>0</Param><Param>10.0.0.4;</Param><Param>C:\Windows\System32\spoolsv.exe</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-11-24T13:46:10.1101287+05:30"" sourceHealthServiceId=""F57C2BCF-DE2B-DA7F-FD91-0649DF501A73""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2023-11-24 08:16:09.183</Data><Data Name=""ProcessGuid"">{8CAD0A01-5BBD-6560-1C00-000000001000}</Data><Data Name=""ProcessId"">1944</Data><Data Name=""QueryName"">WindowsEventLog</Data><Data Name=""QueryStatus"">0</Data><Data Name=""QueryResults"">10.0.0.4;</Data><Data Name=""Image"">C:\Windows\System32\spoolsv.exe</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",22,"Dns query: RuleName: - UtcTime: 2023-11-24 08:16:09.183 ProcessGuid: {8CAD0A01-5BBD-6560-1C00-000000001000} ProcessId: 1944 QueryName: WindowsEventLog QueryStatus: 0 QueryResults: 10.0.0.4; Image: C:\Windows\System32\spoolsv.exe User: NT AUTHORITY\SYSTEM ","00000000-0000-0000-0000-000000000001","AOI-46bec743-35fa-4608-b7e2-2aa3c38a97c2",,,Event,"c074abc8-8aa1-11ee-8bc4-000d3af06de7","/subscriptions/4383ac89-7cd1-48c1-8061-b0b3c5ccfd97/resourcegroups/varunlab-rg/providers/microsoft.compute/virtualmachines/windowseventlogs","4383ac89-7cd1-48c1-8061-b0b3c5ccfd97"
