TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,ObjectName_s,ObjectType_s,AdminName_s,ClientType_s,CommandName_s,LoginIP_s,LoginPort_d,ChangeType_s,TransactionID_d,NewValue_s,OldValue_s,Variable_s,AdminRole_s,host_s,ident_s,Message,cef_version_d,Vendor_s,Product_s,DeviceVersion_s,SignatureId_s,EventName_s,Severity_s,LogType_s,DeviceReceiptTime_s,EventMessage_s,UnitName_s,HostIP_s,WAF_Serial_s,Type,_ResourceId
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 9:07:25 AM",,,http,service,admin,GUI,config,172.20.240.105,239,SET,99,"""0""","""7""",aps_attack_prevention_log,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=http fileType=service duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.240.105 spt=239 rt=1686301633734  msg=[] outcome=SET dvchost=barracuda cn1=99 cn1Label=TransactionID cs1=""0"" cs1Label=NewValue cs2=""7"" cs2Label=OldValue cs3=aps_attack_prevention_log cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,CONFIG,5,AUDIT,1686301633734,[],barracuda,10.50.7.81,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 6:01:29 AM",,,-,global,admin,GUI,session_timeout,172.20.10.56,2519,,0,"""""","""""",-,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|SESSION_TIMEOUT|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=session_timeout src=172.20.10.56 spt=2519 rt=1686290479085  msg=[] outcome= dvchost=barracuda cn1=0 cn1Label=TransactionID cs1="""" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=- cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,SESSION_TIMEOUT,5,AUDIT,1686290479085,[[Service stop]],barracuda,10.50.7.82,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:05:16 AM",,,10.50.7.87,global,admin,GUI,initialization,172.20.12.121,20713,SET,91,"""6""","""0""",severity_apslog,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=20713 rt=1686294311659  msg=[] outcome=SET dvchost=barracuda cn1=91 cn1Label=TransactionID cs1=""6"" cs1Label=NewValue cs2=""0"" cs2Label=OldValue cs3=severity_apslog cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,SESSION_TIMEOUT,5,AUDIT,1686294311659,[[Data path successfully initialized]],barracuda,10.50.7.83,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:05:16 AM",,,http:default-req-rewrite-rule,global,admin,GUI,rollback,172.20.12.121,20713,SET,91,"""23""","""16""",web_firewall_log_facility,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=20713 rt=1686294311660  msg=[] outcome=SET dvchost=barracuda cn1=91 cn1Label=TransactionID cs1=""23"" cs1Label=NewValue cs2=""16"" cs2Label=OldValue cs3=web_firewall_log_facility cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,ROLLBACK,5,AUDIT,1686294311660,"[[Reason=""Configuration digest failed.]""]]",barracuda,10.50.7.84,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,http:default-url-policy,virtual_ip_config_address,admin,GUI,rollback,172.20.12.121,61417,ADD,92,"""10.50.7.87""","""""",virtual_ip_config_address,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=10.50.7.87 fileType=virtual_ip_config_address duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=ADD dvchost=barracuda cn1=92 cn1Label=TransactionID cs1=""10.50.7.87"" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=virtual_ip_config_address cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,ROLLBACK,5,AUDIT,1686294547965,"[[Reason=""Configuration digest failed.]""]]",barracuda,10.50.7.85,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,http:10.40.1.18_80,global,admin,GUI,config,172.20.12.121,61417,SET,92,"""255.255.240.0""","""""",virtual_ip_config_netmask,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=SET dvchost=barracuda cn1=92 cn1Label=TransactionID cs1=""255.255.240.0"" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=virtual_ip_config_netmask cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,ROLLBACK,5,AUDIT,1686294547965,[[Service stop]],barracuda,10.50.7.86,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,http:default-json-profile,global,admin,GUI,session_timeout,172.20.12.121,61417,SET,92,"""WAN""","""""",virtual_ip_config_interface,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=SET dvchost=barracuda cn1=92 cn1Label=TransactionID cs1=""WAN"" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=virtual_ip_config_interface cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,CONFIG,5,AUDIT,1686294547965,[[Data path successfully initialized]],barracuda,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,10.40.1.18_80,global,admin,GUI,initialization,172.20.12.121,61417,SET,92,"""HTTP""","""""",virtual_ip_config_service_name,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=SET dvchost=barracuda cn1=92 cn1Label=TransactionID cs1=""HTTP"" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=virtual_ip_config_service_name cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,CONFIG,5,AUDIT,1686294547965,"[[Reason=""Configuration digest failed.]""]]",barracuda,10.50.7.88,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,http:star-acl,global,admin,GUI,rollback,172.20.12.121,61417,SET,92,"""c61db76e-95c9-4650-9dc9-0ff518a08577""","""""",virtual_ip_config_service_id,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=- fileType=global duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=SET dvchost=barracuda cn1=92 cn1Label=TransactionID cs1=""c61db76e-95c9-4650-9dc9-0ff518a08577"" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=virtual_ip_config_service_id cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,CONFIG,5,AUDIT,1686294547965,"[[Reason=""Configuration digest failed.]""]]",barracuda,10.50.7.89,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/9/2023, 7:09:16 AM",,,http:user-agent-acl,service,admin,GUI,rollback,172.20.12.121,61417,ADD,92,"""""","""""",-,admin,barracuda,CEF,"0|Barracuda|WAF|1200|2005|CONFIG|5|cat=AUDIT fname=HTTP fileType=service duser=admin requestClientApplication=GUI deviceProcessName=config src=172.20.12.121 spt=61417 rt=1686294547965  msg=[] outcome=ADD dvchost=barracuda cn1=92 cn1Label=TransactionID cs1="""" cs1Label=NewValue cs2="""" cs2Label=OldValue cs3=- cs3Label=Variable dpriv=admin ",0,Barracuda,WAF,1200,2005,CONFIG,5,AUDIT,1686294547965,[[Service stop]],barracuda,10.50.7.90,2372065,barracuda_CL,
