ColumnName,ColumnOrdinal,DataType,ColumnType
TimeGenerated,0,"System.DateTime",datetime
SourceProcessInfo,1,"System.String",string
AlertInfo,2,"System.String",string
AgentDetectionInfo,3,"System.String",string
RuleInfo,4,"System.String",string
ContainerInfo,5,"System.String",string
SourceParentProcessInfo,6,"System.String",string
TargetProcessInfo,7,"System.String",string
KubernetesInfo,8,"System.String",string
TenantId,9,"System.String",string
Type,10,"System.String",string
"_ResourceId",11,"System.String",string
