ColumnName,ColumnOrdinal,DataType,ColumnType
TimeGenerated,0,"System.DateTime",datetime
acsRegion,1,"System.String",string
additionalEventData,2,"System.Object",dynamic
apiVersion,3,"System.String",string
eventCategory,4,"System.String",string
eventId,5,"System.String",string
eventName,6,"System.String",string
eventRW,7,"System.String",string
eventSource,8,"System.String",string
eventTime,9,"System.String",string
eventType,10,"System.String",string
eventVersion,11,"System.String",string
errorCode,12,"System.String",string
errorMessage,13,"System.String",string
requestId,14,"System.String",string
requestParameters,15,"System.Object",dynamic
requestParameterJson,16,"System.String",string
resourceName,17,"System.String",string
resourceType,18,"System.String",string
responseElements,19,"System.Object",dynamic
referencedResources,20,"System.Object",dynamic
serviceName,21,"System.String",string
sourceIpAddress,22,"System.String",string
userAgent,23,"System.String",string
isGlobal,24,"System.SByte",bool
eventAttributes,25,"System.Object",dynamic
userIdentity,26,"System.Object",dynamic
Type,27,"System.String",string
_ItemId,28,"System.String",string
_ResourceId,29,"System.String",string
