ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
TimeGenerated,1,"System.DateTime",datetime
SourceSystem,2,"System.String",string
Account,3,"System.String",string
AccountType,4,"System.String",string
Computer,5,"System.String",string
EventSourceName,6,"System.String",string
Channel,7,"System.String",string
Task,8,"System.Int32",int
Level,9,"System.String",string
EventData,10,"System.String",string
EventID,11,"System.Int32",int
Activity,12,"System.String",string
SourceComputerId,13,"System.String",string
EventOriginId,14,"System.String",string
MG,15,"System.String",string
TimeCollected,16,"System.DateTime",datetime
ManagementGroupName,17,"System.String",string
AccessList,18,"System.String",string
AccessMask,19,"System.String",string
AccessReason,20,"System.String",string
AccountDomain,21,"System.String",string
AccountExpires,22,"System.String",string
AccountName,23,"System.String",string
AccountSessionIdentifier,24,"System.String",string
AdditionalInfo,25,"System.String",string
AdditionalInfo2,26,"System.String",string
AllowedToDelegateTo,27,"System.String",string
Attributes,28,"System.String",string
AuditPolicyChanges,29,"System.String",string
AuditsDiscarded,30,"System.Int32",int
AuthenticationLevel,31,"System.Int32",int
AuthenticationPackageName,32,"System.String",string
AuthenticationProvider,33,"System.String",string
AuthenticationServer,34,"System.String",string
AuthenticationService,35,"System.Int32",int
AuthenticationType,36,"System.String",string
CACertificateHash,37,"System.String",string
CalledStationID,38,"System.String",string
CallerProcessId,39,"System.String",string
CallerProcessName,40,"System.String",string
CallingStationID,41,"System.String",string
CAPublicKeyHash,42,"System.String",string
CategoryId,43,"System.String",string
CertificateDatabaseHash,44,"System.String",string
ClassId,45,"System.String",string
ClassName,46,"System.String",string
ClientAddress,47,"System.String",string
ClientIPAddress,48,"System.String",string
ClientName,49,"System.String",string
CommandLine,50,"System.String",string
CompatibleIds,51,"System.String",string
DCDNSName,52,"System.String",string
DeviceDescription,53,"System.String",string
DeviceId,54,"System.String",string
DisplayName,55,"System.String",string
Disposition,56,"System.String",string
DomainBehaviorVersion,57,"System.String",string
DomainName,58,"System.String",string
DomainPolicyChanged,59,"System.String",string
DomainSid,60,"System.String",string
EAPType,61,"System.String",string
ElevatedToken,62,"System.String",string
ErrorCode,63,"System.Int32",int
ExtendedQuarantineState,64,"System.String",string
FailureReason,65,"System.String",string
FileHash,66,"System.String",string
FilePath,67,"System.String",string
FilePathNoUser,68,"System.String",string
Filter,69,"System.String",string
ForceLogoff,70,"System.String",string
Fqbn,71,"System.String",string
FullyQualifiedSubjectMachineName,72,"System.String",string
FullyQualifiedSubjectUserName,73,"System.String",string
GroupMembership,74,"System.String",string
HandleId,75,"System.String",string
HardwareIds,76,"System.String",string
HomeDirectory,77,"System.String",string
HomePath,78,"System.String",string
ImpersonationLevel,79,"System.String",string
InterfaceUuid,80,"System.String",string
IpAddress,81,"System.String",string
IpPort,82,"System.String",string
KeyLength,83,"System.Int32",int
LmPackageName,84,"System.String",string
LocationInformation,85,"System.String",string
LockoutDuration,86,"System.String",string
LockoutObservationWindow,87,"System.String",string
LockoutThreshold,88,"System.String",string
LoggingResult,89,"System.String",string
LogonGuid,90,"System.String",string
LogonHours,91,"System.String",string
LogonID,92,"System.String",string
LogonProcessName,93,"System.String",string
LogonType,94,"System.Int32",int
LogonTypeName,95,"System.String",string
MachineAccountQuota,96,"System.String",string
MachineInventory,97,"System.String",string
MachineLogon,98,"System.String",string
MandatoryLabel,99,"System.String",string
MaxPasswordAge,100,"System.String",string
MemberName,101,"System.String",string
MemberSid,102,"System.String",string
MinPasswordAge,103,"System.String",string
MinPasswordLength,104,"System.String",string
MixedDomainMode,105,"System.String",string
NASIdentifier,106,"System.String",string
NASIPv4Address,107,"System.String",string
NASIPv6Address,108,"System.String",string
NASPort,109,"System.String",string
