ColumnName,ColumnOrdinal,DataType,ColumnType
projects,0,"System.Object",dynamic
dueAt,1,"System.DateTime",datetime
statusChangedAt,2,"System.DateTime",datetime
sourceURL,3,"System.String",string
createdAt,4,"System.DateTime",datetime
status,5,"System.String",string
updatedAt,6,"System.DateTime",datetime
sourceRule,7,"System.Object",dynamic
notes,8,"System.Object",dynamic
severity,9,"System.String",string
entitySnapshot,10,"System.Object",dynamic
evidence,11,"System.Object",dynamic
resolvedAt,12,"System.DateTime",datetime
issueType,13,"System.String",string
issueId,14,"System.String",string
serviceTickets,15,"System.Object",dynamic
TimeGenerated,16,"System.DateTime",datetime
TenantId,17,"System.String",string
Type,18,"System.String",string
_ResourceId,19,"System.String",string
