TimeGenerated,event_simpleName,timestamp,aip,aid,UserName,event_platform,ContextTimeStamp,name,ConfigBuild,CrowdStrikeId,ConfigStateHash,ContextProcessId,ContextThreadId,BoundingLimitCount,BoundingLimitDuration,Entitlements,EffectiveTransmissionClass,cid,OciContainerId,TreeId,RegObjectName,RegValueName,RegClassificationFlags,RegOperationType,TokenType,RegStringValue,RegType,RegClassificationIndex,AuthenticationId,RegNumericValue,RegBinaryValue,AdditionalFields,TenantId,Type,_ResourceId
2026-08-27T12:54:58.592Z,RegSystemConfigValueUpdate,1787835407463,165.225.63.171,37704037615f41bdac187354582aa6cf,,Win,1787827971,RegSystemConfigValueUpdateV1,,3f24da56-5277-4759-b393-7d527938fc5c,,6963063194558,225323112933993,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,consentpromptbehavioruser,3,1,2,,4,427,999,3,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:04.68Z,RegSystemConfigValueUpdate,1787835387479,167.103.56.103,2f00881359024b1bb1e30c717228a633,,Win,1787835302,RegSystemConfigValueUpdateV1,,0c26c630-bde4-424a-b119-642fe2652164,,3988466045347,167671713221590,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SAM\SAM\Domains\Account\Users\Names\Guest,,1,1,1,,501,479,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:04.971Z,RegSystemConfigValueUpdate,1787835381412,167.103.7.124,ec3653b210f845c0aba500a2b607f41e,,Win,1787835303,RegSystemConfigValueUpdateV1,,46e14691-92dd-4142-ba88-023fd76eaf3e,,11781120197910,418400421201208,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,promptonsecuredesktop,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:21.091Z,RegSystemConfigValueUpdate,1787835413502,136.226.254.108,bb380d2fea8b490e875f1c5a6d15b342,,Win,1787835319,RegSystemConfigValueUpdateV1,,93df0b54-b3be-4a5b-8eae-15a31fc5da62,,5377522094,30678970112,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,lmcompatibilitylevel,0,1,2,,4,345,999,5,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:31.278Z,RegSystemConfigValueUpdate,1787835402460,170.85.102.73,064167f48d924788aa75de21a43983c0,,Win,1787835329,RegSystemConfigValueUpdateV1,,b2860e81-215c-47bd-a913-ebe3471ba85a,,1292796291630,33036963343854,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,consentpromptbehavioruser,3,1,2,,4,427,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:35.853Z,RegSystemConfigValueUpdate,1787835414247,165.225.114.90,89046cc7d648446f86e786cd85201b29,,Win,1787835334,RegSystemConfigValueUpdateV1,,3dd038ee-5939-41e9-a078-049a6884f248,,1760947668057,54486782548990,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,promptonsecuredesktop,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:46.173Z,RegSystemConfigValueUpdate,1787835365329,87.58.103.99,9a665f4bf8854703a6e654986cff3811,,Win,1787835344,RegSystemConfigValueUpdateV1,,e8304ca6-580a-4ba0-8855-beddbbc5ea10,,188990027743,4309435515443,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,promptonsecuredesktop,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:47.293Z,RegSystemConfigValueUpdate,1787835377109,101.2.231.169,95b7957be754410aaa237aa3c5d6259b,,Win,1787835345,RegSystemConfigValueUpdateV1,,844bfd9e-4866-4c6b-b228-e294b2b1dbba,,4067848538890,107326711391196,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,enablelua,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:49.053Z,RegSystemConfigValueUpdate,1787835381813,134.146.177.20,b99c171f659d4f1473e41991cc356b63,,Win,1787835346,RegSystemConfigValueUpdateV1,,66560470-bd9d-4b7f-98ca-3931a574c774,,7040296584042,295079900879376,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\CrashControl,AutoReboot,1,1,1,,4,22993,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:54.154Z,RegSystemConfigValueUpdate,1787835380334,161.19.65.202,857ddc8e90ff4e6498460a52237ddedf,,Win,1787835260,RegSystemConfigValueUpdateV1,,262a4f68-7df8-453f-897b-1139e7b25328,,6962153544343,148271451534879,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\QoS\Teams Application Sharing-Microsoft,Protocol,1,1,1,*,1,29809,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:55:59.623Z,RegSystemConfigValueUpdate,1787835379055,170.85.102.106,38ae76b72aa5462e881bd8dd94b90111,,Win,1787835357,RegSystemConfigValueUpdateV1,,2f87ef92-674a-42c6-a1aa-5ab4d34b48eb,,1617709753751,45843962805498,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,RunAsPPL,1,1,1,,4,521,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:01.122Z,RegSystemConfigValueUpdate,1787835369388,134.162.13.132,858445d91489493f853bc69f88a892b4,,Win,1787835359,RegSystemConfigValueUpdateV1,,4f84e76b-e387-4618-9c91-d16b25bc7d85,,7813203983680,183540314578192,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\QoS\Teams Audio-Microsoft,Application Name,1,1,1,ms-teams.exe,1,29809,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:01.177Z,RegSystemConfigValueUpdate,1787835359623,147.161.238.31,3f03fea525154604aaeaf5e90269ebec,,Win,1787835359,RegSystemConfigValueUpdateV1,,f313d628-4b30-4828-87ed-0a2070a50d54,,1647003136068,35817035360820,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,1,1,1,,4,465,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:01.212Z,RegSystemConfigValueUpdate,1787835361177,136.226.172.107,6344159534b04f3eaccb15d2e247388a,,Win,1787835359,RegSystemConfigValueUpdateV1,,68c838b6-5e59-4c9a-a6fb-f8dbb692a38d,,2243716171663,93253847995081,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,1,1,1,,4,436,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:05.329Z,RegGenericValueUpdate,1787835386553,167.103.120.78,72c5e7ae9b1244e890c85d9c1b2b8123,,Win,1787835363,RegGenericValueUpdateV1,,0e2ce748-8f2a-4063-b7ea-6b577edeb2dd,,11139890558823,406495535463443,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\LanmanServer\Parameters,nullsessionpipes,1,1,2,,7,472,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:09.388Z,RegSystemConfigValueUpdate,1787835377796,165.225.242.35,200b88bc0c3b4465992bdfd0b4fd4e60,,Win,1787835367,RegSystemConfigValueUpdateV1,,4429aa5e-69f9-431e-a910-baae68591c9f,,15023707726857,263203337230933,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,RunAsPPL,1,1,1,,4,521,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:17.109Z,RegSystemConfigValueUpdate,1787835384129,136.226.238.105,35341a731c0d41feaceb9370095088e7,,Win,1787835375,RegSystemConfigValueUpdateV1,,8f4fb75e-6bc9-4594-92e8-4f8139aa2ad5,,3148221856610,87882366811712,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,1,1,1,,4,436,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:17.796Z,RegSystemConfigValueUpdate,1787835361122,147.161.168.115,879ef93e8843483e981c10bc6f202c50,,Win,1787835375,RegSystemConfigValueUpdateV1,,420905c6-7a71-4259-95a3-67da20702ee4,,1401174981273,35284548658861,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\DeviceGuard\Scenarios\HypervisorEnforcedCodeIntegrity,Locked,1,1,1,,4,494,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:19.055Z,RegSystemConfigValueUpdate,1787835354154,37.186.39.182,9c8c0d5107994041a8f969e15a327c81,,Win,1787835377,RegSystemConfigValueUpdateV1,,0c461d8a-be03-403d-9918-a4c9fb7e1c3a,,575752534701,32217259745003,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,1,1,1,,4,485,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:20.334Z,RegSystemConfigValueUpdate,1787835573666,212.70.102.58,8ff21186efac4bbd9f58a57888cf71ce,,Win,1787835378,RegSystemConfigValueUpdateV1,,741730ea-129c-40b1-b4fc-45b9d19c48e4,,6038735392262,254215497662298,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,enablelua,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:21.412Z,RegSystemConfigValueUpdate,1787835563454,170.85.102.105,f40eab2c969b411eb97a81050e62f9f3,,Win,1787835379,RegSystemConfigValueUpdateV1,,9d05d14e-c996-418e-a64a-c60a2508ef59,,5838440048384,249005631395524,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,1,2,1,,0,465,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:21.813Z,RegSystemConfigValueUpdate,1787835577445,147.161.225.188,6bdb1e67317a4973992203c549f4ea59,,Win,1787835379,RegSystemConfigValueUpdateV1,,246b3a9a-32cf-4a7b-a3f8-a89a105b259b,,6850483638253,208241145096103,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,1,1,1,,4,436,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:24.129Z,RegSystemConfigValueUpdate,1787835587581,167.103.56.93,638b2700c36c4a198002bbd254588695,,Win,1787835382,RegSystemConfigValueUpdateV1,,7bb0467e-99ef-49b4-921f-bce56a1391ef,,16590605318276,491263475895150,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,enablelua,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:26.553Z,RegSystemConfigValueUpdate,1787835588503,212.70.102.58,44b0fd6081b8400db6d7421a79590843,,Win,1787835384,RegSystemConfigValueUpdateV1,,f76d2525-9c38-4b09-83ea-c8dd2ee967e7,,859004219012,35297609266709,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,1,1,1,,4,485,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:27.479Z,RegSystemConfigValueUpdate,1787835592687,136.226.244.98,0e89a48adaf44765b904e222ea5cb32f,,Win,1787835385,RegSystemConfigValueUpdateV1,,c86b9f9d-4492-4580-8823-7943bf6c0573,,1962812451613,91058027089105,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,1,2,1,,0,465,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:42.46Z,RegSystemConfigValueUpdate,1787835541274,134.163.254.45,91e66e280b194b519ad11d3a848aa9ad,,Win,1787835400,RegSystemConfigValueUpdateV1,,ed9833c7-65ef-474d-9122-fbc17a08933e,,2890526548899,100332400758325,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,promptonsecuredesktop,3,1,2,,4,427,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:42.821Z,RegSystemConfigValueUpdate,1787835541963,147.161.173.124,5dc214ba4da54b18b603197082a9940c,,Win,1787835400,RegSystemConfigValueUpdateV1,,b59fbdce-e092-47b1-aa1f-ab2a3f9ab56f,,4041577023112,114028839718153,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\QoS\CUSTOM-CIM_IVR_Tserver-1,Remote Port,1,2,1,,0,29809,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:47.463Z,RegSystemConfigValueUpdate,1787835584312,170.85.134.111,b167fd97e70d497184707039817f97e0,,Win,1787835405,RegSystemConfigValueUpdateV1,,a3bd52c5-ac16-4f34-8625-0490b187a870,,5053621723915,261609036292257,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,1,2,1,,0,436,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:53.502Z,RegSystemConfigValueUpdate,1787835546909,165.225.242.44,8df8aebcb1954505b234a4a1907af729,,Win,1787835411,RegSystemConfigValueUpdateV1,,e2b41217-4e65-4a03-b3a3-684323849835,,11225028783521,245282171220817,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\QoS\Teams Audio,Remote Port,1,1,1,*,1,29809,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:56:54.247Z,RegGenericValueUpdate,1787835584426,170.85.72.104,b42fa89a2020468dbebb870189a71e22,,Win,1787835413,RegGenericValueUpdateV1,,957922a0-2b22-4bc9-bdb1-351929363a18,,179954339348,5957828982914,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\LanmanServer\Parameters,nullsessionpipes,1,1,2,,7,472,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:01.274Z,RegSystemConfigValueUpdate,1787835565749,136.226.238.102,84993e7816c148009e3f9dbcc3b373d4,,Win,1787835539,RegSystemConfigValueUpdateV1,,55cb0471-b97c-4498-a31b-1e8363303e06,,1030803021074,45580728954468,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SAM\SAM\Domains\Account\Users\Names\CUSTOMGUEST,,1,1,1,,501,479,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:01.963Z,RegSystemConfigValueUpdate,1787835607564,167.103.7.121,781c49f826c94686a6f5480a586edbf7,,Win,1787835540,RegSystemConfigValueUpdateV1,,0d09bcb5-492f-421f-bb32-74f69a999695,,1691098871062,64474409986782,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SAM\SAM\Domains\Account\Users\Names\CUSTOMADMIN,,1,1,1,,500,479,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:06.909Z,RegSystemConfigValueUpdate,1787835646420,205.220.75.89,a87d7d9c6aac4a609c2d1b5a962095e2,,Win,1787835544,RegSystemConfigValueUpdateV1,,0f3a5f92-13a3-4980-a5f0-f407036300b4,,7042740053559,268438449168924,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,1,1,1,,4,436,999,0,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:23.454Z,RegSystemConfigValueUpdate,1787835620090,167.103.56.104,99d97d99d997430486c1bc7be649c115,,Win,1787835561,RegSystemConfigValueUpdateV1,,5d3797cb-bc95-4a0a-a345-0407764eb13d,,3673733112290,81958220603687,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,RunAsPPL,1,1,1,,4,521,999,1,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
2026-08-27T12:59:25.749Z,RegGenericValueUpdate,1787835645773,101.2.231.206,a3f5564b11c347efa7084bcb4a698f22,,Win,1787835563,RegGenericValueUpdateV1,,141298c9-5ba5-4a0c-97c1-d7b298126218,,2130422130237,70250345416731,,,15,,1380e612be8c438dbc55c259f4bfc189,,,\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\LanmanServer\Parameters,nullsessionpipes,1,1,2,,7,472,999,,,,eb7eb63c-9g53-4dbt-b4f9-965939b2368a,CrowdStrike_Registry_Events_CL,
