ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,System.String,string
SourceSystem,1,System.String,string
MG,2,System.String,string
ManagementGroupName,3,System.String,string
TimeGenerated,4,System.DateTime,datetime
Computer,5,System.String,string
RawData,6,System.String,string
debugContext_debugData_changedDeviceSignals_s,7,System.String,string
debugContext_debugData_causes_s,8,System.String,string
debugContext_debugData_newIpAddress_s,9,System.String,string
debugContext_debugData_previousIpAddress_s,10,System.String,string
debugContext_debugData_externalSessionId_s,11,System.String,string
debugContext_debugData_source_s,12,System.String,string
debugContext_debugData_clientAddress_g,13,System.String,string
debugContext_debugData_clientRateLimitSettings_s,14,System.String,string
debugContext_debugData_oldRateLimitPercentage_s,15,System.String,string
debugContext_debugData_oldConcurrencyPercentage_s,16,System.String,string
debugContext_debugData_newConcurrencyPercentage_s,17,System.String,string
debugContext_debugData_newRateLimitPercentage_s,18,System.String,string
debugContext_debugData_onOrBefore_s,19,System.String,string
debugContext_debugData_roadblockedInstances_s,20,System.String,string
debugContext_debugData_importAction_s,21,System.String,string
debugContext_debugData_networkConnection_s,22,System.String,string
debugContext_debugData_rateLimitBucketUuid_s,23,System.String,string
debugContext_debugData_sessionId_g,24,System.String,string
debugContext_debugData_idpType_s,25,System.String,string
debugContext_debugData_aaguid_g,26,System.String,string
debugContext_debugData_backupEligible_s,27,System.String,string
debugContext_debugData_matchedAuthenticatorGroups_s,28,System.String,string
debugContext_debugData_lifecycle_s,29,System.String,string
debugContext_debugData_featurename_s,30,System.String,string
debugContext_debugData_limitations_s,31,System.String,string
debugContext_debugData_incomingUserExternalId_s,32,System.String,string
debugContext_debugData_oktaUsername_s,33,System.String,string
debugContext_debugData_incomingUserInstanceId_s,34,System.String,string
debugContext_debugData_existingUserExternalId_s,35,System.String,string
debugContext_debugData_existingOktaUserId_s,36,System.String,string
debugContext_debugData_existingUserInstanceId_s,37,System.String,string
debugContext_debugData_userEmail_s,38,System.String,string
authenticationContext_rootSessionId_s,39,System.String,string
transaction_detail_rootApiTokenId_s,40,System.String,string
debugContext_debugData_inResponseTo_s,41,System.String,string
debugContext_debugData_responseId_s,42,System.String,string
debugContext_debugData_tunnels_s,43,System.String,string
transaction_detail_requestApiTokenClientId_s,44,System.String,string
debugContext_debugData_expirationYears_s,45,System.String,string
debugContext_debugData_oldDomainFederationSettings_s,46,System.String,string
debugContext_debugData_newDomainFederationSettings_s,47,System.String,string
debugContext_debugData_appEventIsPersonal_s,48,System.String,string
debugContext_debugData_adminUserName_s,49,System.String,string
debugContext_debugData_provisioningType_s,50,System.String,string
debugContext_debugData_appName_s,51,System.String,string
debugContext_debugData_domain_s,52,System.String,string
debugContext_debugData_msftTenant_s,53,System.String,string
debugContext_debugData_newRuleGroupExcludeSize_s,54,System.String,string
debugContext_debugData_newRuleDisabledStatus_s,55,System.String,string
debugContext_debugData_newRuleEnforceMaxSessionAge_s,56,System.String,string
debugContext_debugData_newRuleMaxSessionAge_s,57,System.String,string
debugContext_debugData_newRuleUserExcludeSize_s,58,System.String,string
debugContext_debugData_transformedUserName_s,59,System.String,string
debugContext_debugData_enrollmentMethodChallengeTime_t,60,System.DateTime,datetime
debugContext_debugData_traceId_g,61,System.String,string
debugContext_debugData_isCallHookFailover_s,62,System.String,string
debugContext_debugData_isSmsHookFailover_s,63,System.String,string
debugContext_debugData_oldSignonModeType_s,64,System.String,string
debugContext_debugData_newSignonModeType_s,65,System.String,string
debugContext_debugData_authMethodFifthEnrollment_s,66,System.String,string
debugContext_debugData_authMethodFifthVerificationTime_t,67,System.DateTime,datetime
debugContext_debugData_authMethodFifthType_s,68,System.String,string
debugContext_debugData_newPolicyRuleName_s,69,System.String,string
debugContext_debugData_oldPolicyRuleName_s,70,System.String,string
debugContext_debugData_clientName_s,71,System.String,string
device_device_integrator_s,72,System.String,string
debugContext_debugData_newPolicyName_s,73,System.String,string
debugContext_debugData_oldPolicyName_s,74,System.String,string
debugContext_debugData_oldPolicyDescription_s,75,System.String,string
debugContext_debugData_oldPolicyGroupIncludeSize_s,76,System.String,string
debugContext_debugData_newPolicyGroupIncludeSize_s,77,System.String,string
debugContext_debugData_newPolicyDescription_s,78,System.String,string
debugContext_debugData_suspiciousActivityEventTransactionId_g,79,System.String,string
authenticationContext_authenticatorContext_binaryIdentifier_s,80,System.String,string
authenticationContext_authenticatorContext_binaryPath_s,81,System.String,string
authenticationContext_authenticatorContext_applicationVersion_s,82,System.String,string
authenticationContext_authenticatorContext_validationStatus_s,83,System.String,string
authenticationContext_authenticatorContext_signerDistinguishedName_s,84,System.String,string
authenticationContext_authenticatorContext_signerKeyIdentifier_s,85,System.String,string
authenticationContext_authenticatorContext_requestOrigin_s,86,System.String,string
authenticationContext_authenticatorContext_userConsent_s,87,System.String,string
authenticationContext_authenticatorContext_bindingMethod_s,88,System.String,string
debugContext_debugData_credential_s,89,System.String,string
debugContext_debugData_duplicaterowserialnumbers_s,90,System.String,string
debugContext_debugData_invalidrowserialnumbers_s,91,System.String,string
debugContext_debugData_serialNumber_s,92,System.String,string
debugContext_debugData_publicId_s,93,System.String,string
debugContext_debugData_authMethodFourthVerificationTime_t,94,System.DateTime,datetime
debugContext_debugData_authMethodFourthType_s,95,System.String,string
debugContext_debugData_authMethodFourthEnrollment_s,96,System.String,string
device_id_s,97,System.String,string
device_name_s,98,System.String,string
device_os_platform_s,99,System.String,string
device_os_version_s,100,System.String,string
device_managed_b,101,System.SByte,bool
device_registered_b,102,System.SByte,bool
device_disk_encryption_type_s,103,System.String,string
device_screen_lock_type_s,104,System.String,string
device_jailbreak_b,105,System.SByte,bool
device_secure_hardware_present_b,106,System.SByte,bool
debugContext_debugData_authenticatorKey_s,107,System.String,string
debugContext_debugData_zoneData_s,108,System.String,string
debugContext_debugData_endedSessionId_s,109,System.String,string
debugContext_debugData_flowContinuation_s,110,System.String,string
debugContext_debugData_sameBrowser_s,111,System.String,string
debugContext_debugData_action_s,112,System.String,string
debugContext_debugData_verification_s,113,System.String,string
debugContext_debugData_authMethodSecondVerificationTime_t,114,System.DateTime,datetime
debugContext_debugData_authMethodThirdEnrollment_s,115,System.String,string
debugContext_debugData_authMethodThirdType_s,116,System.String,string
debugContext_debugData_authMethodThirdVerificationTime_t,117,System.DateTime,datetime
debugContext_debugData_authMethodSecondEnrollment_s,118,System.String,string
debugContext_debugData_authMethodSecondType_s,119,System.String,string
debugContext_debugData_newPolicyRuleRequirementsJson_s,120,System.String,string
debugContext_debugData_oldPolicyRuleRequirementsJson_s,121,System.String,string
debugContext_debugData_pushOnlyResponseType_s,122,System.String,string
debugContext_debugData_pushWithNumberChallengeResponseType_s,123,System.String,string
debugContext_debugData_keyTypeUsedForAuthentication_s,124,System.String,string
debugContext_debugData_oldPolicyRulePriority_s,125,System.String,string
debugContext_debugData_oldPolicyRuleAction_s,126,System.String,string
debugContext_debugData_newPolicyRuleAction_s,127,System.String,string
debugContext_debugData_oldPolicyRuleConditionsJson_s,128,System.String,string
debugContext_debugData_newPolicyRuleConditionsJson_s,129,System.String,string
debugContext_debugData_newPolicyRulePriority_s,130,System.String,string
debugContext_debugData_linkedObjectAdded_s,131,System.String,string
debugContext_debugData_authenticatorMethodChallengeTime_t,132,System.DateTime,datetime
debugContext_debugData_factorIntent_s,133,System.String,string
debugContext_debugData_usernameOrEmail_s,134,System.String,string
debugContext_debugData_jobid_g,135,System.String,string
debugContext_debugData_oldRuleGroupIncludeSize_s,136,System.String,string
debugContext_debugData_newRuleGroupIncludeSize_s,137,System.String,string
debugContext_debugData_newPolicyExtensiblePropertiesJson_s,138,System.String,string
debugContext_debugData_oldPolicyExtensiblePropertiesJson_s,139,System.String,string
debugContext_debugData_oldPolicyPriority_s,140,System.String,string
debugContext_debugData_newPolicyPriority_s,141,System.String,string
debugContext_debugData_oldRuleUserIncludeSize_s,142,System.String,string
debugContext_debugData_newRuleUserIncludeSize_s,143,System.String,string
debugContext_debugData_supportaction_s,144,System.String,string
debugContext_debugData_newRuleName_s,145,System.String,string
debugContext_debugData_newRuleRank_s,146,System.String,string
debugContext_debugData_oldRuleLocationSetting_s,147,System.String,string
debugContext_debugData_newRuleLocationSetting_s,148,System.String,string
debugContext_debugData_oldRuleFactorLifetime_s,149,System.String,string
debugContext_debugData_oldRuleRank_s,150,System.String,string
debugContext_debugData_oldRuleName_s,151,System.String,string
debugContext_debugData_oldRuleZoneExcludeSize_s,152,System.String,string
debugContext_debugData_newRuleZoneExcludeSize_s,153,System.String,string
debugContext_debugData_newRuleZoneIncludeSize_s,154,System.String,string
debugContext_debugData_oldRuleZoneIncludeSize_s,155,System.String,string
debugContext_debugData_kid_s,156,System.String,string
debugContext_debugData_privilegeGranted_s,157,System.String,string
debugContext_debugData_clientType_s,158,System.String,string
debugContext_debugData_tokenId_s,159,System.String,string
debugContext_debugData_errorMessage_s,160,System.String,string
debugContext_debugData_assertionId_s,161,System.String,string
debugContext_debugData_oldRuleAction_s,162,System.String,string
debugContext_debugData_newRuleAction_s,163,System.String,string
debugContext_debugData_newRuleFactorLifetime_s,164,System.String,string
debugContext_debugData_threatDetections_s,165,System.String,string
debugContext_debugData_jobid_s,166,System.String,string
debugContext_debugData_concurrencyPercentage_s,167,System.String,string
debugContext_debugData_rateLimitPercentage_s,168,System.String,string
debugContext_debugData_deviceTokenHash_s,169,System.String,string
debugContext_debugData_operationRateLimitSubtype_s,170,System.String,string
debugContext_debugData_operationRateLimitTimeUnit_s,171,System.String,string
debugContext_debugData_operationRateLimitScopeType_s,172,System.String,string
debugContext_debugData_operationRateLimitSecondsToReset_s,173,System.String,string
debugContext_debugData_operationRateLimitThreshold_s,174,System.String,string
debugContext_debugData_operationRateLimitTimeSpan_s,175,System.String,string
debugContext_debugData_operationRateLimitType_s,176,System.String,string
debugContext_debugData_customMessage_s,177,System.String,string
debugContext_debugData_invalidatedAppId_g,178,System.String,string
debugContext_debugData_attributesModified_s,179,System.String,string
debugContext_debugData_attributesAdded_s,180,System.String,string
debugContext_debugData_attributesDeleted_s,181,System.String,string
debugContext_debugData_appVersion_g,182,System.String,string
debugContext_debugData_agentType_s,183,System.String,string
debugContext_debugData_latestVersion_s,184,System.String,string
debugContext_debugData_previousVersion_s,185,System.String,string
debugContext_debugData_currentVersion_s,186,System.String,string
debugContext_debugData_oldDisplayName_s,187,System.String,string
debugContext_debugData_groupAppAssignmentId_s,188,System.String,string
debugContext_debugData_privilegeRevoked_s,189,System.String,string
debugContext_debugData_clientSecrets_s,190,System.String,string
debugContext_debugData_tempPasswordSet_s,191,System.String,string
debugContext_debugData_errorField_s,192,System.String,string
debugContext_debugData_ip_s,193,System.String,string
debugContext_debugData_orgId_s,194,System.String,string
debugContext_debugData_userStatus_s,195,System.String,string
debugContext_debugData_challengeAuthenticatorsList_s,196,System.String,string
actor_detailEntry_loginResult_s,197,System.String,string
debugContext_debugData_jobId_s,198,System.String,string
debugContext_debugData_detailedmessage_s,199,System.String,string
debugContext_debugData_totalTime_s,200,System.String,string
debugContext_debugData_deletedObjects_s,201,System.String,string
debugContext_debugData_addedObjects_s,202,System.String,string
debugContext_debugData_totalObjects_s,203,System.String,string
debugContext_debugData_updatedObjects_s,204,System.String,string
debugContext_debugData_unchangedObjects_s,205,System.String,string
debugContext_debugData_adAttrName_s,206,System.String,string
debugContext_debugData_distinguishedname_s,207,System.String,string
debugContext_debugData_oktaAttrName_s,208,System.String,string
debugContext_debugData_customObjectId_s,209,System.String,string
debugContext_debugData_customObjectType_s,210,System.String,string
debugContext_debugData_importType_s,211,System.String,string
debugContext_debugData_importLastToken_s,212,System.String,string
debugContext_debugData_importTrigger_s,213,System.String,string
debugContext_debugData_manualintervention_s,214,System.String,string
debugContext_debugData_reasoncode_s,215,System.String,string
debugContext_debugData_warningPercent_s,216,System.String,string
debugContext_debugData_rateLimitBucketUuid_g,217,System.String,string
debugContext_debugData_rateLimitSecondsToReset_s,218,System.String,string
debugContext_debugData_threshold_s,219,System.String,string
debugContext_debugData_timeSpan_s,220,System.String,string
debugContext_debugData_rateLimitScopeType_s,221,System.String,string
debugContext_debugData_timeUnit_s,222,System.String,string
debugContext_debugData_burstRateLimitUrlPattern_s,223,System.String,string
debugContext_debugData_burstRateLimitBucketUuid_g,224,System.String,string
debugContext_debugData_burstRateLimitExpirationDate_s,225,System.String,string
debugContext_debugData_burstThreshold_s,226,System.String,string
debugContext_debugData_baseThreshold_s,227,System.String,string
debugContext_debugData_callProvider_s,228,System.String,string
debugContext_debugData_initiateType_s,229,System.String,string
debugContext_debugData_invalidToken_s,230,System.String,string
debugContext_debugData_changedAttributes_s,231,System.String,string
debugContext_debugData_appname_s,232,System.String,string
debugContext_debugData_triggeredByGroupRuleId_s,233,System.String,string
debugContext_debugData_sessionRevocation_s,234,System.String,string
debugContext_debugData_providerMessage_s,235,System.String,string
debugContext_debugData_suspiciousActivityEventCountry_s,236,System.String,string
debugContext_debugData_suspiciousActivityBrowser_s,237,System.String,string
debugContext_debugData_suspiciousActivityEventId_g,238,System.String,string
debugContext_debugData_suspiciousActivityEventState_s,239,System.String,string
debugContext_debugData_suspiciousActivityTimestamp_t,240,System.DateTime,datetime
debugContext_debugData_suspiciousActivityOs_s,241,System.String,string
debugContext_debugData_suspiciousActivityEventLatitude_s,242,System.String,string
debugContext_debugData_suspiciousActivityEventTransactionId_s,243,System.String,string
debugContext_debugData_suspiciousActivityEventCity_s,244,System.String,string
debugContext_debugData_suspiciousActivityEventLongitude_s,245,System.String,string
debugContext_debugData_suspiciousActivityEventIp_s,246,System.String,string
debugContext_debugData_suspiciousActivityEventType_s,247,System.String,string
debugContext_debugData_userName_s,248,System.String,string
debugContext_debugData_clientId_s,249,System.String,string
debugContext_debugData_transactionId_s,250,System.String,string
debugContext_debugData_emailRequestId_g,251,System.String,string
debugContext_debugData_originalPrincipal_id_s,252,System.String,string
debugContext_debugData_originalPrincipal_type_s,253,System.String,string
debugContext_debugData_originalPrincipal_alternateId_s,254,System.String,string
debugContext_debugData_originalPrincipal_displayName_s,255,System.String,string
debugContext_debugData_authnRequestId_g,256,System.String,string
debugContext_debugData_factorType_s,257,System.String,string
debugContext_debugData_loginResult_s,258,System.String,string
debugContext_debugData_expirationTime_t,259,System.DateTime,datetime
debugContext_debugData_appContextName_s,260,System.String,string
debugContext_debugData_emailProvider_s,261,System.String,string
debugContext_debugData_category_s,262,System.String,string
debugContext_debugData_emailRequestId_s,263,System.String,string
debugContext_debugData_proxyType_s,264,System.String,string
debugContext_debugData_anonymizerStatus_s,265,System.String,string
debugContext_debugData_authenticationContext_s,266,System.String,string
debugContext_debugData_assertion_s,267,System.String,string
actor_id_s,268,System.String,string
actor_type_s,269,System.String,string
actor_alternateId_s,270,System.String,string
actor_displayName_s,271,System.String,string
client_userAgent_rawUserAgent_s,272,System.String,string
client_userAgent_os_s,273,System.String,string
client_userAgent_browser_s,274,System.String,string
client_zone_s,275,System.String,string
client_device_s,276,System.String,string
client_id_s,277,System.String,string
client_ipAddress_s,278,System.String,string
client_geographicalContext_city_s,279,System.String,string
client_geographicalContext_state_s,280,System.String,string
client_geographicalContext_country_s,281,System.String,string
client_geographicalContext_postalCode_s,282,System.String,string
client_geographicalContext_geolocation_lat_d,283,System.Double,real
client_geographicalContext_geolocation_lon_d,284,System.Double,real
authenticationContext_authenticationStep_d,285,System.Double,real
authenticationContext_externalSessionId_s,286,System.String,string
displayMessage_s,287,System.String,string
eventType_s,288,System.String,string
outcome_result_s,289,System.String,string
securityContext_asNumber_d,290,System.Double,real
securityContext_asOrg_s,291,System.String,string
securityContext_isp_s,292,System.String,string
securityContext_domain_s,293,System.String,string
securityContext_isProxy_b,294,System.SByte,bool
severity_s,295,System.String,string
debugContext_debugData_requestId_g,296,System.String,string
debugContext_debugData_dtHash_s,297,System.String,string
debugContext_debugData_requestUri_s,298,System.String,string
debugContext_debugData_url_s,299,System.String,string
legacyEventType_s,300,System.String,string
transaction_type_s,301,System.String,string
transaction_id_g,302,System.String,string
transaction_detail_requestApiTokenId_s,303,System.String,string
uuid_g,304,System.String,string
version_s,305,System.String,string
request_ipChain_s,306,System.String,string
target_s,307,System.String,string
domain_s,308,System.String,string
debugContext_debugData_requestId_s,309,System.String,string
debugContext_debugData_threatSuspected_s,310,System.String,string
debugContext_debugData_logOnlySecurityData_s,311,System.String,string
transaction_id_s,312,System.String,string
outcome_reason_s,313,System.String,string
debugContext_debugData_authnRequestId_s,314,System.String,string
debugContext_debugData_clientAuthType_s,315,System.String,string
debugContext_debugData_grantedScopes_s,316,System.String,string
debugContext_debugData_responseTime_s,317,System.String,string
debugContext_debugData_clientSecret_s,318,System.String,string
debugContext_debugData_requestedScopes_s,319,System.String,string
debugContext_debugData_grantType_s,320,System.String,string
debugContext_debugData_audience_s,321,System.String,string
debugContext_debugData_subject_s,322,System.String,string
debugContext_debugData_signOnMode_s,323,System.String,string
debugContext_debugData_authenticationClassRef_s,324,System.String,string
debugContext_debugData_authTime_t,325,System.DateTime,datetime
debugContext_debugData_issuer_s,326,System.String,string
debugContext_debugData_initiationType_s,327,System.String,string
debugContext_debugData_expiryTime_t,328,System.DateTime,datetime
debugContext_debugData_issuedAt_t,329,System.DateTime,datetime
debugContext_debugData_jti_s,330,System.String,string
debugContext_debugData_authMethodFirstVerificationTime_t,331,System.DateTime,datetime
debugContext_debugData_authMethodFirstType_s,332,System.String,string
debugContext_debugData_authMethodFirstEnrollment_s,333,System.String,string
authenticationContext_authenticationProvider_s,334,System.String,string
authenticationContext_credentialProvider_s,335,System.String,string
authenticationContext_credentialType_s,336,System.String,string
debugContext_debugData_deviceFingerprint_g,337,System.String,string
debugContext_debugData_behaviors_s,338,System.String,string
debugContext_debugData_risk_s,339,System.String,string
debugContext_debugData_promptingPolicyTypes_s,340,System.String,string
debugContext_debugData_factor_s,341,System.String,string
debugContext_debugData_targetEventHookIds_s,342,System.String,string
debugContext_debugData_oktaUserAgentExtended_s,343,System.String,string
authenticationContext_interface_s,344,System.String,string
debugContext_debugData_agentid_s,345,System.String,string
debugContext_debugData_delauthtimeout_s,346,System.String,string
