TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,flagged_b,verbose_b,description_s,requestUrl_s,loginName_s,eventId_g,eventTime_d,orgName_s,clientIp_s,Type,_ResourceId
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 6:45:30.660 AM",,,false,false,Logged in successfully,,sanitized@sanitized.com,92fdf1e3-35b6-11ee-9525-7185297b097b,1691476876150,cb-internal-alliances.com,163.116.205.113,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 6:45:30.660 AM",,,false,false,Logged in successfully,,sanitized@sanitized.com,99bc2bf4-35b6-11ee-9525-7185297b097b,1691476887463,cb-internal-alliances.com,163.116.205.113,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 8:00:00.335 AM",,,false,false,Logged in successfully,,sanitized@sanitized.com,504dcc44-35c1-11ee-9525-7185297b097b,1691481488730,cb-internal-alliances.com,163.116.205.120,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 9:40:31.566 AM",,,false,false,Logged in successfully,,sanitized@sanitized.com,6387cb2a-35cf-11ee-9525-7185297b097b,1691487533941,cb-internal-alliances.com,163.116.205.116,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 12:47:26.037 PM",,,false,false,Logged in successfully,,sanitized@sanitized.com,7402649a-35e9-11ee-9374-61dd019e0978,1691498728503,cb-internal-alliances.com,49.37.240.168,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 3:56:26.610 PM",,,false,false,"Logged in successfully to this org, orgId: 1105",,VMware employee,6a079f26-3603-11ee-9a4a-13689e8ff060,1691509878675,cb-internal-alliances.com,,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 6:10:00.417 PM",,,false,false,"Logged in successfully to this org, orgId: 1105",,VMware employee,9b3cb04d-3616-11ee-98ae-cf69f6fd18a3,1691518121669,cb-internal-alliances.com,,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 5:13:56.703 PM",,,true,false,Password did not match for the specified login; attempt came from a previously unknown IP,,sanitized@sanitized.com,3890314a-360e-11ee-9374-61dd019e0978,1691514520148,cb-internal-alliances.com,136.226.232.83,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/8/2023, 7:15:00.318 AM",,,true,false,Password did not match for the specified login,,sanitized@sanitized.com,a5880d1f-35ba-11ee-9525-7185297b097b,1691478625241,cb-internal-alliances.com,103.108.207.58,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/16/2023, 8:15:01.495 AM",,,false,false,"User logged in successfully to this org, orgId: 1105",,sanitized@sanitized.com,d59cf4ed-3ba5-11ee-af8b-3502518c1ad4,1692129393454,cb-internal-alliances.com,67.175.199.115,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/16/2023, 7:10:01.300 AM",,,true,false,Password did not match for the specified login,,sanitized@sanitized.com,ce893afc-3752-11ee-9374-61dd019e0978,1691653928701,cb-internal-alliances.com,103.108.207.58,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/16/2023, 8:20:00.754 AM",,,true,false,Password did not match for the specified login,,sanitized@sanitized.com,a8cb97cc-3c02-11ee-8314-f96bc5853324,1692169261458,cb-internal-alliances.com,103.108.207.58,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/16/2023, 8:20:00.754 AM",,,true,false,Password did not match for the specified login,,sanitized@sanitized.com,cf1c6624-3c02-11ee-9df1-9710fa5e0464,1692169325741,cb-internal-alliances.com,103.108.207.58,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/7/2023, 5:55:00.891 AM",,,true,false,Password did not match for the specified login; attempt came from a previously unknown IP,,sanitized@sanitized.com,5462be36-313c-11ee-8d3d-cdc3a1dd03ab,1690984567862,cb-internal-alliances.com,110.227.208.87,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/7/2023, 6:00:01.481 AM",,,true,false,Password did not match for the specified login; attempt came from a previously unknown IP,,sanitized@sanitized.com,8dc18e13-3154-11ee-8d3d-cdc3a1dd03ab,1690994972035,cb-internal-alliances.com,122.169.36.6,CarbonBlackAuditLogs_CL,
1a0e2567-2e58-4989-ad18-206108185325,RestAPI,,,"8/7/2023, 6:00:01.481 AM",,,false,false,"Logged in successfully to this org, orgId: 1105",,VMware employee,57d52a36-314b-11ee-809e-93a72cba388d,1690991016096,cb-internal-alliances.com,,CarbonBlackAuditLogs_CL,
