ColumnName,ColumnOrdinal,DataType,ColumnType
ActingAppName,0,System.String,string
ActingAppType,1,System.String,string
ActorDetailEntry,2,System.Object,dynamic
ActorDisplayName,3,System.String,string
ActorSessionId,4,System.String,string
ActorUserId,5,System.String,string
ActorUserIdType,6,System.String,string
ActorUsername,7,System.String,string
ActorUsernameType,8,System.String,string
ActorUserType,9,System.String,string
AuthenticationContextAuthenticationProvider,10,System.String,string
AuthenticationContextAuthenticationStep,11,System.Int32,int
AuthenticationContextCredentialProvider,12,System.String,string
AuthenticationContextInterface,13,System.String,string
AuthenticationContextIssuerId,14,System.String,string
AuthenticationContextIssuerType,15,System.String,string
DebugData,16,System.Object,dynamic
DomainName,17,System.String,string
DvcAction,18,System.String,string
EventMessage,19,System.String,string
EventOriginalResultDetails,20,System.String,string
EventOriginalType,21,System.String,string
EventOriginalUid,22,System.String,string
EventResult,23,System.String,string
EventSeverity,24,System.String,string
HttpUserAgent,25,System.String,string
LegacyEventType,26,System.String,string
LogonMethod,27,System.String,string
OriginalActorAlternateId,28,System.String,string
OriginalClientDevice,29,System.String,string
OriginalOutcomeResult,30,System.String,string
OriginalSeverity,31,System.String,string
OriginalTarget,32,System.Object,dynamic
OriginalUserId,33,System.String,string
OriginalUserType,34,System.String,string
Request,35,System.Object,dynamic
SecurityContextAsNumber,36,System.Int32,int
SecurityContextAsOrg,37,System.String,string
SecurityContextDomain,38,System.String,string
SecurityContextIsProxy,39,System.SByte,bool
SrcDeviceType,40,System.String,string
SrcDvcId,41,System.String,string
SrcDvcOs,42,System.String,string
SrcGeoCity,43,System.String,string
SrcGeoCountry,44,System.String,string
SrcGeoLatitude,45,System.Double,real
SrcGeoLongtitude,46,System.Double,real
SrcGeoPostalCode,47,System.String,string
SrcGeoRegion,48,System.String,string
SrcIpAddr,49,System.String,string
SrcIsp,50,System.String,string
SrcZone,51,System.String,string
TimeGenerated,52,System.DateTime,datetime
TransactionDetail,53,System.Object,dynamic
TransactionId,54,System.String,string
TransactionType,55,System.String,string
Version,56,System.String,string
SrcDvcIdType,57,System.String,string
TenantId,58,System.String,string
Type,59,System.String,string
_ResourceId,60,System.String,string
