TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [UTC],Computer,RawData,SourceIP,SourcePort_d,DestinationIP_s,DestinationPort_d,ActionID_s,Protocol_s,Details_s,duser_s,changeType_s,host_s,ident_s,Message,cef_version_d,Vendor_s,Product_s,DeviceVersion_s,SignatureId_s,EventName_s,Severity_s,LogType_s,DeviceReceiptTime_s,EventMessage_s,UnitName_s,EventID_d,HostIP_s,WAF_Serial_s,Type,_ResourceId
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,0,10.40.1.87,0,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179272  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179272,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17000,10.40.1.87,8002,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179273  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179273,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17017,10.40.1.87,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505179273  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505179273,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17018,10.40.1.87,0,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505186216  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186216,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17019,10.40.1.87,8002,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505186216  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186216,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,0,10.40.1.87,22,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505186217  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505186217,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17000,10.40.1.87,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189288  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189288,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17017,10.40.1.87,22,ALLOW,TCP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189289  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189289,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17018,10.40.1.87,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505189289  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505189289,,barracuda,,10.50.7.87,2372065,barracuda_CL,
f287f954-1cf8-45a9-8076-152782e011ed,RestAPI,,,"6/11/2023, 5:40:00 PM",,,10.40.1.87,17019,10.40.1.87,22,ALLOW,ICMP,MGMT/LAN/WAN interface traffic:allow ICMP ,,,barracuda,CEF,0|Barracuda|WAF|1200|2002|ICMP|6|cat=NF src=10.40.1.87 spt=0 dst=10.40.1.87 dpt=0 act=ALLOW dvchost=barracuda proto=ICMP rt=1686505196201  cs1=MGMT/LAN/WAN interface traffic:allow ICMP  cs1Label=Details ,0,Barracuda,WAF,1200,2002,ICMP,6,NF,1686505196201,,barracuda,,10.50.7.87,2372065,barracuda_CL,
