ColumnName,ColumnOrdinal,DataType,ColumnType
detectionId,0,"System.String",string
severity,1,"System.String",string
tdrSource,2,"System.String",string
tdrId,3,"System.String",string
threatId,4,"System.String",string
threatUrl,5,"System.String",string
detectionTitle,6,"System.String",string
description,7,"System.String",string
createdAt,8,"System.DateTime",datetime
triggeringEvents,9,"System.Object",dynamic
triggeringEventsCount,10,"System.Int64",long
primaryActor,11,"System.Object",dynamic
primaryResource,12,"System.Object",dynamic
timeFrame,13,"System.Object",dynamic
mitreTactics,14,"System.Object",dynamic
mitreTechniques,15,"System.Object",dynamic
cloudAccounts,16,"System.Object",dynamic
cloudOrganizations,17,"System.Object",dynamic
projects,18,"System.Object",dynamic
resources,19,"System.Object",dynamic
actors,20,"System.Object",dynamic
Type,21,"System.String",string
TimeGenerated,22,"System.DateTime",datetime
