ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"modload_md5_s",7,"System.String",string
"fileless_scriptload_hash_s",8,"System.String",string
"fileless_scriptload_cmdline_length_d",9,"System.Double",real
"fileless_scriptload_cmdline_s",10,"System.String",string
"scriptload_hash_s",11,"System.String",string
"scriptload_content_length_d",12,"System.Double",real
"scriptload_content_s",13,"System.String",string
"incidentId_g",14,"System.String",string
"alert_id_g",15,"System.String",string
"securityEventCode_g",16,"System.String",string
"process_fork_pid_d",17,"System.Double",real
"scriptload_effective_reputation_s",18,"System.String",string
"scriptload_publisher_s",19,"System.String",string
"scriptload_count_d",20,"System.Double",real
"scriptload_reputation_s",21,"System.String",string
"scriptload_name_s",22,"System.String",string
"childproc_publisher_s",23,"System.String",string
"crossproc_name_s",24,"System.String",string
"crossproc_hash_s",25,"System.String",string
"crossproc_guid_s",26,"System.String",string
"crossproc_action_s",27,"System.String",string
"crossproc_publisher_s",28,"System.String",string
"crossproc_target_b",29,"System.SByte",bool
"crossproc_reputation_s",30,"System.String",string
"process_publisher_s",31,"System.String",string
"filemod_name_s",32,"System.String",string
"filemod_hash_s",33,"System.String",string
"netconn_community_id_s",34,"System.String",string
"modload_md5_g",35,"System.String",string
"modload_publisher_s",36,"System.String",string
"modload_hash_s",37,"System.String",string
"modload_effective_reputation_s",38,"System.String",string
"modload_name_s",39,"System.String",string
"modload_sha256_s",40,"System.String",string
"modload_count_d",41,"System.Double",real
"process_duration_d",42,"System.Double",real
"crossproc_api_s",43,"System.String",string
"regmod_name_s",44,"System.String",string
"target_cmdline_s",45,"System.String",string
"childproc_username_s",46,"System.String",string
"childproc_pid_d",47,"System.Double",real
"childproc_name_s",48,"System.String",string
"childproc_reputation_s",49,"System.String",string
"childproc_guid_s",50,"System.String",string
"childproc_hash_s",51,"System.String",string
"processDetails_targetCommandLine_s",52,"System.String",string
"local_ip_s",53,"System.String",string
"parent_reputation_s",54,"System.String",string
"netconn_inbound_b",55,"System.SByte",bool
"createTime_s",56,"System.String",string
"eventTime_s",57,"System.String",string
"process_username_s",58,"System.String",string
"processDetails_parentName_s",59,"System.String",string
"type_s",60,"System.String",string
"device_name_s",61,"System.String",string
"process_path_s",62,"System.String",string
"event_origin_s",63,"System.String",string
"longDescription_s",64,"System.String",string
"parent_cmdline_s",65,"System.String",string
"processDetails_fullUserName_s",66,"System.String",string
"parent_pid_d",67,"System.Double",real
"parent_path_s",68,"System.String",string
"backend_timestamp_s",69,"System.String",string
"device_external_ip_s",70,"System.String",string
"device_os_s",71,"System.String",string
"processDetails_parentPid_d",72,"System.Double",real
"deviceDetails_deviceIpAddress_s",73,"System.String",string
"parent_hash_s",74,"System.String",string
"local_port_d",75,"System.Double",real
"deviceDetails_msmGroupName_s",76,"System.String",string
"deviceDetails_deviceName_s",77,"System.String",string
"device_group_s",78,"System.String",string
"sensor_action_s",79,"System.String",string
"org_key_s",80,"System.String",string
"action_s",81,"System.String",string
"remote_ip_s",82,"System.String",string
"processDetails_processId_d",83,"System.Double",real
"event_description_s",84,"System.String",string
"process_terminated_b",85,"System.SByte",bool
"processDetails_commandLine_s",86,"System.String",string
"event_id_g",87,"System.String",string
"device_timestamp_s",88,"System.String",string
"deviceDetails_deviceType_s",89,"System.String",string
"process_cmdline_s",90,"System.String",string
"deviceDetails_deviceId_s",91,"System.String",string
"shortDescription_s",92,"System.String",string
"process_hash_s",93,"System.String",string
"process_guid_s",94,"System.String",string
"device_id_s",95,"System.String",string
"netconn_protocol_s",96,"System.String",string
"schema_d",97,"System.Double",real
"eventType_s",98,"System.String",string
"remote_port_d",99,"System.Double",real
"processDetails_parentCommandLine_s",100,"System.String",string
"eventId_g",101,"System.String",string
"process_reputation_s",102,"System.String",string
"netFlow_peerFqdn_s",103,"System.String",string
"netconn_domain_s",104,"System.String",string
"deviceDetails_deviceIpV4Address_s",105,"System.String",string
"process_pid_d",106,"System.Double",real
"parent_guid_s",107,"System.String",string
"netFlow_peerIpAddress_s",108,"System.String",string
Type,109,"System.String",string
"_ResourceId",110,"System.String",string
"_ItemId",111,"System.String",string
