ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"flagged_b",7,"System.SByte",bool
"verbose_b",8,"System.SByte",bool
"description_s",9,"System.String",string
"requestUrl_s",10,"System.String",string
"loginName_s",11,"System.String",string
"eventId_g",12,"System.String",string
"eventTime_d",13,"System.Double",real
"orgName_s",14,"System.String",string
"clientIp_s",15,"System.String",string
Type,16,"System.String",string
"_ItemId",17,"System.String",string
"_ResourceId",18,"System.String",string
