TenantId,SourceSystem,"TimeGenerated [UTC]",Provider,Channel,Computer,Task,EventLevel,EventLevelName,Data,EventID,ManagementGroupName,SystemUserId,Version,Opcode,Keywords,Correlation,SystemProcessId,SystemThreadId,EventRecordId,EventData,RawEventData,EventOriginId,"TimeCreated [UTC]",Type,"_ResourceId"
"00000000-0000-0000-0000-000000000000",OpsManager,"5/10/2023, 6:49:07.740 AM","Microsoft-Windows-Eventlog",Security,"DC1.kustoworks.com",104,4,Informational,,1102,"AOI-00000000-0000-0000-0000-000000000000","N/A",0,0,0x4020000000000000,,976,5024,229226136,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x43d1df""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 6:22:42.178 PM","Microsoft-Windows-Eventlog",Security,"DC1.kustoworks.com",104,4,Informational,,1102,"AOI-00000000-0000-0000-0000-000000000000","N/A",0,0,0x4020000000000000,,776,1880,6784017,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x1ad0fc""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/29/2023, 1:11:53.344 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{84fd99df-710a-4d4a-837f-670e1f146bae}",728,4432,6905668,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x9bf50b"",""TaskName"":""\\CreateExplorerShellUnelevatedTask"",""ClientProcessStartKey"":""15762598695796970"",""ClientProcessId"":""4140"",""ParentProcessId"":""1764"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Author>ExplorerShellUnelevated</Author>     <URI>\\CreateExplorerShellUnelevatedTask</URI>   </RegistrationInfo>   <Triggers>     <RegistrationTrigger id=\""CreateExplorerShell_Trigger\"">       <Enabled>true</Enabled>       <Delay>PT0S</Delay>     </RegistrationTrigger>   </Triggers>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>false</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT10M</Duration>       <WaitTimeout>PT1H</WaitTimeout>       <StopOnIdleEnd>true</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>false</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>6</Priority>   </Settings>   <Actions Context=\""Author\"">     <Exec>       <Command>C:\\Windows\\Explorer.EXE</Command>       <Arguments>/NoUACCheck</Arguments>     </Exec>   </Actions>   <Principals>     <Principal id=\""Author\"">       <UserId>KUSTOWORKS\\Administrator</UserId>       <LogonType>InteractiveToken</LogonType>       <RunLevel>LeastPrivilege</RunLevel>     </Principal>   </Principals> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/29/2023, 1:17:21.013 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{f95f1c09-f98f-44a7-b1ce-fb6dadabbb3b}",728,784,6906560,"{""SubjectUserSid"":""S-1-5-18"",""SubjectUserName"":""DC1$"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x3e7"",""TaskName"":""\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan"",""ClientProcessStartKey"":""15762598695796800"",""ClientProcessId"":""2744"",""ParentProcessId"":""720"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Description>Periodic scan task.</Description>     <URI>\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan</URI>   </RegistrationInfo>   <Triggers>     <CalendarTrigger>       <StartBoundary>2000-01-01T05:23:54</StartBoundary>       <EndBoundary>2100-01-01T00:00:00</EndBoundary>       <Enabled>true</Enabled>       <ScheduleByDay>         <DaysInterval>1</DaysInterval>       </ScheduleByDay>     </CalendarTrigger>   </Triggers>   <Principals>     <Principal id=\""LocalSystem\"">       <UserId>S-1-5-18</UserId>       <RunLevel>HighestAvailable</RunLevel>     </Principal>   </Principals>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>true</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT0H1M0S</Duration>       <WaitTimeout>PT4H0M0S</WaitTimeout>       <StopOnIdleEnd>false</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>true</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>7</Priority>   </Settings>   <Actions Context=\""LocalSystem\"">     <Exec>       <Command>C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.2303.8-0\\MpCmdRun.exe</Command>       <Arguments>Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob</Arguments>     </Exec>   </Actions> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 7:03:41.377 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{b0a4f033-c5e6-49c7-9076-4c95ef477fcc}",716,840,6797627,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0xbbca8"",""TaskName"":""\\CreateExplorerShellUnelevatedTask"",""ClientProcessStartKey"":""14918173765664901"",""ClientProcessId"":""2968"",""ParentProcessId"":""384"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Author>ExplorerShellUnelevated</Author>     <URI>\\CreateExplorerShellUnelevatedTask</URI>   </RegistrationInfo>   <Triggers>     <RegistrationTrigger id=\""CreateExplorerShell_Trigger\"">       <Enabled>true</Enabled>       <Delay>PT0S</Delay>     </RegistrationTrigger>   </Triggers>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>false</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT10M</Duration>       <WaitTimeout>PT1H</WaitTimeout>       <StopOnIdleEnd>true</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>false</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>6</Priority>   </Settings>   <Actions Context=\""Author\"">     <Exec>       <Command>C:\\Windows\\Explorer.EXE</Command>       <Arguments>/NoUACCheck</Arguments>     </Exec>   </Actions>   <Principals>     <Principal id=\""Author\"">       <UserId>KUSTOWORKS\\Administrator</UserId>       <LogonType>InteractiveToken</LogonType>       <RunLevel>LeastPrivilege</RunLevel>     </Principal>   </Principals> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 7:12:01.984 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{2fe34193-542c-4f5a-8a09-0ad956b8049b}",716,776,6798454,"{""SubjectUserSid"":""S-1-5-18"",""SubjectUserName"":""DC1$"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x3e7"",""TaskName"":""\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan"",""ClientProcessStartKey"":""14918173765664830"",""ClientProcessId"":""2468"",""ParentProcessId"":""708"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Description>Periodic scan task.</Description>     <URI>\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan</URI>   </RegistrationInfo>   <Triggers>     <CalendarTrigger>       <StartBoundary>2000-01-01T03:30:12</StartBoundary>       <EndBoundary>2100-01-01T00:00:00</EndBoundary>       <Enabled>true</Enabled>       <ScheduleByDay>         <DaysInterval>1</DaysInterval>       </ScheduleByDay>     </CalendarTrigger>   </Triggers>   <Principals>     <Principal id=\""LocalSystem\"">       <UserId>S-1-5-18</UserId>       <RunLevel>HighestAvailable</RunLevel>     </Principal>   </Principals>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>true</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT0H1M0S</Duration>       <WaitTimeout>PT4H0M0S</WaitTimeout>       <StopOnIdleEnd>false</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>true</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>7</Priority>   </Settings>   <Actions Context=\""LocalSystem\"">     <Exec>       <Command>C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.2303.8-0\\MpCmdRun.exe</Command>       <Arguments>Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob</Arguments>     </Exec>   </Actions> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 6:24:11.648 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{f804dd3f-ce0c-494b-8ab0-726f7dffb5fc}",692,3232,6784149,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x1ad0fc"",""TaskName"":""\\KustoKing"",""ClientProcessStartKey"":""14355223812243727"",""ClientProcessId"":""6756"",""ParentProcessId"":""5640"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.2\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Date>2023-04-23T20:24:03.6725573</Date>     <Author>KUSTOWORKS\\Administrator</Author>     <URI>\\KustoKing</URI>   </RegistrationInfo>   <Triggers>     <CalendarTrigger>       <StartBoundary>2023-04-23T20:23:18.9799702</StartBoundary>       <Enabled>true</Enabled>       <RandomDelay>PT1H</RandomDelay>       <ScheduleByDay>         <DaysInterval>1</DaysInterval>       </ScheduleByDay>     </CalendarTrigger>   </Triggers>   <Principals>     <Principal id=\""Author\"">       <RunLevel>HighestAvailable</RunLevel>       <UserId>KUSTOWORKS\\Administrator</UserId>       <LogonType>Password</LogonType>     </Principal>   </Principals>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>true</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>true</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>false</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <StopOnIdleEnd>true</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>false</RunOnlyIfIdle>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT1H</ExecutionTimeLimit>     <Priority>7</Priority>   </Settings>   <Actions Context=\""Author\"">     <Exec>       <Command>C:\\Windows\\System32\\cmd.exe</Command>       <Arguments>ping www.kustoking.com</Arguments>     </Exec>   </Actions> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 6:57:27.963 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{db0d49d0-bbce-4327-abe7-d3fb17079157}",724,4804,6795849,"{""SubjectUserSid"":""S-1-5-18"",""SubjectUserName"":""DC1$"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x3e7"",""TaskName"":""\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan"",""ClientProcessStartKey"":""14636698788954176"",""ClientProcessId"":""2944"",""ParentProcessId"":""688"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Description>Periodic scan task.</Description>     <URI>\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan</URI>   </RegistrationInfo>   <Triggers>     <CalendarTrigger>       <StartBoundary>2000-01-01T04:18:03</StartBoundary>       <EndBoundary>2100-01-01T00:00:00</EndBoundary>       <Enabled>true</Enabled>       <ScheduleByDay>         <DaysInterval>1</DaysInterval>       </ScheduleByDay>     </CalendarTrigger>   </Triggers>   <Principals>     <Principal id=\""LocalSystem\"">       <UserId>S-1-5-18</UserId>       <RunLevel>HighestAvailable</RunLevel>     </Principal>   </Principals>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>true</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT0H1M0S</Duration>       <WaitTimeout>PT4H0M0S</WaitTimeout>       <StopOnIdleEnd>false</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>true</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>7</Priority>   </Settings>   <Actions Context=\""LocalSystem\"">     <Exec>       <Command>C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.2303.8-0\\MpCmdRun.exe</Command>       <Arguments>Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob</Arguments>     </Exec>   </Actions> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 6:26:50.302 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{d3401993-c734-4fd0-a75a-0007e7ea5f53}",692,748,6784561,"{""SubjectUserSid"":""S-1-5-18"",""SubjectUserName"":""DC1$"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0x3e7"",""TaskName"":""\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan"",""ClientProcessStartKey"":""14355223812243514"",""ClientProcessId"":""2476"",""ParentProcessId"":""684"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Description>Periodic scan task.</Description>     <URI>\\Microsoft\\Windows\\Windows Defender\\Windows Defender Scheduled Scan</URI>   </RegistrationInfo>   <Triggers>     <CalendarTrigger>       <StartBoundary>2000-01-01T02:50:02</StartBoundary>       <EndBoundary>2100-01-01T00:00:00</EndBoundary>       <Enabled>true</Enabled>       <ScheduleByDay>         <DaysInterval>1</DaysInterval>       </ScheduleByDay>     </CalendarTrigger>   </Triggers>   <Principals>     <Principal id=\""LocalSystem\"">       <UserId>S-1-5-18</UserId>       <RunLevel>HighestAvailable</RunLevel>     </Principal>   </Principals>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>true</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT0H1M0S</Duration>       <WaitTimeout>PT4H0M0S</WaitTimeout>       <StopOnIdleEnd>false</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>true</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>7</Priority>   </Settings>   <Actions Context=\""LocalSystem\"">     <Exec>       <Command>C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.2303.8-0\\MpCmdRun.exe</Command>       <Arguments>Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob</Arguments>     </Exec>   </Actions> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
"00000000-0000-0000-0000-000000000000",OpsManager,"4/23/2023, 6:48:26.376 PM","Microsoft-Windows-Security-Auditing",Security,"DC1.kustoworks.com",12804,0,LogAlways,,4698,"AOI-00000000-0000-0000-0000-000000000000","N/A",1,0,0x8020000000000000,"{d5c72d7f-7d98-4967-b04b-35d9b08dad79}",724,4232,6792008,"{""SubjectUserSid"":""S-1-5-21-2496762881-1366215883-1809657155-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""KUSTOWORKS"",""SubjectLogonId"":""0xd7ac8"",""TaskName"":""\\CreateExplorerShellUnelevatedTask"",""ClientProcessStartKey"":""14636698788954247"",""ClientProcessId"":""4504"",""ParentProcessId"":""4580"",""RpcCallClientLocality"":""0"",""FQDN"":""DC1.kustoworks.com"",""TaskContent"":""<?xml version=\""1.0\"" encoding=\""UTF-16\""?> <Task version=\""1.3\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\"">   <RegistrationInfo>     <Author>ExplorerShellUnelevated</Author>     <URI>\\CreateExplorerShellUnelevatedTask</URI>   </RegistrationInfo>   <Triggers>     <RegistrationTrigger id=\""CreateExplorerShell_Trigger\"">       <Enabled>true</Enabled>       <Delay>PT0S</Delay>     </RegistrationTrigger>   </Triggers>   <Settings>     <MultipleInstancesPolicy>IgnoreNew</MultipleInstancesPolicy>     <DisallowStartIfOnBatteries>false</DisallowStartIfOnBatteries>     <StopIfGoingOnBatteries>false</StopIfGoingOnBatteries>     <AllowHardTerminate>true</AllowHardTerminate>     <StartWhenAvailable>true</StartWhenAvailable>     <RunOnlyIfNetworkAvailable>false</RunOnlyIfNetworkAvailable>     <IdleSettings>       <Duration>PT10M</Duration>       <WaitTimeout>PT1H</WaitTimeout>       <StopOnIdleEnd>true</StopOnIdleEnd>       <RestartOnIdle>false</RestartOnIdle>     </IdleSettings>     <AllowStartOnDemand>true</AllowStartOnDemand>     <Enabled>true</Enabled>     <Hidden>false</Hidden>     <RunOnlyIfIdle>false</RunOnlyIfIdle>     <DisallowStartOnRemoteAppSession>false</DisallowStartOnRemoteAppSession>     <UseUnifiedSchedulingEngine>true</UseUnifiedSchedulingEngine>     <WakeToRun>false</WakeToRun>     <ExecutionTimeLimit>PT72H</ExecutionTimeLimit>     <Priority>6</Priority>   </Settings>   <Actions Context=\""Author\"">     <Exec>       <Command>C:\\Windows\\Explorer.EXE</Command>       <Arguments>/NoUACCheck</Arguments>     </Exec>   </Actions>   <Principals>     <Principal id=\""Author\"">       <UserId>KUSTOWORKS\\Administrator</UserId>       <LogonType>InteractiveToken</LogonType>       <RunLevel>LeastPrivilege</RunLevel>     </Principal>   </Principals> </Task>""}",,"b6e34ebb-bc90-4c30-9e7b-8a9feae2eec1",,WindowsEvent,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-sentinel/providers/microsoft.hybridcompute/machines/wef1"
