TimeGenerated,RawData,TenantId,Type,_ResourceId
06-04-2025 14:08,1749046087.123      0 192.168.1.1 TCP_DENIED/403 3807 CONNECT westeurope.monitoring.azure.com:443 - HIER_NONE/- text/html,9bb85db1-b1f8-4e53-9822-ed367b11b7aa,SquidProxy_CL,/subscriptions/2c8f0ab7-50d3-4de5-8887-45e7ba224d0c/resourcegroups/rg_westeurope_squid_01_p/providers/microsoft.compute/virtualmachines/l-squid-p02
06-04-2025 14:08,1749046089.952      0 192.168.1.2 TCP_DENIED/403 4095 GET http://ipinfo.io/machine/plugins/? - HIER_NONE/- text/html,9bb85db1-b1f8-4e53-9822-ed367b11b7aa,SquidProxy_CL,/subscriptions/2c8f0ab7-50d3-4de5-8887-45e7ba224d0c/resourcegroups/rg_westeurope_squid_01_p/providers/microsoft.compute/virtualmachines/l-squid-p02
06-04-2025 14:08,1749046093.460     21 192.168.1.3 TCP_MISS/200 2719 GET http://ocsp.swiss.com/ocsp/MFEwTzBNMEswSTAJBgUrDgMCGgUABBQ6zr%2FXwsQ8NLLFQZvk7fn%2Fj%2FzDEAQUNECMz%2FlOB3WDJHK7X8z2pq44K3kCEGcW1IjJtVW5RlHP1q3KLQw%3D - HIER_DIRECT/93.94.71.59 application/ocsp-response,9bb85db1-b1f8-4e53-9822-ed367b11b7aa,SquidProxy_CL,/subscriptions/2c8f0ab7-50d3-4de5-8887-45e7ba224d0c/resourcegroups/rg_westeurope_squid_01_p/providers/microsoft.compute/virtualmachines/l-squid-p02
06-04-2025 14:08,1749046093.488     21 192.168.1.4 TCP_MISS/200 2719 GET http://ocsp.swiss.com/ocsp/MFEwTzBNMEswSTAJBgUrDgMCGgUABBQ6zr%2FXwsQ8NLLFQZvk7fn%2Fj%2FzDEAQUNECMz%2FlOB3WDJHK7X8z2pq44K3kCEGcW1IjJtVW5RlHP1q3KLQw%3D - HIER_DIRECT/93.94.71.59 application/ocsp-response,9bb85db1-b1f8-4e53-9822-ed367b11b7aa,SquidProxy_CL,/subscriptions/2c8f0ab7-50d3-4de5-8887-45e7ba224d0c/resourcegroups/rg_westeurope_squid_01_p/providers/microsoft.compute/virtualmachines/l-squid-p02
06-04-2025 14:08,1749046099.959      0 192.168.1.5 TCP_DENIED/403 4095 GET http://ipinfo.io/machine/plugins/? - HIER_NONE/- text/html,9bb85db1-b1f8-4e53-9822-ed367b11b7aa,SquidProxy_CL,/subscriptions/2c8f0ab7-50d3-4de5-8887-45e7ba224d0c/resourcegroups/rg_westeurope_squid_01_p/providers/microsoft.compute/virtualmachines/l-squid-p02
"6/12/2025, 11:22:11.000 AM",1749720131.977      0 10.1.1.4 TCP_MEM_HIT/301 878 GET http://google.com/ proxyuser HIER_NONE/- text/html,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:22:14.000 AM",1749720134.242     54 10.1.1.4 TCP_MISS/301 670 GET http://google.com/ proxyuser HIER_DIRECT/209.85.203.113 text/html,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:22:16.000 AM",1749720136.086      6 10.1.1.4 TCP_MISS_ABORTED/503 4092 GET http://google.com/ proxyuser HIER_NONE/- text/html,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:15:00.000 AM",1749719700.274    145 10.1.1.4 TCP_MISS/404 613 GET http://ipinfo.io/ipz proxyuser HIER_DIRECT/34.117.59.81 application/json,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:15:04.000 AM",1749719704.490    124 10.1.1.4 TCP_MISS/200 330 GET http://ipinfo.io/ip proxyuser HIER_DIRECT/34.117.59.81 text/plain,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:15:24.000 AM",1749719724.590    119 10.1.1.4 TCP_REFRESH_MODIFIED/200 337 GET http://ipinfo.io/ip proxyuser HIER_DIRECT/34.117.59.81 text/plain,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
"6/12/2025, 11:15:28.000 AM",1749719728.523      9 10.1.1.4 TCP_MISS/301 867 GET http://google.com/ proxyuser HIER_DIRECT/209.85.203.138 text/html,96c4ad1f-6aa0-4fd9-9dd5-ce9f4723cd34,SquidProxy_CL,/subscriptions/b60f9034-c6a3-4724-81f2-d21dffb2a334/resourcegroups/ks-vms/providers/microsoft.compute/virtualmachines/squidvm
