TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"ListenAddresses_s","NAME_s","TTL_s","RDATA_s","ZoneScope_s","PropertyKey_s","NewValue_s","VirtualizationID_s","Name_s","Type_s","Lookup_s","ReplicationScope_s","ZoneFile_s","Reason_s","ParsedPacketData_dns_additional_s","QXID_s","RecursionDepth_s","RecursionScope_s","CacheScope_s","ParsedPacketData_dns_answer_s","QueriesAttached_s","SourceName_s","ProviderGuid_g","EventID_d","Version_d","ChannelID_d","Channel_s","LevelValue_d",Level,"OpcodeValue_d","TaskValue_d",Category,"Keywords_s","EventTime_t [UTC]","ExecutionProcessID_d","ExecutionThreadID_d","EventType_s","SeverityValue_d","Severity_s","Hostname_s","Domain_s","AccountName_s","UserID_s","AccountType_s","Flags_s","TCP_s","InterfaceIP_s","Source_s","RD_s","QNAME_s","QTYPE_s","XID_s","Port_s","ParsedPacketData_dns_id_d","ParsedPacketData_dns_flags_recursion_desired_s","ParsedPacketData_dns_flags_truncated_response_s","ParsedPacketData_dns_flags_authoritative_s","ParsedPacketData_dns_opcode_s","ParsedPacketData_dns_flags_query_or_response_s","ParsedPacketData_dns_response_code_s","ParsedPacketData_dns_flags_checking_disabled_s","ParsedPacketData_dns_flags_authentic_data_s","ParsedPacketData_dns_flags_recursion_available_s","ParsedPacketData_dns_query_s","PacketData_s","AdditionalInfo_s","GUID_g","EventReceivedTime_t [UTC]","SourceModuleName_s","SourceModuleType_s","HostIP_s","BufferSize_s","Destination_s","AA_s","AD_s","DNSSEC_s","RCODE_s","Scope_s","Zone_s","PolicyName_s","ParsedPacketData_dns_authority_s","ElapsedTime_s","GUID_s",Type,"_ResourceId"
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:44.819 PM",,,,,,,,,,,,,,,,,,,1,".",Default,,0,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",261,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775840,"7/27/2023, 2:16:42.824 PM",2908,4024,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,32768,0,"0.0.0.0","150.171.10.39",,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,51785,0,51785,false,false,false,QUERY,true,NOERROR,false,false,false,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0xCA49800000010000000400012430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D0000010001C031000200010000012C0013066E73312D303109617A7572652D646E73C046C031000200010000012C0016066E73322D303109617A7572652D646E73036E657400C031000200010000012C0016066E73332D303109617A7572652D646E73036F726700C031000200010000012C0017066E73342D303109617A7572652D646E7304696E666F0000002904D0000000000000,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:44.892 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,0,0,,,,,,"[{""dns.authority.name"":""ods.opinsights.azure.com"",""dns.authority.type"":""NS"",""dns.authority.class"":""IN"",""dns.authority.ttl"":300,""dns.authority.data"":""ns1-01.azure-dns.com""},{""dns.authority.name"":""ods.opinsights.azure.com"",""dns.authority.type"":""NS"",""dns.authority.class"":""IN"",""dns.authority.ttl"":300,""dns.authority.data"":""ns2-01.azure-dns.net""},{""dns.authority.name"":""ods.opinsights.azure.com"",""dns.authority.type"":""NS"",""dns.authority.class"":""IN"",""dns.authority.ttl"":300,""dns.authority.data"":""ns3-01.azure-dns.org""},{""dns.authority.name"":""ods.opinsights.azure.com"",""dns.authority.type"":""NS"",""dns.authority.class"":""IN"",""dns.authority.ttl"":300,""dns.authority.data"":""ns4-01.azure-dns.info""}]",,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:44.819 PM",,,,,,,,,,,,,,,,System,,,,,,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",259,0,16,"Microsoft-Windows-DNS-Server/Analytical ",2,"Error ",0,1,"LOOK_UP ",9223372036854775816,"7/27/2023, 2:16:42.824 PM",2908,4024,ERROR,4,ERROR,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,"EXTENDED_INFO|IS_64_BIT_HEADER|PROCESSOR_INDEX (577)",0,"0.0.0.0","2a01:111:4000:700::1",,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,14417,,,,,,,,,,,,,,".",,"7/27/2023, 2:16:44.892 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,,,,,,"..Cache",NULL,,,"N/A","NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:47.264 PM",,,,,,,,,,,,,,,,,,59702,,".",Default,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",262,0,16,"Microsoft-Windows-DNS-Server/Analytical ",2,"Error ",0,2,"RECURSE_QUERY ",9223372036854775872,"7/27/2023, 2:16:46.536 PM",2908,3164,ERROR,4,ERROR,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,0,0,"0.0.0.0",,,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,0,,,,,,,,,,,,,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:47.553 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A","2a01:111:4000:700::1",,,,,,,,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,59702,,".",Default,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",260,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775824,"7/27/2023, 2:16:46.538 PM",2908,3164,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,0,0,"0.0.0.0",,0,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,0,20792,false,false,false,QUERY,false,NOERROR,false,false,false,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0x5138000000010000000000012430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D00000100010000290FA0000000000000,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:48.556 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A","204.14.183.1",,,,,,,NULL,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,59702,,".",Default,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",260,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775824,"7/27/2023, 2:16:46.538 PM",2908,3164,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,0,0,"0.0.0.0",,0,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,0,20792,false,false,false,QUERY,false,NOERROR,false,false,false,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0x5138000000010000000000012430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D00000100010000290FA0000000000000,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:48.556 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A","13.107.236.1",,,,,,,NULL,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,,3,".",Default,"[{""dns.answer.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.answer.type"":""CNAME"",""dns.answer.class"":""IN"",""dns.answer.ttl"":300,""dns.answer.data"":""opinsightsweuods.trafficmanager.net""}]",0,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",261,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775840,"7/27/2023, 2:16:46.568 PM",2908,4024,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,33792,0,"0.0.0.0","204.14.183.1",,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,0,20792,false,false,true,QUERY,true,NOERROR,false,false,false,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0x5138840000010001000000012430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D0000010001C00C000500010000012C0025106F70696E7369676874737765756F64730E747261666669636D616E61676572036E65740000002904D0000000000000,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:48.556 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,1,0,,,,,,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,,,,,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",279,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,1,"LOOK_UP ",9223372071214514176,"7/27/2023, 2:16:46.568 PM",2908,4024,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,33152,0,"172.18.88.20","172.18.88.20",1,"opinsightsweuods.trafficmanager.net.",1,59702,62000,59702,true,false,false,QUERY,true,NOERROR,false,false,true,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0xE936818000010001000000002430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D0000010001,,,"7/27/2023, 2:16:48.572 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,,,,,,,,,,"N/A","NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,59702,,".",Default,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",260,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775824,"7/27/2023, 2:16:46.568 PM",2908,4024,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,0,0,"0.0.0.0",,0,"opinsightsweuods.trafficmanager.NET.",1,2301,0,2301,false,false,false,QUERY,false,NOERROR,false,false,false,"[{""dns.query.name"":""opinsightsweuods.trafficmanager.NET"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0x08FD00000001000000000001106F70696E7369676874737765756F64730E747261666669636D616E61676572034E455400000100010000290FA0000000000000,".","469da738-1c37-4db7-8c14-f7de279bcb09","7/27/2023, 2:16:48.572 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A","13.107.222.240",,,,,,,NULL,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,,,,0,".",Default,"[{""dns.answer.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.answer.type"":""CNAME"",""dns.answer.class"":""IN"",""dns.answer.ttl"":300,""dns.answer.data"":""opinsightsweuods.trafficmanager.net""}]",0,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",261,0,16,"Microsoft-Windows-DNS-Server/Analytical ",4,"Information ",0,2,"RECURSE_QUERY ",9223372036854775840,"7/27/2023, 2:16:46.570 PM",2908,4024,INFO,2,INFO,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,33792,0,"0.0.0.0","13.107.236.1",,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,0,20792,false,false,true,QUERY,true,NOERROR,false,false,false,"[{""dns.query.name"":""0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com"",""dns.query.type"":""A"",""dns.query.class"":""IN""}]",0x5138840000010001000000012430623261393237372D663438662D343966362D623738642D643862666436646561383761036F64730A6F70696E73696768747305617A75726503636F6D0000010001C00C000500010000012C0025106F70696E7369676874737765756F64730E747261666669636D616E61676572036E65740000002904D0000000000000,".","00000000-0000-0000-0000-000000000000","7/27/2023, 2:16:48.572 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,1,0,,,,,,,,,"NXLog_DNS_Server_CL",
"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a",RestAPI,,,"7/27/2023, 2:16:48.686 PM",,,,,,,,,,,,,,,,System,,,,,,,,"Microsoft-Windows-DNSServer","eb79061a-a566-4698-9119-3ed2807060e7",259,0,16,"Microsoft-Windows-DNS-Server/Analytical ",2,"Error ",0,1,"LOOK_UP ",9223372036854775816,"7/27/2023, 2:16:46.570 PM",2908,4024,ERROR,4,ERROR,windns,"NT AUTHORITY",SYSTEM,"S-1-5-18",User,"EXTENDED_INFO|IS_64_BIT_HEADER|PROCESSOR_INDEX (577)",0,"0.0.0.0","13.107.236.1",,"0b2a9277-f48f-49f6-b78d-d8bfd6dea87a.ods.opinsights.azure.com.",1,20792,,,,,,,,,,,,,,".",,"7/27/2023, 2:16:48.572 PM","in_windowsdns_auditanalytics_sentinel_windows","im_etw","172.18.88.20","N/A",,,,,,,NULL,NULL,,,"N/A","NXLog_DNS_Server_CL",
