ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"entitySnapshot_tags_kubernetes_io_bootstrapping_s",7,"System.String",string
"entitySnapshot_tags_rbac_authorization_k8s_io_aggregate_to_edit_s",8,"System.String",string
"entitySnapshot_tags_rbac_authorization_k8s_io_aggregate_to_admin_s",9,"System.String",string
"entitySnapshot_providerId_g",10,"System.String",string
"entitySnapshot_tags_app_kubernetes_io_component_s",11,"System.String",string
"entitySnapshot_tags_app_kubernetes_io_instance_s",12,"System.String",string
"entitySnapshot_tags_app_kubernetes_io_managed_by_s",13,"System.String",string
"entitySnapshot_tags_app_kubernetes_io_name_s",14,"System.String",string
"entitySnapshot_tags_helm_sh_chart_s",15,"System.String",string
"entitySnapshot_tags_Environment_s",16,"System.String",string
"entitySnapshot_tags_Owner_s",17,"System.String",string
"entitySnapshot_tags_Terraform_s",18,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_sample_aws_eks_cluster_s",19,"System.String",string
"entitySnapshot_tags_kubernetes_io_cluster_sample_aws_eks_cluster_s",20,"System.String",string
"id_g",21,"System.String",string
"control_id_s",22,"System.String",string
"control_name_s",23,"System.String",string
"control_resolutionRecommendation_s",24,"System.String",string
"createdAt_t",25,"System.DateTime",datetime
"updatedAt_t",26,"System.DateTime",datetime
"statusChangedAt_t",27,"System.DateTime",datetime
"projects_s",28,"System.String",string
"status_s",29,"System.String",string
"severity_s",30,"System.String",string
"entitySnapshot_id_g",31,"System.String",string
"entitySnapshot_type_s",32,"System.String",string
"entitySnapshot_name_s",33,"System.String",string
"entitySnapshot_status_s",34,"System.String",string
"entitySnapshot_cloudPlatform_s",35,"System.String",string
"entitySnapshot_region_s",36,"System.String",string
"entitySnapshot_providerId_s",37,"System.String",string
"entitySnapshot_nativeType_s",38,"System.String",string
"entitySnapshot_subscriptionExternalId_s",39,"System.String",string
"entitySnapshot_subscriptionName_s",40,"System.String",string
"entitySnapshot_resourceGroupExternalId_s",41,"System.String",string
"entitySnapshot_cloudProviderURL_s",42,"System.String",string
"entitySnapshot_tags_Name_s",43,"System.String",string
"entitySnapshot_externalId_s",44,"System.String",string
"notes_s",45,"System.String",string
"serviceTickets_s",46,"System.String",string
"entitySnapshot_tags_service_s",47,"System.String",string
"entitySnapshot_tags_AKIA6Q2ZVKJ26T5F4AUZ_s",48,"System.String",string
"entitySnapshot_tags_eks_cluster_name_s",49,"System.String",string
"entitySnapshot_tags_eks_nodegroup_name_s",50,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_enabled_s",51,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_test_snowf_2_s",52,"System.String",string
"entitySnapshot_tags_kubernetes_io_cluster_test_snowf_2_s",53,"System.String",string
"entitySnapshot_tags_aws_ec2launchtemplate_id_s",54,"System.String",string
"entitySnapshot_tags_aws_ec2launchtemplate_version_s",55,"System.String",string
"entitySnapshot_tags_aws_cloudformation_logical_id_s",56,"System.String",string
"entitySnapshot_tags_aws_cloudformation_stack_id_s",57,"System.String",string
"entitySnapshot_tags_aws_cloudformation_stack_name_s",58,"System.String",string
"entitySnapshot_tags_AKIA6Q2ZVKJ2XDILBA42_s",59,"System.String",string
"resolvedAt_t",60,"System.DateTime",datetime
"dueAt_t",61,"System.DateTime",datetime
Type,62,"System.String",string
"_ResourceId",63,"System.String",string
