TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated,Computer,RawData,"source_address_s","source_address_type_s","source_port_d","target_port_d","protocol_s","inbound_b","aggregate_count_d","threat_type_s","threat_name_s","scanner_id_s","scan_id_s","engine_version_s","object_type_s","object_uri_s","action_taken_s","threat_handled_b","need_restart_b","username_s","processname_s","circumstances_s","firstseen_s","hash_s","threat_flags_s","event_s","target_address_s","target_address_type_s","rule_id_s","event_type_s","ipv4_s","hostname_s","source_uuid_g","occured_s","severity_s","domain_s","action_s","target_s","detail_s","user_s","result_s","tomas_s","host_s","ident_s","pid_s",Message,Type,"_ResourceId"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T04:17:14.956Z",,,"104.210.223.108",IPv4,47616,7903,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 04:16:48",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T04:15:14.947Z",,,"52.151.48.160",IPv4,20480,36325,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 04:14:39",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T04:12:14.044Z",,,"52.142.4.200",IPv4,27648,13636,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 04:11:43",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T04:05:15.018Z",,,"52.151.48.160",IPv4,20480,29600,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 04:04:34",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T04:01:13.862Z",,,"52.142.4.200",IPv4,27648,32605,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 04:00:37",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:55:13.816Z",,,"52.151.48.160",IPv4,20480,16221,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:54:19",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:53:14.48Z",,,"52.158.224.224",IPv4,2048,46082,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:52:23",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:45:14.316Z",,,"52.151.48.160",IPv4,20480,9569,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:44:09",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:43:13.654Z",,,"52.158.224.224",IPv4,2048,21862,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:42:14",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:38:13.736Z",,,"52.151.34.98",IPv4,2560,33652,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:37:33",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:32:13.592Z",,,"52.158.224.224",IPv4,2048,25825,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:31:26",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:24:13.492Z",,,"52.151.34.98",IPv4,2560,8498,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:23:45",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:21:13.534Z",,,"52.158.224.224",IPv4,23552,34099,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:20:50",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:13:13.694Z",,,"52.151.34.98",IPv4,2560,36184,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:12:07",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
"2ce631ed-7e1a-4fe4-acdc-d8594412519c",RestAPI,,,"2020-07-04T03:11:14.331Z",,,"52.158.224.224",IPv4,23552,31796,TCP,true,1,,,,,,,,,null,null,,,,,,,"TCP Port Scanning attack","172.16.0.5",IPv4,,"FirewallAggregated_Event","172.16.0.5","eset-win10","fcd77018-c394-4e39-a886-a72289776bb2","04-Jul-2020 03:10:30",Warning,,,,,,,,,,,,"eset_CL","/subscriptions/a0f4a733-4fce-4d49-b8a8-d30541fc1b45/resourcegroups/eset/providers/microsoft.compute/virtualmachines/esetagent"
