TenantId,"TimeGenerated [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",SourceSystem,Action,ActivityGroupNames,AdditionalInformation,ApplicationId,AzureTenantId,ConfidenceScore,Description,DiamondModel,ExternalIndicatorId,"ExpirationDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",IndicatorId,ThreatType,Active,KillChainActions,KillChainC2,KillChainDelivery,KillChainExploitation,KillChainReconnaissance,KillChainWeaponization,KnownFalsePositives,MalwareNames,PassiveOnly,ThreatSeverity,Tags,TrafficLightProtocolLevel,EmailEncoding,EmailLanguage,EmailRecipient,EmailSenderAddress,EmailSenderName,EmailSourceDomain,EmailSourceIpAddress,EmailSubject,EmailXMailer,"FileCompileDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]","FileCreatedDateTime [Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna]",FileHashType,FileHashValue,FileMutexName,FileName,FilePacker,FilePath,FileSize,FileType,DomainName,NetworkIP,NetworkPort,NetworkDestinationAsn,NetworkDestinationCidrBlock,NetworkDestinationIP,NetworkCidrBlock,NetworkDestinationPort,NetworkProtocol,NetworkSourceAsn,NetworkSourceCidrBlock,NetworkSourceIP,NetworkSourcePort,Url,UserAgent,IndicatorProvider,Type
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.322","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",84,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--11f4b543-d7e9-4088-a314-e1e2a83fc778","2023-12-13 10:41:54.429",FECBEA99B7A6ADAB6EE2F5E2276A7F94E088F28C6EB0F36D94593A559923DF52,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,5d0ffbc8389f27b0649696f0ef5b3cfe,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.323","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",82,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--ce7c4125-d8d7-4f33-852d-12b992a96b8a","2023-12-13 10:41:54.431",D9ABDCFD9E5CC66BB08D5E2FB9D198F2C242DCC666C4ECF23AF79C42B167F795,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,284df008aa2459fd1e69b1b1c54fb64c534fce86d2704c4d4cc95d72e8c11d6f,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.323","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",85,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--6aa91f8e-94ed-4894-8e96-65da69734306","2023-12-13 10:41:54.428",151514CEF6AA4B2CCBB0FF03A7365126B9668B6A93B8FBD67BD32D1A9A4466E5,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,a3eca35d14b0e020444186a5faaba5997994a47af08580521f808b1bb83d6063,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.349","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",82,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--703dae39-f90c-4590-8195-b3d6176e0eee","2023-12-13 10:41:54.430",50A3CB73EE0152AA607F89E8741F3B3E35937796A32EB278F3F4E30620285FC1,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,f4d46629ca15313b94992f3798718df7,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.349","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",82,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--64934710-eb4f-404a-a248-eabbd85931ec","2023-12-13 10:41:54.431",CC651247DA246DE5B1251C9A14C042762225C85791DA03694DDAD01AEA0779CF,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,34b4546e3468238702df24794e598add494beaeacf95df10af54d88b3d241e8a,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.350","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",83,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--72d92038-09d1-4e44-9c08-8091e9165716","2023-12-13 10:41:54.430",64BFC50F6EBD521D3D4DBE5555C9622B89D78CECB435F6CB6183361AE140FC09,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA1,d705711bfdbcb2b583a0e740af349589484d84a8,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.352","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",83,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--dea26502-e69b-40e7-ad66-e5519b1f5d5d","2023-12-13 10:41:54.430",220B5C89D38309B311D7B3C71A75D3DCE9E9B395EDB03EA859484AE6F79528D6,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA1,02483dd58e0171881d33a6a66b22a8b1052bcea7,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.353","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",81,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--165848a0-ed90-4e80-ab18-f5b3a7055a1e","2023-12-13 10:41:54.432",2489A899EDA93E6309616E7083CC780B6F9113EB8CA726686AF52B98BEE07BA7,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,MD5,f5e0f57684e9da7ef96dd459b554fded,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.354","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",80,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--8357a6b8-a809-4dc6-af89-2163c74a73da","2023-12-13 10:41:54.432",85C068E3223FB6D04FC3FE04DCA20598509946F7530F42809A5684B31765146B,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,b32319da446dcf83378ab714f5ad0229dff43c9c6b345b69f1a397c951c1122e,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
"be1bdd8f-7f98-4798-8c5b-1bb8df908c6f","2023-12-12 10:42:31.354","Recorded Future",alert,,,,"ce7c0437-29b2-4139-8c26-0babf2d3738c",81,"Recorded Future - Threat Hunt - Threat Actor - HASH - Lazarus Group (QCwdoU) - [Default]",,"indicator--691aad3b-917d-4a17-8622-5a2975cf3cf4","2023-12-13 10:41:54.432",7A38DF32E8018799B3D3CAABD4884D3654188D3B5A4B28B33264D4F4E3EDF068,"malicious-activity",true,,,,,,,,,,,"[""{ \""RecordedFuturePortalLink\"": \""https://app.recordedfuture.com/live/sc/entity/QCwdoU\""}""]",unknown,,,,,,,,,,,,SHA256,4f9d2087fadbf7a321a4fbd8d6770a7ace0e4366949b4cfc8cbeb1e9427c02da,,,,,,,,,,,,,,,,,,,,,,,ThreatIntelligenceIndicator
