ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"eventDetails_loginUsername_s",7,"System.String",string
"eventDetails_matchedURL_s",8,"System.String",string
"eventDetails_categories_s",9,"System.String",string
"eventDetails_reasons_s",10,"System.String",string
"eventDetails_failedAttempts_d",11,"System.Double",real
"eventDetails_engine_s",12,"System.String",string
"eventDetails_activity_s",13,"System.String",string
"eventDetails_printerName_s",14,"System.String",string
"eventDetails_fromURL_s",15,"System.String",string
"eventDetails_installSource_s",16,"System.String",string
"eventDetails_id_s",17,"System.String",string
"eventDetails_version_s",18,"System.String",string
"eventDetails_path_s",19,"System.String",string
"eventDetails_name_s",20,"System.String",string
"eventDetails_type_s",21,"System.String",string
"id_s",22,"System.String",string
"eventCategory_s",23,"System.String",string
"eventType_s",24,"System.String",string
"url_s",25,"System.String",string
"severity_s",26,"System.String",string
"action_s",27,"System.String",string
"userEmail_s",28,"System.String",string
"deviceHostname_s",29,"System.String",string
IPAddress,30,"System.String",string
"browserVersion_s",31,"System.String",string
"userAgent_s",32,"System.String",string
"osPlatform_s",33,"System.String",string
"osVersion_s",34,"System.String",string
"mitreTechniques_s",35,"System.String",string
"policyRule_s",36,"System.String",string
"eventDetails_protocol_s",37,"System.String",string
"eventDetails_method_s",38,"System.String",string
"type_s",39,"System.String",string
"time_s",40,"System.String",string
"description_s",41,"System.String",string
Type,42,"System.String",string
"_ResourceId",43,"System.String",string
