TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"date_t [UTC]","asset_id_s","dst_ip_s","src_ip_s","trans_s","uid_s","service_s","new_status_s","risk_name_s","browser_s","host_s",Severity,"status_code_s","asset_asset_type_code_s","asset_id_g","asset_ip_s","asset_model_s","asset_name_s","asset_type_s","asset_type_code_s","client_ip_s","details_s","id_g","module_s","port_d","related_risks_s","server_ip_s","severity_s","timestamp_d","title_s",Type,"_ResourceId"
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.372 AM",,,,,"efc3f5a7-56d9-4e9d-8f85-e620b1fed85d_uiu2",HTTP,,,,,,,VOIP,"9faf85f4-f783-49ab-ba52-67e5c23d7b71","10.10.241.10","IP Phone 8841",SEP00A3D1F32EFE,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_6ZfC3ZAS4f84c5eexOcn9g, Source IP: 10.10.155.20","efc3f5a7-56d9-4e9d-8f85-e620b1fed85d",IDS,80,"[
  ""weak_credentials_http""
]","10.10.241.10",Medium,"1679770371.45865","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.368 AM",,,,,"e7381051-0aa4-424e-b186-b8bbabb958a4_N1Jc",HTTP,,,,,,,VOIP,"3e746f69-4119-438e-a206-e3f57c301f59","10.10.31.42","IP Phone 8841",SEPD4AD71BF6D0C,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_SFFjPx6qlo0BnJNk_FaJ7g, Source IP: 10.10.155.20","e7381051-0aa4-424e-b186-b8bbabb958a4",IDS,80,"[
  ""weak_credentials_http""
]","10.10.31.42",Medium,"1679770381.7546","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.366 AM",,,,,"e36aa09f-0c0d-4981-8c5a-3c50e392a6ae_X46E",HTTP,,,,,,,VOIP,"4a49a567-f876-4a71-b033-720def0eed19","10.50.52.36","IP Phone 8841",SEP70C9C66934E4,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_GTpSkk2S1Tky5iFytxGSHQ, Source IP: 10.10.155.20","e36aa09f-0c0d-4981-8c5a-3c50e392a6ae",IDS,80,"[
  ""weak_credentials_http""
]","10.50.52.36",Medium,"1679770381.74637","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.359 AM",,,,,"0ac37b99-fabd-4438-b8ee-19da4101e4bd_U4hK",HTTP,,,,,,,VOIP,"f7245c4d-eb2f-4b0a-9a1e-90b2cf9f63c1","10.10.153.32","IP Phone 8841",SEPD4AD71BF4105,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_U5qo67YqNCshqrpnRNai2Q, Source IP: 10.10.155.20","0ac37b99-fabd-4438-b8ee-19da4101e4bd",IDS,80,"[
  ""weak_credentials_http""
]","10.10.153.32",Medium,"1679770371.45874","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.354 AM",,,,,"106512c6-653a-47e5-a781-4ab9092f7cd0_N7t/",HTTP,,,,,,,VOIP,"29de86a6-a8b6-40ec-9c39-11283937ccb1","10.50.53.16","IP Phone 8841","10.50.53.16",VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_nlo5D_SlT7GkPkiaXWERsw, Source IP: 10.10.155.20","106512c6-653a-47e5-a781-4ab9092f7cd0",IDS,80,"[
  ""weak_credentials_http""
]","10.50.53.16",Medium,"1679770381.73733","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.350 AM",,,,,"2823da81-f0f8-49c0-a3a0-fd182dede561_kH6L",HTTP,,,,,,,VOIP,"8d8ac1dd-e457-45c1-a20d-3552201b213e","10.50.51.22","IP Phone 8841",SEPCC70ED5793C6,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_IuNquCFv_oBM_HBX0HKHcQ, Source IP: 10.10.155.20","2823da81-f0f8-49c0-a3a0-fd182dede561",IDS,80,"[
  ""weak_credentials_http""
]","10.50.51.22",Medium,"1679770381.75711","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.346 AM",,,,,"f5a18a0a-8ec1-4bb0-8515-eceebee6f116_3Qda",HTTP,,,,,,,VOIP,"8c71397b-c3c1-4328-9cbf-a4caf3a13fa9","10.50.46.22","IP Phone 8841",SEPD4AD71BF2F03,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_9PvLyr1DPi9e1Df8OEBLRg, Source IP: 10.10.155.20","f5a18a0a-8ec1-4bb0-8515-eceebee6f116",IDS,80,"[
  ""weak_credentials_http""
]","10.50.46.22",Medium,"1679770371.45897","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:16.343 AM",,,,,"ba4b3ee8-a0c2-4659-abac-4f57d07cc98e_jUZ5",HTTP,,,,,,,VOIP,"8a868242-7170-442d-ace2-2c9ee0d097af","10.50.52.55","IP Phone 8841",SEPD4AD71BF385B,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_JrxKUR3ieIckIfuVYW8oZw, Source IP: 10.10.155.20","ba4b3ee8-a0c2-4659-abac-4f57d07cc98e",IDS,80,"[
  ""weak_credentials_http""
]","10.50.52.55",Medium,"1679770381.77914","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:14.185 AM",,,,,"85322169-942d-436c-8eb3-2b1ce348908b_jTSn",HTTP,,,,,,,VOIP,"802e623b-10f3-41b0-819f-5c9e1d775ea0","10.50.49.77","IP Phone 8841",SEPCC70ED56ED4F,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_cI7xNKee5slqmE93no3ROw, Source IP: 10.10.155.20","85322169-942d-436c-8eb3-2b1ce348908b",IDS,80,"[
  ""weak_credentials_http""
]","10.50.49.77",Medium,"1679770381.74765","Weak Password","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:09:14.181 AM",,,,,"ce61a7ca-cc9a-45d4-a024-ce4662b24b0f_64nM",HTTP,,,,,,,VOIP,"d971f1c8-0464-4fb0-8e42-308cabd9ccaa","10.50.51.41","IP Phone 8841",SEPD4AD71BF0766,VoIP,VOIP,"10.10.155.20","Service: HTTP, User Name: SW_VKEDvugYIjpd06Wtq5haBw, Source IP: 10.10.155.20","ce61a7ca-cc9a-45d4-a024-ce4662b24b0f",IDS,80,"[
  ""weak_credentials_http""
]","10.50.51.41",Medium,"1679770381.7448","Weak Password","CynerioEvent_CL",
