ColumnName,ColumnOrdinal,DataType,ColumnType
TimeGenerated,0,"System.DateTime",dateTime
logId,1,"System.Int64",long
timestamp,2,"System.String",string
principalType,3,"System.String",string
principalUser,4,"System.String",string
principalEmail,5,"System.String",string
principalFirstName,6,"System.String",string
principalLastName,7,"System.String",string
principalIpAddress,8,"System.String",string
eventType,9,"System.String",string
eventMessage,10,"System.String",string
eventName,11,"System.String",string
eventCategory,12,"System.String",string
