TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"date_t [UTC]","asset_id_s","dst_ip_s","src_ip_s","trans_s","uid_s","service_s","new_status_s","risk_name_s","browser_s","host_s",Severity,"status_code_s","asset_asset_type_code_s","asset_id_g","asset_ip_s","asset_model_s","asset_name_s","asset_type_s","asset_type_code_s","client_ip_s","details_s","id_g","module_s","port_d","related_risks_s","server_ip_s","severity_s","timestamp_d","title_s",Type,"_ResourceId"
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:39.981 AM",,,,,"d141fea525229e93bc30650c420ca922_KnHa",,,"SSDP/SRVLOC/SNMP/SADP In Use",,,,,"TOUCH_SCREEN","8c027f20-0d27-4b6a-bdd2-0b2373c5c910","10.50.155.236","Kyocera Touch Screen","ECOSYS M6535cidn","Touch Screen","TOUCH_SCREEN",,"Risk Name: SSDP/SRVLOC/SNMP/SADP In Use","d141fea5-2522-9e93-bc30-650c420ca922",Risk,,"[]",,Low,"1679823639.97622","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:11.180 AM",,,,,"6f25b1b5ee4f9dc77a193adb47f101cf_9uo+",,,"URGENT/11",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: URGENT/11","6f25b1b5-ee4f-9dc7-7a19-3adb47f101cf",Risk,,"[]",,Critical,"1679823606.28884","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:10.480 AM",,,,,"12cc374443ac9a0f3001485e9efe698b_XHat",,,"SACK Slowness",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: SACK Slowness","12cc3744-43ac-9a0f-3001-485e9efe698b",Risk,,"[]",,Medium,"1679823606.24153","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:09.751 AM",,,,,"5dbfc77b5fff484f9772316c54e797a0_ckng",,,"Recall Z-2741-2020",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: Recall Z-2741-2020","5dbfc77b-5fff-484f-9772-316c54e797a0",Risk,,"[]",,Low,"1679823606.19275","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:09.052 AM",,,,,"f6ec1eafa6340886b48c31eb70607da2_ayPs",,,"Recall Z-2717-2020",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: Recall Z-2717-2020","f6ec1eaf-a634-0886-b48c-31eb70607da2",Risk,,"[]",,Low,"1679823606.14118","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:08.442 AM",,,,,"fa0136f27988ae72d7b4dd0276165bb5_dGwu",,,"CVE-2020-25165",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: CVE-2020-25165","fa0136f2-7988-ae72-d7b4-dd0276165bb5",Risk,,"[]",,Medium,"1679823606.09576","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:07.679 AM",,,,,"7a23ce130e88fbbf2bd9d6d5d8d7f591_mzf/",,,"CVE-2016-9355",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: CVE-2016-9355","7a23ce13-0e88-fbbf-2bd9-d6d5d8d7f591",Risk,,"[]",,Medium,"1679823606.058","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:07.050 AM",,,,,"be2b9f5dde84cdacec35eba6259b6942_IhtD",,,"CVE-2016-8375",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: CVE-2016-8375","be2b9f5d-de84-cdac-ec35-eba6259b6942",Risk,,"[]",,Medium,"1679823606.02364","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 10:03:27.587 AM",,,"3/26/2023, 9:40:05.972 AM",,,,,"0557ab5a4a0c8f059d663653cfabada0_0FDs",,,"CVE-2016-20009",,,,,"IV_PUMP","718c7af0-499b-43b3-91b5-09b70164b656","10.8.32.150","Alaris PCU 8015",,"IV Pump","IV_PUMP",,"Risk Name: CVE-2016-20009","0557ab5a-4a0c-8f05-9d66-3653cfabada0",Risk,,"[]",,Critical,"1679823605.69431","Risk Detected","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:10:12.229 AM",,"10.10.220.135","10.10.96.151",TCP,"abade7ae-ea81-49f9-ad50-3c54beb9f76a_vEc7",,,,,,,,SWITCH,"7ced9ab0-d754-4d23-a175-55e65c5babff","10.10.220.135","Catalyst 2960S","2BonAir-C2960-192-SW-Data.maringeneral.o",Switch,SWITCH,"10.10.96.151","Source IP: 10.10.96.151, Port: 22","abade7ae-ea81-49f9-ad50-3c54beb9f76a",IDS,22,"[
  ""open_port_22""
]","10.10.220.135",Low,"1679784967.20368","SSH Connection","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:10:12.182 AM",,"10.20.10.194","10.50.132.51",TCP,"72c70e13-c865-426f-a890-cee4e49eeaa1_2TjF",,,,,,,,SWITCH,"8e0d83c3-390c-4f33-b643-50389b1d6b86","10.20.10.194","Cisco Catalyst Switch","9Com-C3850-96-S1.maringeneral.org",Switch,SWITCH,"10.50.132.51","Source IP: 10.50.132.51, Port: 22","72c70e13-c865-426f-a890-cee4e49eeaa1",IDS,22,"[
  ""open_port_22""
]","10.20.10.194",Low,"1679784057.22115","SSH Connection","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:10:11.494 AM",,"10.20.191.2","10.50.132.51",TCP,"4d929a98-af87-4040-b4e9-80f1c701c823_zPHT",,,,,,,,SWITCH,"da2bf764-b5ca-4c62-8bbe-7aeba04dcd33","10.20.191.2","Cisco Catalyst Switch","PRIMA-3850.maringeneral.org",Switch,SWITCH,"10.50.132.51","Source IP: 10.50.132.51, Port: 22","4d929a98-af87-4040-b4e9-80f1c701c823",IDS,22,"[
  ""open_port_22""
]","10.20.191.2",Low,"1679783907.22084","SSH Connection","CynerioEvent_CL",
"ad885620-d4e2-4daf-ab9d-4fe7b4a9c5c5",RestAPI,,,"3/26/2023, 8:03:10.888 AM",,,"3/26/2023, 7:10:10.843 AM",,"10.20.10.194","10.10.96.151",TCP,"f31c3dda-f08e-4d89-92b8-29a760a846c8_gtvI",,,,,,,,SWITCH,"8e0d83c3-390c-4f33-b643-50389b1d6b86","10.20.10.194","Cisco Catalyst Switch","9Com-C3850-96-S1.maringeneral.org",Switch,SWITCH,"10.10.96.151","Source IP: 10.10.96.151, Port: 22","f31c3dda-f08e-4d89-92b8-29a760a846c8",IDS,22,"[
  ""open_port_22""
]","10.20.10.194",Low,"1679783552.21626","SSH Connection","CynerioEvent_CL",
