ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,System.String,string
TimeGenerated,1,System.DateTime,datetime
DeviceVendor,2,System.String,string
DeviceProduct,3,System.String,string
DeviceVersion,4,System.String,string
DeviceEventClassID,5,System.String,string
Activity,6,System.String,string
LogSeverity,7,System.String,string
OriginalLogSeverity,8,System.String,string
AdditionalExtensions,9,System.String,string
DeviceAction,10,System.String,string
ApplicationProtocol,11,System.String,string
EventCount,12,System.Int32,int
DestinationDnsDomain,13,System.String,string
DestinationServiceName,14,System.String,string
DestinationTranslatedAddress,15,System.String,string
DestinationTranslatedPort,16,System.Int32,int
CommunicationDirection,17,System.String,string
DeviceDnsDomain,18,System.String,string
DeviceExternalID,19,System.String,string
DeviceFacility,20,System.String,string
DeviceInboundInterface,21,System.String,string
DeviceNtDomain,22,System.String,string
DeviceOutboundInterface,23,System.String,string
DevicePayloadId,24,System.String,string
ProcessName,25,System.String,string
DeviceTranslatedAddress,26,System.String,string
DestinationHostName,27,System.String,string
DestinationMACAddress,28,System.String,string
DestinationNTDomain,29,System.String,string
DestinationProcessId,30,System.Int32,int
DestinationUserPrivileges,31,System.String,string
DestinationProcessName,32,System.String,string
DestinationPort,33,System.Int32,int
DestinationIP,34,System.String,string
DeviceTimeZone,35,System.String,string
DestinationUserID,36,System.String,string
DestinationUserName,37,System.String,string
DeviceAddress,38,System.String,string
DeviceName,39,System.String,string
DeviceMacAddress,40,System.String,string
ProcessID,41,System.Int32,int
EndTime,42,System.DateTime,datetime
ExternalID,43,System.Int32,int
ExtID,44,System.String,string
FileCreateTime,45,System.String,string
FileHash,46,System.String,string
FileID,47,System.String,string
FileModificationTime,48,System.String,string
FilePath,49,System.String,string
FilePermission,50,System.String,string
FileType,51,System.String,string
FileName,52,System.String,string
FileSize,53,System.Int32,int
ReceivedBytes,54,System.Int64,long
Message,55,System.String,string
OldFileCreateTime,56,System.String,string
OldFileHash,57,System.String,string
OldFileID,58,System.String,string
OldFileModificationTime,59,System.String,string
OldFileName,60,System.String,string
OldFilePath,61,System.String,string
OldFilePermission,62,System.String,string
OldFileSize,63,System.Int32,int
OldFileType,64,System.String,string
SentBytes,65,System.Int64,long
EventOutcome,66,System.String,string
Protocol,67,System.String,string
Reason,68,System.String,string
RequestURL,69,System.String,string
RequestClientApplication,70,System.String,string
RequestContext,71,System.String,string
RequestCookies,72,System.String,string
RequestMethod,73,System.String,string
ReceiptTime,74,System.String,string
SourceHostName,75,System.String,string
SourceMACAddress,76,System.String,string
SourceNTDomain,77,System.String,string
SourceDnsDomain,78,System.String,string
SourceServiceName,79,System.String,string
SourceTranslatedAddress,80,System.String,string
SourceTranslatedPort,81,System.Int32,int
SourceProcessId,82,System.Int32,int
SourceUserPrivileges,83,System.String,string
SourceProcessName,84,System.String,string
SourcePort,85,System.Int32,int
SourceIP,86,System.String,string
StartTime,87,System.DateTime,datetime
SourceUserID,88,System.String,string
SourceUserName,89,System.String,string
EventType,90,System.Int32,int
DeviceEventCategory,91,System.String,string
DeviceCustomIPv6Address1,92,System.String,string
DeviceCustomIPv6Address1Label,93,System.String,string
DeviceCustomIPv6Address2,94,System.String,string
DeviceCustomIPv6Address2Label,95,System.String,string
DeviceCustomIPv6Address3,96,System.String,string
DeviceCustomIPv6Address3Label,97,System.String,string
DeviceCustomIPv6Address4,98,System.String,string
DeviceCustomIPv6Address4Label,99,System.String,string
DeviceCustomFloatingPoint1,100,System.Double,real
DeviceCustomFloatingPoint1Label,101,System.String,string
DeviceCustomFloatingPoint2,102,System.Double,real
DeviceCustomFloatingPoint2Label,103,System.String,string
DeviceCustomFloatingPoint3,104,System.Double,real
