TenantId,TimeGenerated [UTC],PurviewTenantId,PurviewAccountName,PurviewRegion,SourceName,SourceType,SourcePath,SourceSubscriptionId,SourceRegion,SourceCollectionName,SourceScanId,AssetName,AssetPath,AssetType,AssetCreationTime [UTC],AssetModifiedTime [UTC],AssetLastScanTime [UTC],FileExtension,FileSize,ActivityType,ClassificationTrigger,Classification,ClassificationDetails,SensitivityLabelTrigger,SensitivityLabel,SensitivityLabelDetails,SourceSystem,Type,_ResourceId
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:49.930 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,ir-pps.docx,https://aipclptest.blob.core.windows.net/joselw-test/ir-pps.docx,File,"8/16/2021, 8:56:13.000 PM","8/16/2021, 8:56:13.000 PM","1/26/2022, 7:12:21.596 PM",docx,19439,Classification,System,"[""Ireland Personal Public Service (PPS) Number""]","[{""Id"":""1cdb674d-c19a-4fcf-9f4b-7f56cc87345a"",""Name"":""Ireland Personal Public Service (PPS) Number"",""Confidence"":85,""Count"":1,""UniqueCount"":1}]",,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:49.984 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,multiple.docx,https://aipclptest.blob.core.windows.net/joselw-test/multiple.docx,File,"8/16/2021, 8:56:13.000 PM","8/16/2021, 8:56:13.000 PM","1/26/2022, 7:12:21.612 PM",docx,17817,Classification,System,"[""Finland National ID"",""Germany Identity Card Number"",""Greece National ID Card"",""Ireland Personal Public Service (PPS) Number""]","[{""Id"":""338fd995-4cb5-4f87-ad35-79bd1dd926c1"",""Name"":""Finland National ID"",""Confidence"":85,""Count"":1,""UniqueCount"":1},{""Id"":""e577372f-c42e-47a0-9d85-bebed1c237d4"",""Name"":""Germany Identity Card Number"",""Confidence"":65,""Count"":1,""UniqueCount"":1},{""Id"":""82568215-1da1-46d3-874a-d2294d81b5ac"",""Name"":""Greece National ID Card"",""Confidence"":85,""Count"":2,""UniqueCount"":2},{""Id"":""1cdb674d-c19a-4fcf-9f4b-7f56cc87345a"",""Name"":""Ireland Personal Public Service (PPS) Number"",""Confidence"":85,""Count"":4,""UniqueCount"":2}]",,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:49.985 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,cz.txt,https://aipclptest.blob.core.windows.net/joselw-test/cz.txt,File,"8/16/2021, 8:56:14.000 PM","8/16/2021, 8:56:14.000 PM","1/26/2022, 7:12:21.612 PM",txt,124,Classification,System,[],[],,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.005 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,Acme Background Check-Katana.doc,https://aipclptest.blob.core.windows.net/aipscan/Acme Background Check-Katana.doc,File,"7/20/2020, 11:17:52.000 PM","8/12/2020, 10:48:18.000 PM","1/26/2022, 7:12:22.877 PM",doc,90624,Classification,System,"[""Credit Card Number"",""U.S. Social Security Number (SSN)""]","[{""Id"":""50842eb7-edc8-4019-85dd-5a5c1f2bb085"",""Name"":""Credit Card Number"",""Confidence"":85,""Count"":1,""UniqueCount"":1},{""Id"":""a44669fe-0d48-453d-a9b1-2cc83f2cba77"",""Name"":""U.S. Social Security Number (SSN)"",""Confidence"":85,""Count"":1,""UniqueCount"":1}]",,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.049 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,Acme Background Check-Katana.doc,https://aipclptest.blob.core.windows.net/satintestcontainer/test4/Acme Background Check-Katana.doc,File,"2/16/2021, 9:35:05.000 AM","2/16/2021, 9:35:05.000 AM","1/26/2022, 7:12:31.961 PM",doc,90624,Classification,System,"[""Credit Card Number"",""U.S. Social Security Number (SSN)""]","[{""Id"":""50842eb7-edc8-4019-85dd-5a5c1f2bb085"",""Name"":""Credit Card Number"",""Confidence"":85,""Count"":1,""UniqueCount"":1},{""Id"":""a44669fe-0d48-453d-a9b1-2cc83f2cba77"",""Name"":""U.S. Social Security Number (SSN)"",""Confidence"":85,""Count"":1,""UniqueCount"":1}]",,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.050 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,Acme Background Check-Katana.doc,https://aipclptest.blob.core.windows.net/satintestcontainer/test3/Acme Background Check-Katana.doc,File,"2/16/2021, 9:34:57.000 AM","2/16/2021, 9:34:57.000 AM","1/26/2022, 7:12:31.945 PM",doc,90624,Classification,System,"[""Credit Card Number"",""U.S. Social Security Number (SSN)""]","[{""Id"":""50842eb7-edc8-4019-85dd-5a5c1f2bb085"",""Name"":""Credit Card Number"",""Confidence"":85,""Count"":1,""UniqueCount"":1},{""Id"":""a44669fe-0d48-453d-a9b1-2cc83f2cba77"",""Name"":""U.S. Social Security Number (SSN)"",""Confidence"":85,""Count"":1,""UniqueCount"":1}]",,[],[],,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.240 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,de-pn.docx,https://aipclptest.blob.core.windows.net/joselw-test/de-pn.docx,File,"8/16/2021, 8:56:14.000 PM","8/16/2021, 8:56:14.000 PM","1/26/2022, 7:12:21.565 PM",docx,19539,Labeling,,[],,Default,"[""Confidential\\Microsoft Extended""]","[{""Id"":""9fbde396-1a24-4c79-8edf-9254a0f35055"",""Name"":""Confidential\\Microsoft Extended"",""Order"":3}]",,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.240 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,de-pn.docx,https://aipclptest.blob.core.windows.net/joselw-test/de-pn.docx,File,"8/16/2021, 8:56:14.000 PM","8/16/2021, 8:56:14.000 PM","1/26/2022, 7:12:21.565 PM",docx,19539,Labeling,,[],,Default,"[""Confidential\\Microsoft Extended""]","[{""Id"":""9fbde396-1a24-4c79-8edf-9254a0f35055"",""Name"":""Confidential\\Microsoft Extended"",""Order"":3}]",,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.240 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,fi-id.docx,https://aipclptest.blob.core.windows.net/joselw-test/fi-id.docx,File,"8/16/2021, 8:56:14.000 PM","8/16/2021, 8:56:14.000 PM","1/26/2022, 7:12:21.580 PM",docx,19603,Labeling,,[],,Default,"[""Confidential\\Microsoft Extended""]","[{""Id"":""9fbde396-1a24-4c79-8edf-9254a0f35055"",""Name"":""Confidential\\Microsoft Extended"",""Order"":3}]",,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.240 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,fi-id.docx,https://aipclptest.blob.core.windows.net/joselw-test/fi-id.docx,File,"8/16/2021, 8:56:14.000 PM","8/16/2021, 8:56:14.000 PM","1/26/2022, 7:12:21.580 PM",docx,19603,Labeling,,[],,Default,"[""Confidential\\Microsoft Extended""]","[{""Id"":""9fbde396-1a24-4c79-8edf-9254a0f35055"",""Name"":""Confidential\\Microsoft Extended"",""Order"":3}]",,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
9e6b8fe4-23fa-491e-ba1e-ed2b34e9e423,"1/26/2022, 7:15:51.346 PM",72f988bf-86f1-41af-91ab-2d7cd011db47,Sentinel-Bug-Bash-EastUS2,eastus2,AzureBlob-Bc2,AzureBlob,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourceGroups/classification-test/providers/Microsoft.Storage/storageAccounts/aipclptest,458b9821-8f00-483f-acf9-ff6ab17332c4,eastus,BugBashTest,520d2b15-c660-48c3-9f54-509f33e4442b,uk-nino.docx,https://aipclptest.blob.core.windows.net/joselw-test/uk-nino.docx,File,"8/16/2021, 8:56:13.000 PM","8/16/2021, 8:56:13.000 PM","1/26/2022, 7:12:21.549 PM",docx,19659,Labeling,,[],,Default,"[""Confidential\\Microsoft Extended""]","[{""Id"":""9fbde396-1a24-4c79-8edf-9254a0f35055"",""Name"":""Confidential\\Microsoft Extended"",""Order"":3}]",,PurviewDataSensitivityLogs,/subscriptions/458b9821-8f00-483f-acf9-ff6ab17332c4/resourcegroups/purview-sentinel-bug-bash/providers/microsoft.purview/accounts/sentinel-bug-bash-eastus2
