TenantId,SourceSystem,FileUri,FileOffset,StorageAccount,AzureDeploymentID,Role,RoleInstance,Date,Time,"TimeGenerated [UTC]",sSiteName,sComputerName,sIP,csMethod,csUriStem,csUriQuery,sPort,csUserName,cIP,csVersion,csUserAgent,csCookie,csReferer,csHost,scStatus,scSubStatus,scWin32Status,scBytes,csBytes,TimeTaken,Computer,MG,ManagementGroupName,MaliciousIP,IndicatorThreatType,Description,TLPLevel,Confidence,Severity,FirstReportedDateTime,LastReportedDateTime,IsActive,ReportReferenceLink,AdditionalInformation,RemoteIPLongitude,RemoteIPLatitude,RemoteIPCountry,Type,"_ResourceId"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122018_x.log",7,,,,,"2022-12-20","18:26:06","12/20/2022, 6:26:06.000 PM","Default Web Site","sysmon-parser","10.3.0.4",GET,"/","-",80,"-","205.210.31.144","HTTP/1.1","Expanse,+a+Palo+Alto+Networks+company,+searches+across+the+global+IPv4+space+multiple+times+per+day+to+identify+customers&#39;+presences+on+the+Internet.+If+you+would+like+to+be+excluded+from+our+scans,+please+send+IP+addresses/domains+to:+scaninfo@paloaltonetworks.com","-","-","20.71.178.48:80",200,0,0,928,324,192,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"-121.96","37.4","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122014_x.log",5,,,,,"2022-12-20","14:46:00","12/20/2022, 2:46:00.000 PM","Default Web Site","sysmon-parser","10.3.0.4",GET,"/","-",80,"-","128.14.134.170","HTTP/1.1","Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/60.0.3112.113+Safari/537.36","-","-","20.71.178.48",200,0,0,928,204,1777,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"-117.82","33.99","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122015_x.log",5,,,,,"2022-12-20","15:29:10","12/20/2022, 3:29:10.000 PM","Default Web Site","sysmon-parser","10.3.0.4",GET,"/","-",80,"-","209.141.51.132","HTTP/1.1","Linux+Gnu+(cow)","-","-","20.71.178.48:80",200,0,0,947,269,1341,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8","209.141.51.132",Botnet,,,75,2,"2022-12-20T12:50:24.2981005Z","2022-12-20T02:17:14.0000000Z",True,"https://interflowinternal.azure-api.net/reporting/api/report/tagquery?tags=webbot+Conficker&languageCode={languageCode}&tenantId={tenantId}",,"-115.22","36.14","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122016_x.log",5,,,,,"2022-12-20","16:51:30","12/20/2022, 4:51:30.000 PM","Default Web Site","sysmon-parser","10.3.0.4",POST,"/boaform/admin/formLogin","-",80,"-","107.189.5.223","HTTP/1.1","Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:71.0)+Gecko/20100101+Firefox/71.0","-","http://20.71.178.48:80/admin/login.asp","20.71.178.48:80",404,0,2,1383,526,1195,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"6.11","49.62",Luxembourg,W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122018_x.log",5,,,,,"2022-12-20","18:09:43","12/20/2022, 6:09:43.000 PM","Default Web Site","sysmon-parser","10.3.0.4",POST,"/boaform/admin/formLogin","-",80,"-","205.185.127.238","HTTP/1.1","Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:71.0)+Gecko/20100101+Firefox/71.0","-","http://20.71.178.48:80/admin/login.asp","20.71.178.48:80",404,0,2,1383,526,1571,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"-115.22","36.14","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22122018_x.log",6,,,,,"2022-12-20","18:13:40","12/20/2022, 6:13:40.000 PM","Default Web Site","sysmon-parser","10.3.0.4",GET,"/9LzdsM58AxI3UuGSneHh1rvapPv","-",80,"-","20.55.53.144","HTTP/1.1","Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/79.0.3945.117+Safari/537.36","-","-","20.71.178.48",404,0,2,1383,239,80,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"-78.17","38.73","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22113010.log",5,,,,,"2022-11-30","10:30:19","11/30/2022, 10:30:19.000 AM","Default Web Site",,"10.3.0.4",POST,"/boaform/admin/formLogin","-",80,"-","37.44.238.183",,"Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:71.0)+Gecko/20100101+Firefox/71.0",,"http://20.71.178.48:80/admin/login.asp",,404,0,2,,,313,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8","37.44.238.183",Botnet,,,75,2,"2022-11-30T08:22:46.4266125Z","2022-11-29T06:22:56.0000000Z",True,"https://interflowinternal.azure-api.net/reporting/api/report/tagquery?tags=webbot+Conficker&languageCode={languageCode}&tenantId={tenantId}",,"2.34","48.86",France,W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22113010.log",6,,,,,"2022-11-30","10:34:35","11/30/2022, 10:34:35.000 AM","Default Web Site",,"10.3.0.4",GET,"/","-",80,"-","128.14.134.134",,"Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/60.0.3112.113+Safari/537.36",,"-",,200,0,0,,,136,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"-117.82","33.99","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22113011.log",5,,,,,"2022-11-30","11:17:26","11/30/2022, 11:17:26.000 AM","Default Web Site",,"10.3.0.4",POST,"/boaform/admin/formLogin","-",80,"-","84.21.172.128",,"Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:71.0)+Gecko/20100101+Firefox/71.0",,"http://20.71.178.48:80/admin/login.asp",,404,0,2,,,346,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8","84.21.172.128",Botnet,,,75,2,"2022-11-30T08:22:46.8484850Z","2022-11-30T05:06:03.0000000Z",True,"https://interflowinternal.azure-api.net/reporting/api/report/tagquery?tags=webbot+Conficker&languageCode={languageCode}&tenantId={tenantId}",,"-77.4","39.01","United States",W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
"08d88ad8-ad84-48d8-aa3d-e47975593fe8",OpsMgr,"/iislogblob/v0/tenant=08d88ad8-ad84-48d8-aa3d-e47975593fe8/00000000-0000-0000-0000-000000000001/AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8/d1e679d3-2da9-ce8c-8d5f-6b2c80fd1931/W3SVC1/u_ex22113012.log",5,,,,,"2022-11-30","12:05:33","11/30/2022, 12:05:33.000 PM","Default Web Site",,"10.3.0.4",GET,"/","-",80,"-","85.31.44.178",,"-",,"-",,200,0,0,,,161,"sysmon-parser","00000000-0000-0000-0000-000000000001","AOI-08d88ad8-ad84-48d8-aa3d-e47975593fe8",,,,,,,,,,,,"4.16","51.9",Netherlands,W3CIISLog,"/subscriptions/80f5d637-5241-4d16-8e51-8d1b8a3cbc4d/resourcegroups/sysmon-parser/providers/microsoft.compute/virtualmachines/sysmon-parser"
