ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"entrypoint_codeLocation_displayName_s",7,"System.String",string
"entrypoint_codeLocation_className_s",8,"System.String",string
"entrypoint_codeLocation_functionName_s",9,"System.String",string
"entrypoint_codeLocation_parameterTypes_values_s",10,"System.String",string
"entrypoint_codeLocation_parameterTypes_truncationInfo_truncated_b",11,"System.SByte",bool
"entrypoint_codeLocation_returnType_s",12,"System.String",string
"entrypoint_codeLocation_lineNumber_d",13,"System.Double",real
"attackId_s",14,"System.String",string
"displayId_s",15,"System.String",string
"timestamp_d",16,"System.Double",real
"displayName_s",17,"System.String",string
"attackType_s",18,"System.String",string
"technology_s",19,"System.String",string
"state_s",20,"System.String",string
"request_url_s",21,"System.String",string
"request_path_s",22,"System.String",string
"request_protocolDetails_http_requestMethod_s",23,"System.String",string
"request_protocolDetails_http_headers_values_s",24,"System.String",string
"request_protocolDetails_http_headers_truncationInfo_s",25,"System.String",string
"request_protocolDetails_http_parameters_values_s",26,"System.String",string
"request_protocolDetails_http_parameters_truncationInfo_s",27,"System.String",string
"entrypoint_entrypointFunction_displayName_s",28,"System.String",string
"entrypoint_entrypointFunction_className_s",29,"System.String",string
"entrypoint_entrypointFunction_functionName_s",30,"System.String",string
"entrypoint_entrypointFunction_parameterTypes_values_s",31,"System.String",string
"entrypoint_entrypointFunction_parameterTypes_truncationInfo_truncated_b",32,"System.SByte",bool
"entrypoint_entrypointFunction_returnType_s",33,"System.String",string
"entrypoint_payload_values_s",34,"System.String",string
"entrypoint_payload_truncationInfo_truncated_b",35,"System.SByte",bool
"vulnerability_vulnerabilityId_s",36,"System.String",string
"vulnerability_displayName_s",37,"System.String",string
"vulnerability_codeLocation_displayName_s",38,"System.String",string
"vulnerability_codeLocation_className_s",39,"System.String",string
"vulnerability_codeLocation_functionName_s",40,"System.String",string
"vulnerability_codeLocation_parameterTypes_values_s",41,"System.String",string
"vulnerability_codeLocation_parameterTypes_truncationInfo_truncated_b",42,"System.SByte",bool
"vulnerability_codeLocation_returnType_s",43,"System.String",string
"vulnerability_codeLocation_lineNumber_d",44,"System.Double",real
"vulnerability_vulnerableFunction_displayName_s",45,"System.String",string
"vulnerability_vulnerableFunction_className_s",46,"System.String",string
"vulnerability_vulnerableFunction_functionName_s",47,"System.String",string
"vulnerability_vulnerableFunction_parameterTypes_values_s",48,"System.String",string
"vulnerability_vulnerableFunction_parameterTypes_truncationInfo_truncated_b",49,"System.SByte",bool
"vulnerability_vulnerableFunction_returnType_s",50,"System.String",string
"vulnerability_vulnerableFunctionInput_type_s",51,"System.String",string
"vulnerability_vulnerableFunctionInput_inputSegments_s",52,"System.String",string
"attacker_sourceIp_s",53,"System.String",string
"attacker_location_countryCode_s",54,"System.String",string
"attacker_location_country_s",55,"System.String",string
"attacker_location_city_s",56,"System.String",string
"managementZones_s",57,"System.String",string
Type,58,"System.String",string
"_ResourceId",59,"System.String",string
