ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"date_t",7,"System.DateTime",datetime
"asset_id_s",8,"System.String",string
"dst_ip_s",9,"System.String",string
"src_ip_s",10,"System.String",string
"trans_s",11,"System.String",string
"uid_s",12,"System.String",string
"service_s",13,"System.String",string
"new_status_s",14,"System.String",string
"risk_name_s",15,"System.String",string
"browser_s",16,"System.String",string
"host_s",17,"System.String",string
Severity,18,"System.Int32",int
"status_code_s",19,"System.String",string
"asset_asset_type_code_s",20,"System.String",string
"asset_id_g",21,"System.String",string
"asset_ip_s",22,"System.String",string
"asset_model_s",23,"System.String",string
"asset_name_s",24,"System.String",string
"asset_type_s",25,"System.String",string
"asset_type_code_s",26,"System.String",string
"client_ip_s",27,"System.String",string
"details_s",28,"System.String",string
"id_g",29,"System.String",string
"module_s",30,"System.String",string
"port_d",31,"System.Double",real
"related_risks_s",32,"System.String",string
"server_ip_s",33,"System.String",string
"severity_s",34,"System.String",string
"timestamp_d",35,"System.Double",real
"title_s",36,"System.String",string
Type,37,"System.String",string
"_ResourceId",38,"System.String",string
