TenantId,SourceSystem,"TimeGenerated [UTC]",ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CorrelationId,Resource,ResourceGroup,ResourceProvider,Identity,Level,Location,AdditionalDetails,Id,InitiatedBy,LoggedByService,Result,ResultReason,TargetResources,AADTenantId,ActivityDisplayName,"ActivityDateTime [UTC]",AADOperationType,Type
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 9:51:16.113 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Update user","1.0",UserManagement,,None,,0,"6c52449a-a05a-4b40-afd5-ecbbe39dda77","Microsoft.aadiam","Microsoft.aadiam",,"Azure MFA StrongAuthenticationService",,,"[{""key"":""UserType"",""value"":""Member""}]","Directory_6c52449a-a05a-4b40-afd5-ecbbe39dda77_QH36H_1277518","{""app"":{""appId"":null,""displayName"":""Azure MFA StrongAuthenticationService"",""servicePrincipalId"":""330185dd-00a9-49eb-b822-d45b42401a23"",""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Core Directory",success,,"[{""id"":""6ab33a9e-7c45-46b0-80ec-c02a4c9df7d5"",""displayName"":null,""type"":""User"",""userPrincipalName"":""u3254@int.zava-corp.com"",""modifiedProperties"":[{""displayName"":""StrongAuthenticationPhoneAppDetail"",""oldValue"":""[{\""DeviceName\"":\""iPhone 16\"",\""DeviceToken\"":\""apns2-f7f64af7dde59b8e0b920791d5eac73471c482a329156c7e805b9c97f4503522\"",\""DeviceTag\"":\""SoftwareTokenActivated\"",\""PhoneAppVersion\"":\""6.8.45\"",\""OathTokenTimeDrift\"":0,\""DeviceId\"":\""00000000-0000-0000-0000-000000000000\"",\""Id\"":\""98db774b-8030-4ff7-9549-d1d6f81a839b\"",\""TimeInterval\"":0,\""AuthenticationType\"":3,\""NotificationType\"":2,\""LastAuthenticatedTimestamp\"":\""2026-04-24T07:11:36.4562311Z\"",\""AuthenticatorFlavor\"":\""Authenticator\"",\""HashFunction\"":null,\""TenantDeviceId\"":null,\""SecuredPartitionId\"":20175,\""SecuredKeyId\"":7}]"",""newValue"":""[{\""DeviceName\"":\""iPhone 16\"",\""DeviceToken\"":\""apns2-f7f64af7dde59b8e0b920791d5eac73471c482a329156c7e805b9c97f4503522\"",\""DeviceTag\"":\""SoftwareTokenActivated\"",\""PhoneAppVersion\"":\""6.8.45\"",\""OathTokenTimeDrift\"":0,\""DeviceId\"":\""00000000-0000-0000-0000-000000000000\"",\""Id\"":\""98db774b-8030-4ff7-9549-d1d6f81a839b\"",\""TimeInterval\"":0,\""AuthenticationType\"":3,\""NotificationType\"":2,\""LastAuthenticatedTimestamp\"":\""2026-04-27T21:51:15.9499696Z\"",\""AuthenticatorFlavor\"":\""Authenticator\"",\""HashFunction\"":null,\""TenantDeviceId\"":null,\""SecuredPartitionId\"":20175,\""SecuredKeyId\"":7}]""},{""displayName"":""Included Updated Properties"",""oldValue"":null,""newValue"":""\""StrongAuthenticationPhoneAppDetail\""""},{""displayName"":""TargetId.UserType"",""oldValue"":null,""newValue"":""\""Member\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Update user","4/27/2026, 9:51:16.113 PM",Update,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 9:45:32.197 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Fulfill access package assignment request","1.0",EntitlementManagement,,None,,0,"fbd4d599-7a25-4ce2-a9d4-e9c030cb8bd6","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD",,,"[{""key"":""CreatedBy"",""value"":""Azure AD""},{""key"":""CreatedDate"",""value"":""2026-04-27T21:45:23.1970000Z""},{""key"":""TargetType"",""value"":""User""},{""key"":""TargetId"",""value"":""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57""},{""key"":""IsDeleted"",""value"":""False""},{""key"":""RequestState"",""value"":""Delivered""},{""key"":""RequestStatus"",""value"":""Fulfilled""},{""key"":""tid"",""value"":""0527ecb7-06fb-4769-b324-fd4a3bb865eb""},{""key"":""oid"",""value"":""57bec329-a113-43ee-850a-29790d255c87""},{""key"":""ipaddr"",""value"":null},{""key"":""RequestId"",""value"":""00000000-0000-0000-0000-000000000000""}]","Entitlement Management_fbd4d599-7a25-4ce2-a9d4-e9c030cb8bd6_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134217999321972320","{""app"":{""appId"":null,""displayName"":""Azure AD"",""servicePrincipalId"":""57bec329-a113-43ee-850a-29790d255c87"",""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Entitlement Management",success,,"[{""id"":""444434e6-51ef-45e9-b9cd-1433c4c2cbdb"",""displayName"":null,""type"":""AccessPackageAssignmentRequest"",""modifiedProperties"":[{""displayName"":""CreatedBy"",""oldValue"":""\""\"""",""newValue"":""\""Azure AD\""""},{""displayName"":""CreatedDate"",""oldValue"":""\""\"""",""newValue"":""\""2026-04-27T21:45:23.197\""""},{""displayName"":""TargetType"",""oldValue"":""\""\"""",""newValue"":""\""User\""""},{""displayName"":""TargetId"",""oldValue"":""\""\"""",""newValue"":""\""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57\""""},{""displayName"":""IsDeleted"",""oldValue"":""\""\"""",""newValue"":""\""False\""""},{""displayName"":""RequestState"",""oldValue"":""\""\"""",""newValue"":""\""Delivered\""""},{""displayName"":""RequestStatus"",""oldValue"":""\""\"""",""newValue"":""\""Fulfilled\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""d91a0b35-1e12-415a-9b4c-20a77cd3f7bf"",""displayName"":"""",""type"":""AccessPackageAssignment"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""c7d24c4b-9e3a-4a86-ac8a-73e55075d74e"",""displayName"":"""",""type"":""AccessPackage"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""b8877f62-670d-498a-911d-4e8b9c71cc1e"",""displayName"":"""",""type"":""AccessPackageCatalog"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57"",""displayName"":"""",""type"":""User"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""ac12a8cf-5540-4288-b8a7-ad67bae436c7"",""displayName"":"""",""type"":""AccessPackageAssignmentPolicy"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""047d3c8b-51f4-453a-8a0e-732b24c8163f"",""displayName"":"""",""type"":""AccessPackageAssignmentRequest"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""0527ecb7-06fb-4769-b324-fd4a3bb865eb"",""displayName"":"""",""type"":""Directory"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""57bec329-a113-43ee-850a-29790d255c87"",""displayName"":""Azure AD"",""type"":""ServicePrincipal"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Fulfill access package assignment request","4/27/2026, 9:45:32.197 PM",FulfillEntitlementGrantRequest,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 9:45:32.197 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Fulfill access package assignment request","1.0",EntitlementManagement,,None,,0,"fbd4d599-7a25-4ce2-a9d4-e9c030cb8bd6","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD",,,"[{""key"":""CreatedBy"",""value"":""Azure AD""},{""key"":""CreatedDate"",""value"":""2026-04-27T21:45:23.1970000Z""},{""key"":""TargetType"",""value"":""User""},{""key"":""TargetId"",""value"":""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57""},{""key"":""IsDeleted"",""value"":""False""},{""key"":""RequestState"",""value"":""Delivered""},{""key"":""RequestStatus"",""value"":""Fulfilled""},{""key"":""tid"",""value"":""0527ecb7-06fb-4769-b324-fd4a3bb865eb""},{""key"":""oid"",""value"":""57bec329-a113-43ee-850a-29790d255c87""},{""key"":""ipaddr"",""value"":null},{""key"":""RequestId"",""value"":""00000000-0000-0000-0000-000000000000""}]","Entitlement Management_fbd4d599-7a25-4ce2-a9d4-e9c030cb8bd6_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134217999321972320","{""app"":{""appId"":null,""displayName"":""Azure AD"",""servicePrincipalId"":""57bec329-a113-43ee-850a-29790d255c87"",""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Entitlement Management",success,,"[{""id"":""444434e6-51ef-45e9-b9cd-1433c4c2cbdb"",""displayName"":null,""type"":""AccessPackageAssignmentRequest"",""modifiedProperties"":[{""displayName"":""CreatedBy"",""oldValue"":""\""\"""",""newValue"":""\""Azure AD\""""},{""displayName"":""CreatedDate"",""oldValue"":""\""\"""",""newValue"":""\""2026-04-27T21:45:23.197\""""},{""displayName"":""TargetType"",""oldValue"":""\""\"""",""newValue"":""\""User\""""},{""displayName"":""TargetId"",""oldValue"":""\""\"""",""newValue"":""\""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57\""""},{""displayName"":""IsDeleted"",""oldValue"":""\""\"""",""newValue"":""\""False\""""},{""displayName"":""RequestState"",""oldValue"":""\""\"""",""newValue"":""\""Delivered\""""},{""displayName"":""RequestStatus"",""oldValue"":""\""\"""",""newValue"":""\""Fulfilled\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""d91a0b35-1e12-415a-9b4c-20a77cd3f7bf"",""displayName"":"""",""type"":""AccessPackageAssignment"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""c7d24c4b-9e3a-4a86-ac8a-73e55075d74e"",""displayName"":"""",""type"":""AccessPackage"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""b8877f62-670d-498a-911d-4e8b9c71cc1e"",""displayName"":"""",""type"":""AccessPackageCatalog"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""0f1bca6a-6dbb-451f-97ab-9c8c3077ac57"",""displayName"":"""",""type"":""User"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""ac12a8cf-5540-4288-b8a7-ad67bae436c7"",""displayName"":"""",""type"":""AccessPackageAssignmentPolicy"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""047d3c8b-51f4-453a-8a0e-732b24c8163f"",""displayName"":"""",""type"":""AccessPackageAssignmentRequest"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""0527ecb7-06fb-4769-b324-fd4a3bb865eb"",""displayName"":"""",""type"":""Directory"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":""57bec329-a113-43ee-850a-29790d255c87"",""displayName"":""Azure AD"",""type"":""ServicePrincipal"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Fulfill access package assignment request","4/27/2026, 9:45:32.197 PM",FulfillEntitlementGrantRequest,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 9:51:46.148 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam",Import,"1.0",ProvisioningManagement,,None,"Retrieved TenantDetail 'Zava' from Microsoft Entra ID",0,"ee03cb50-6bad-4085-b799-051ada0e56f8","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD Cloud Sync",,,"[{""key"":""Details"",""value"":""""},{""key"":""ErrorCode"",""value"":""""},{""key"":""EventName"",""value"":""EntryImport""},{""key"":""JoiningProperty"",""value"":""Zava""},{""key"":""SourceAnchor"",""value"":""0527ecb7-06fb-4769-b324-fd4a3bb865eb""},{""key"":""TargetAnchor"",""value"":""""},{""key"":""oid"",""value"":""""},{""key"":""tid"",""value"":""""},{""key"":""ipaddr"",""value"":""""},{""key"":""wids"",""value"":""""},{""key"":""RequestId"",""value"":""50fe6659-73ae-41e2-9b95-2526a1ea4fc9""}]","Sync_ee03cb50-6bad-4085-b799-051ada0e56f8_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134218003061485710","{""app"":{""appId"":null,""displayName"":""Azure AD Cloud Sync"",""servicePrincipalId"":null,""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Account Provisioning",success,"Retrieved TenantDetail 'Zava' from Microsoft Entra ID","[{""id"":""00000000-0000-0000-0000-000000000000"",""displayName"":null,""type"":""ServicePrincipal"",""modifiedProperties"":[{""displayName"":""objectId"",""oldValue"":null,""newValue"":""\""0527ecb7-06fb-4769-b324-fd4a3bb865eb\""""},{""displayName"":""dirSyncEnabled"",""oldValue"":null,""newValue"":""\""True\""""},{""displayName"":""countryLetterCode"",""oldValue"":null,""newValue"":""\""FR\""""},{""displayName"":""displayName"",""oldValue"":null,""newValue"":""\""Zava\""""},{""displayName"":""technicalNotificationMails"",""oldValue"":null,""newValue"":""\""adm_ajourn@venevado.alpineskihouse.co\""""},{""displayName"":""replicationScope"",""oldValue"":null,""newValue"":""\""EU\""""},{""displayName"":""verifiedDomains"",""oldValue"":null,""newValue"":""\""V, a, l,  ... ext.zava-corp.com (14)\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":null,""displayName"":""Zava"",""type"":""Other"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb",Import,"4/27/2026, 9:51:46.148 PM",Read,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:21:03.352 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Update device","1.0",Device,,None,,0,"3010ae84-7b50-4943-aabb-8e957333c658","Microsoft.aadiam","Microsoft.aadiam",,"Device Registration Service",,,"[{""key"":""DeviceId"",""value"":""31ce4493-9271-4a2a-991e-aad29b396e40""},{""key"":""DeviceOSType"",""value"":""Windows""},{""key"":""DeviceTrustType"",""value"":""Workplace""}]","Directory_3010ae84-7b50-4943-aabb-8e957333c658_4RVR2_7876945","{""app"":{""appId"":null,""displayName"":""Device Registration Service"",""servicePrincipalId"":""c4decfab-72a9-43af-b16b-0b57e0ce4ade"",""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Core Directory",success,,"[{""id"":""c54d4cb7-6680-4434-a1cb-092250debf45"",""displayName"":""yutafuji-sfb123"",""type"":""Device"",""modifiedProperties"":[{""displayName"":""Included Updated Properties"",""oldValue"":null,""newValue"":""\""\""""},{""displayName"":""TargetId.DeviceId"",""oldValue"":null,""newValue"":""\""31ce4493-9271-4a2a-991e-aad29b396e40\""""},{""displayName"":""TargetId.DeviceOSType"",""oldValue"":null,""newValue"":""\""Windows\""""},{""displayName"":""TargetId.DeviceTrustType"",""oldValue"":null,""newValue"":""\""Workplace\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Update device","4/27/2026, 10:21:03.352 PM",Update,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:22:03.484 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Settings_GetSettingsAsync","1.0",GroupManagement,,None,OK,0,"6d40d0e5-6ad0-4823-b2dc-e592e6cc77e0","Microsoft.aadiam","Microsoft.aadiam",,,,,"[]","SSGM_6d40d0e5-6ad0-4823-b2dc-e592e6cc77e0_V4GNJ_441422597","{""user"":{""id"":""96917e25-662a-408a-ab7b-fddd73bb9cb8"",""displayName"":null,""userPrincipalName"":""u12796@int.zava-corp.com"",""ipAddress"":""172.201.197.93"",""roles"":[],""agentType"":""notAgentic""}}","Self-service Group Management",success,OK,"[{""id"":""00000000-0000-0000-0000-000000000000"",""displayName"":null,""type"":""N/A"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Settings_GetSettingsAsync","4/27/2026, 10:22:03.484 PM",Update,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:15:36.591 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam",Other,"1.0",ProvisioningManagement,,None,"This app role assignment was imported: oC4B0RHt2k-q1s800EoY_ZNWc7NHv7NEqgYyBOIo2ls.  The app role granted was f6c6d802-6e08-48ef-89a8-79b4dd1c346e.  It was granted to Group d1012ea0-ed11-4fda-aad6-cf34d04a18fd.",0,"890164b4-1625-4465-af05-05f8466ae66c","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD Cloud Sync",,,"[{""key"":""Details"",""value"":""Type: AppRoleAssignment\r\nModification: Add\r\nAnchor: oC4B0RHt2k-q1s800EoY_ZNWc7NHv7NEqgYyBOIo2ls\r\nMatching property values: f6c6d802-6e08-48ef-89a8-79b4dd1c346e\r\nOriginalSourceEntryType: \r\nReference Change? False\r\nContainsEntitlement? False\r\nTrackingId bdf312e9-c4ef-4124-a8fa-ec95000b6591""},{""key"":""ErrorCode"",""value"":""""},{""key"":""EventName"",""value"":""EntryImportEntitlementGrant""},{""key"":""JoiningProperty"",""value"":""""},{""key"":""SourceAnchor"",""value"":""""},{""key"":""TargetAnchor"",""value"":""""},{""key"":""oid"",""value"":""""},{""key"":""tid"",""value"":""""},{""key"":""ipaddr"",""value"":""""},{""key"":""wids"",""value"":""""},{""key"":""RequestId"",""value"":""00000000-0000-0000-0000-000000000000""}]","Sync_890164b4-1625-4465-af05-05f8466ae66c_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134218017365919010","{""app"":{""appId"":null,""displayName"":""Azure AD Cloud Sync"",""servicePrincipalId"":null,""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Account Provisioning",success,"This app role assignment was imported: oC4B0RHt2k-q1s800EoY_ZNWc7NHv7NEqgYyBOIo2ls.  The app role granted was f6c6d802-6e08-48ef-89a8-79b4dd1c346e.  It was granted to Group d1012ea0-ed11-4fda-aad6-cf34d04a18fd.","[{""id"":""d5b09c14-df29-4738-b251-e0e30cb998b9"",""displayName"":""Zava to Zava GSOC"",""type"":""ServicePrincipal"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb",Other,"4/27/2026, 10:15:36.591 PM",Read,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:15:37.140 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam",Import,"1.0",ProvisioningManagement,,None,"Received Group 'XDR_DemoContributors' change of type (Add) from Microsoft Entra ID",0,"890164b4-1625-4465-af05-05f8466ae66c","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD Cloud Sync",,,"[{""key"":""Details"",""value"":""""},{""key"":""ErrorCode"",""value"":""""},{""key"":""EventName"",""value"":""EntryImportAdd""},{""key"":""JoiningProperty"",""value"":""d1012ea0-ed11-4fda-aad6-cf34d04a18fd""},{""key"":""SourceAnchor"",""value"":""d1012ea0-ed11-4fda-aad6-cf34d04a18fd""},{""key"":""TargetAnchor"",""value"":""""},{""key"":""oid"",""value"":""""},{""key"":""tid"",""value"":""""},{""key"":""ipaddr"",""value"":""""},{""key"":""wids"",""value"":""""},{""key"":""RequestId"",""value"":""155c2759-10d0-403b-b85c-38b8dc9b628a""}]","Sync_890164b4-1625-4465-af05-05f8466ae66c_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134218017371409090","{""app"":{""appId"":null,""displayName"":""Azure AD Cloud Sync"",""servicePrincipalId"":null,""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Account Provisioning",success,"Received Group 'XDR_DemoContributors' change of type (Add) from Microsoft Entra ID","[{""id"":""d5b09c14-df29-4738-b251-e0e30cb998b9"",""displayName"":""Zava to Zava GSOC"",""type"":""ServicePrincipal"",""modifiedProperties"":[{""displayName"":""objectId"",""oldValue"":null,""newValue"":""\""d1012ea0-ed11-4fda-aad6-cf34d04a18fd\""""},{""displayName"":""displayName"",""oldValue"":null,""newValue"":""\""XDR_DemoContributors\""""},{""displayName"":""mailEnabled"",""oldValue"":null,""newValue"":""\""False\""""},{""displayName"":""mailNickname"",""oldValue"":null,""newValue"":""\""5df4de1b-2\""""},{""displayName"":""securityEnabled"",""oldValue"":null,""newValue"":""\""True\""""},{""displayName"":""members"",""oldValue"":null,""newValue"":""\""b, 8, c,  ... 155ba0f0-3137-4cf5-9553-23078e8dcfcd (13)\""""},{""displayName"":""appRoleAssignments"",""oldValue"":null,""newValue"":""\""msiam_access\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":null,""displayName"":""XDR_DemoContributors"",""type"":""Group"",""groupType"":""unknownFutureValue"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb",Import,"4/27/2026, 10:15:37.140 PM",Read,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:15:37.165 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam","Synchronization rule action","1.0",ProvisioningManagement,,None,"Group 'XDR_DemoContributors' will be skipped. EntityTypeNotSupported",0,"890164b4-1625-4465-af05-05f8466ae66c","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD Cloud Sync",,,"[{""key"":""Details"",""value"":""Group details: Skip reason = EntityTypeNotSupported, Active = ?, Assigned = ?, Passed scope filter: ?; ""},{""key"":""ErrorCode"",""value"":""""},{""key"":""EventName"",""value"":""EntrySynchronizationSkip""},{""key"":""JoiningProperty"",""value"":""d1012ea0-ed11-4fda-aad6-cf34d04a18fd""},{""key"":""SourceAnchor"",""value"":""d1012ea0-ed11-4fda-aad6-cf34d04a18fd""},{""key"":""TargetAnchor"",""value"":""""},{""key"":""oid"",""value"":""""},{""key"":""tid"",""value"":""""},{""key"":""ipaddr"",""value"":""""},{""key"":""wids"",""value"":""""},{""key"":""RequestId"",""value"":""155c2759-10d0-403b-b85c-38b8dc9b628a""}]","Sync_890164b4-1625-4465-af05-05f8466ae66c_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134218017371659140","{""app"":{""appId"":null,""displayName"":""Azure AD Cloud Sync"",""servicePrincipalId"":null,""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Account Provisioning",success,"Group 'XDR_DemoContributors' will be skipped. EntityTypeNotSupported","[{""id"":""d5b09c14-df29-4738-b251-e0e30cb998b9"",""displayName"":""Zava to Zava GSOC"",""type"":""ServicePrincipal"",""modifiedProperties"":[{""displayName"":""objectId"",""oldValue"":null,""newValue"":""\""d1012ea0-ed11-4fda-aad6-cf34d04a18fd\""""},{""displayName"":""displayName"",""oldValue"":null,""newValue"":""\""XDR_DemoContributors\""""},{""displayName"":""mailEnabled"",""oldValue"":null,""newValue"":""\""False\""""},{""displayName"":""mailNickname"",""oldValue"":null,""newValue"":""\""5df4de1b-2\""""},{""displayName"":""securityEnabled"",""oldValue"":null,""newValue"":""\""True\""""},{""displayName"":""members"",""oldValue"":null,""newValue"":""\""b, 8, c,  ... 155ba0f0-3137-4cf5-9553-23078e8dcfcd (13)\""""},{""displayName"":""appRoleAssignments"",""oldValue"":null,""newValue"":""\""msiam_access\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":null,""displayName"":""XDR_DemoContributors"",""type"":""Group"",""groupType"":""unknownFutureValue"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb","Synchronization rule action","4/27/2026, 10:15:37.165 PM",Read,AuditLogs
"e34d562e-ef12-4c4e-9bc0-7c6ae357c015","Azure AD","4/27/2026, 10:15:37.589 PM","/tenants/0527ecb7-06fb-4769-b324-fd4a3bb865eb/providers/Microsoft.aadiam",Import,"1.0",ProvisioningManagement,,None,"Received Group 'Internal users' change of type (Add) from Microsoft Entra ID",0,"890164b4-1625-4465-af05-05f8466ae66c","Microsoft.aadiam","Microsoft.aadiam",,"Azure AD Cloud Sync",,,"[{""key"":""Details"",""value"":""""},{""key"":""ErrorCode"",""value"":""""},{""key"":""EventName"",""value"":""EntryImportAdd""},{""key"":""JoiningProperty"",""value"":""56aa0f48-5847-4361-bfe9-9a1bd7704ed6""},{""key"":""SourceAnchor"",""value"":""56aa0f48-5847-4361-bfe9-9a1bd7704ed6""},{""key"":""TargetAnchor"",""value"":""""},{""key"":""oid"",""value"":""""},{""key"":""tid"",""value"":""""},{""key"":""ipaddr"",""value"":""""},{""key"":""wids"",""value"":""""},{""key"":""RequestId"",""value"":""f0f6cf73-4399-4229-8123-f61d4d795a80""}]","Sync_890164b4-1625-4465-af05-05f8466ae66c_0527ecb7-06fb-4769-b324-fd4a3bb865eb_134218017375896220","{""app"":{""appId"":null,""displayName"":""Azure AD Cloud Sync"",""servicePrincipalId"":null,""servicePrincipalName"":null,""agentType"":""notAgentic"",""blueprintId"":null}}","Account Provisioning",success,"Received Group 'Internal users' change of type (Add) from Microsoft Entra ID","[{""id"":""d5b09c14-df29-4738-b251-e0e30cb998b9"",""displayName"":""Zava to Zava GSOC"",""type"":""ServicePrincipal"",""modifiedProperties"":[{""displayName"":""objectId"",""oldValue"":null,""newValue"":""\""56aa0f48-5847-4361-bfe9-9a1bd7704ed6\""""},{""displayName"":""displayName"",""oldValue"":null,""newValue"":""\""Internal users\""""},{""displayName"":""mailEnabled"",""oldValue"":null,""newValue"":""\""False\""""},{""displayName"":""mailNickname"",""oldValue"":null,""newValue"":""\""231ce0e9-c\""""},{""displayName"":""securityEnabled"",""oldValue"":null,""newValue"":""\""True\""""}],""administrativeUnits"":[],""agentType"":""notAgentic""},{""id"":null,""displayName"":""Internal users"",""type"":""Group"",""groupType"":""unknownFutureValue"",""modifiedProperties"":[],""administrativeUnits"":[],""agentType"":""notAgentic""}]","0527ecb7-06fb-4769-b324-fd4a3bb865eb",Import,"4/27/2026, 10:15:37.589 PM",Read,AuditLogs
