ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"date_t",7,"System.DateTime",datetime
Severity,8,"System.Int32",int
Type,9,"System.String",string
"_ResourceId",10,"System.String",string
EventOriginalSeverity,11,"System.String",string
EventSeverity,12,"System.String",string
EventStartTime,13,"System.DateTime",datetime
EventEndTime,14,"System.DateTime",datetime
EventType,15,"System.String",string
EventOriginalType,16,"System.String",string
EventOriginalSubType,17,"System.String",string
EventOriginalUid,18,"System.String",string
EventMessage,19,"System.String",string
Dvc,20,"System.String",string
AssetType,21,"System.String",string
DvcId,22,"System.String",string
DvcIpAddr,23,"System.String",string
EventProduct,24,"System.String",string
EventCount,25,"System.Int32",int
EventResult,26,"System.String",string
EventVendor,27,"System.String",string
EventSchema,28,"System.String",string
EventSchemaVersion,29,"System.String",string
SrcIpAddr,30,"System.String",string
IpAddr,31,"System.String",string
DstIpAddr,32,"System.String",string
NetworkProtocol,33,"System.String",string
DstPortNumber,34,"System.Int32",int
DstFQDN,35,"System.String",string
FQDN,36,"System.String",string
SrcAppName,37,"System.String",string
ThreatName,38,"System.String",string
DvcIdType,39,"System.String",string
NetworkApplicationProtocol,40,"System.String",string
DstDomainType,41,"System.String",string
DstDomain,42,"System.String",string
