TenantId,SourceSystem,TimeGenerated [UTC],Computer,EventTime [UTC],Facility,HostName,SeverityLevel,HostIP,ProcessName,MG,CollectorHostName,Type,_ResourceId,SrcIpAddr,SyslogMessage,Activity_DNSName,Username
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/25/2025, 3:01:40.617 PM",10.213.32.6,"8/25/2025, 5:00:27.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-08-25 15:00:27.503Z [testuser]: Deleted AuthZone thebofh.net DnsView=schneider_corp exclude_subobj=True,Deleted AuthZone,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/27/2025, 3:37:55.591 PM",10.213.32.6,"8/27/2025, 5:37:28.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-08-27 15:37:28.966Z [testusername]: Deleted AdminMember TestUser,Deleted AdminMember,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/20/2025, 7:51:04.196 PM",10.213.32.6,"8/20/2025, 9:49:17.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,"2025-08-20 19:49:17.998Z [testuser]: Created AdminMember testadminuser: Set extensible_attributes=[],auth_type=""LOCAL"",ca_certificate_issuer=NULL,comment="""",disabled=False,email="""",groups=[AdminGroup:.admin-group],name=""testadminuser"",password=""******"",ssh_keys=[],use_ssh_keys=False",Created AdminMember,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/20/2025, 7:51:06.120 PM",10.213.32.6,"8/20/2025, 9:50:13.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,"2025-08-20 19:50:13.225Z [testuser]: Created AdminGroup TestAdminGroup: Set extensible_attributes=[],can_access_cli=True,can_access_cloud_api=False,can_access_gui=True,can_access_papi=True,can_access_taxii=True,comment="""",dashboard_template=NULL,disabled=False,email_addresses=[],inactivity_lockout_setting=[enable_reactivation_via_remote_console=True,enable_reactivation_via_serial_console=True,inactive_days=30,reminder_days=15],lockout_setting=[failed_lockout_duration=5,never_unlock_user=False,sequential_attempts=5],name=""TestAdminGroup"",password_setting=[],roles=[],saml_setting=[auto_create_user=True,persist_auto_created_user=False],sub_grid=NULL,superuser=True,ui_model=""FULL_UI"",user_access=[ac_list=[],acl_type=""NONE""]",Created AdminGroup,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/25/2025, 2:46:30.815 PM",10.213.32.6,"8/25/2025, 4:46:30.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,"2025-08-25 14:46:30.811Z [testuser]: Created AccessRight permission\075Read/Write\040members\075schneider_corp/thebofh.net\040entity_name\075TestAdminGroup entity=TestAdminGroup members=schneider_corp/thebofh.net permission=Read/Write: Set entity=AdminGroup:.TestAdminGroup,permission=""RW"",resource=Zone:thebofh.net\054DnsView\075schneider_corp",Created AccessRight,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/25/2025, 2:38:54.282 PM",10.213.32.6,"8/25/2025, 4:38:48.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,"2025-08-25 14:38:48.052Z [testuser]: Created AdminGroup TestAdminGroup: Set extensible_attributes=[],can_access_cli=False,can_access_cloud_api=False,can_access_gui=True,can_access_papi=False,can_access_taxii=False,comment="""",dashboard_template=NULL,disabled=False,email_addresses=[],inactivity_lockout_setting=[enable_reactivation_via_remote_console=True,enable_reactivation_via_serial_console=True,inactive_days=30,reminder_days=15],lockout_setting=[failed_lockout_duration=5,never_unlock_user=False,sequential_attempts=5],name=""TestAdminGroup"",password_setting=[],roles=[Role:DNS\040blank\040admin],saml_setting=[auto_create_user=False,persist_auto_created_user=False],sub_grid=NULL,superuser=False,user_access=[ac_list=[],acl_type=""NONE""]",Created AdminGroup,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/27/2025, 3:53:10.506 PM",10.213.32.6,"8/27/2025, 5:52:55.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-08-27 15:52:55.389Z [testuser]: Modified AdminGroup SG_su-infobloxapi-kaas: Changed roles:[]->[Role:API\040KaaS],Modified AdminGroup,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/27/2025, 3:53:10.506 PM",10.213.32.6,"8/27/2025, 5:52:55.000 PM",daemon,10.213.32.6,notice,10.213.32.6,httpd,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-08-27 15:52:55.389Z [testuser]: Modified AdminGroup SG_su-infobloxapi-kaas: Changed roles:[]->[Role:API\040KaaS],Modified AdminGroup,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"8/28/2025, 12:10:21.730 AM",10.213.32.6,"8/28/2025, 2:10:21.000 AM",daemon,10.213.32.6,notice,10.213.32.6,mod_python,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-08-28 00:10:21.726Z [testuser]: Login_Denied - - to=AdminConnector ip=x.x.x.x info=Local\054SAML\054LDAP apparently_via=API,Login_Denied,testuser
33bf004f-1764-491d-8cfe-98f9beaeae95,Linux,"9/15/2025, 1:21:57.048 PM",10.213.32.6,"9/15/2025, 3:21:04.000 PM",daemon,10.213.32.6,notice,10.213.32.6,mod_python,00000000-0000-0000-0000-000000000002,LCDSPRD36945,Syslog,/subscriptions/25a2561b-f027-4aeb-8f3e-d582cfdc52b8/resourcegroups/rg_cyberdefence_siem_prod/providers/microsoft.hybridcompute/machines/i-0ddcf6ae4ec6e2420,,2025-09-15 13:21:04.251Z [testuser]: Login_Denied - - to=AdminConnector ip=x.x.x.x info=Local\054SAML\054LDAP apparently_via=GUI,Login_Denied,testuser
