ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,System.String,string
SourceSystem,1,System.String,string
MG,2,System.String,string
ManagementGroupName,3,System.String,string
TimeGenerated,4,System.DateTime,datetime
Computer,5,System.String,string
RawData,6,System.String,string
aggregated_score_d,7,System.Double,real
original_tags_s,8,System.String,string
manual_description_s,9,System.String,string
predicted_score_d,10,System.Double,real
tags_s,11,System.String,string
manual_severity_s,12,System.String,string
critical_severity_alert_count_d,13,System.Double,real
assigned_user_mail_s,14,System.String,string
assigned_user_pretty_name_s,15,System.String,string
notes_s,16,System.String,string
resolve_comment_s,17,System.String,string
resolved_timestamp_d,18,System.Double,real
incident_id_s,19,System.String,string
creation_time_d,20,System.Double,real
modification_time_d,21,System.Double,real
status_s,22,System.String,string
severity_s,23,System.String,string
description_s,24,System.String,string
alert_count_d,25,System.Double,real
low_severity_alert_count_d,26,System.Double,real
med_severity_alert_count_d,27,System.Double,real
high_severity_alert_count_d,28,System.Double,real
user_count_d,29,System.Double,real
host_count_d,30,System.Double,real
xdr_url_s,31,System.String,string
starred_b,32,System.SByte,bool
hosts_s,33,System.String,string
users_s,34,System.String,string
incident_sources_s,35,System.String,string
wildfire_hits_d,36,System.Double,real
alerts_grouping_status_s,37,System.String,string
mitre_tactics_ids_and_names_s,38,System.String,string
mitre_techniques_ids_and_names_s,39,System.String,string
alert_categories_s,40,System.String,string
Type,41,System.String,string
_ResourceId,42,System.String,string
