TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,"_ResourceId"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49270,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=433012482406&bid\=433012482406&t\=9&plc\=WEB&tkn\=Q6mM5JCb1GrDetqT8q3CmaD-pPc","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180767;HTTPParentTransactionID=180767;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49281,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=585158516838&bid\=585158516838&t\=7&plc\=WEB&tkn\=LWynMNpbW6tVB3G_nITMR-R0918","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180750;HTTPParentTransactionID=180750;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.156.142",,,,6,49225,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dg54.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dg54.mycdn.me/getImage?photoId\=447401744441&photoType\=6","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180599;HTTPParentTransactionID=180599;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.221",,,,6,49274,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic7.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://gic7.mycdn.me/getImage?photoId\=590115116512&photoType\=17","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180597;HTTPParentTransactionID=180597;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.210",,,,6,49259,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dg51.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dg51.mycdn.me/getImage?photoId\=524096569824&photoType\=6","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180595;HTTPParentTransactionID=180595;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.209",,,,6,49252,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dg50.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dg50.mycdn.me/getImage?photoId\=446164621768&photoType\=6","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180593;HTTPParentTransactionID=180593;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49286,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=585160318822&bid\=585160318822&t\=7&plc\=WEB&tkn\=HPOARtuhB8kuPBHea4VlqKfdZUU","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180765;HTTPParentTransactionID=180765;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49288,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=585159111782&bid\=585159111782&t\=9&plc\=WEB&tkn\=-RA3h9F1-Mvnz8mi86oELVwxgD0","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180752;HTTPParentTransactionID=180752;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.156.31",,,,6,49253,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"dp.mycdn.me",,,null,,,,,,,null,null,,,,,,,,getImage,null,null,,,,,,,,null,,null,"http://dp.mycdn.me/getImage?photoId\=260119866728&type\=1","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180754;HTTPParentTransactionID=180754;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:32:31.485Z",,WireX,NFP,30318,5,,,,,,,80,"217.20.152.223",,,,6,49281,"192.168.2.99",,,,null,,,,,null,null,,"5.3.13.122",WebDR,HTTP,null,,,,null,,,,,,,,,"gic3.mycdn.me",,,null,,,,,,,null,null,,,,,,,,image,null,null,,,,,,,,null,,null,"http://gic3.mycdn.me/image?id\=433012482406&bid\=433012482406&t\=7&plc\=WEB&tkn\=8t8Y0ZrdO3jjYIK45K1qp_QHQIo","Mozilla/5.0 (Windows NT 6.1  WOW64  rv:29.0) Gecko/20100101 Firefox/29.0",,,GET,,"0008:0000:0027:0088:00d9:001c",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"SubServiceName=HTTP;HTTPTransactionID=180761;HTTPParentTransactionID=180761;reason=200",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
