TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,"_ResourceId"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,54268,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"93.186.225.53",null,,,,,,,,,,,"cs9810.userapi.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-53234016;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=cs9810.userapi.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,51423,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.194.41.96",null,,,,,,,,,,,"www3.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-540476556;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=support.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,58074,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"87.240.134.240",null,,,,,,,,,,,"cs309731.userapi.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-622658412;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=cs309731.userapi.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.48.169",,,,17,60120,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"82.166.201.208",null,,,,,,,,,,,"a550.g.akamai.net",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-655732719;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=mail.yimg.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,64737,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.252.100.27",null,,,,,,,,,,,"star.c10r.facebook.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-503559343;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=developers.facebook.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,52220,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.194.41.111",null,,,,,,,,,,,"www.gstatic.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-53757843;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=www.gstatic.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,58079,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"173.194.35.171",null,,,,,,,,,,,"googlehosted.l.googleusercontent.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-538835530;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=lh4.googleusercontent.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.48.169",,,,17,52704,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"93.184.220.20",null,,,,,,,,,,,"gp1.wac.edgecastcdn.net",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-523383281;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=js.myspacecdn.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,51933,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"87.240.156.243",null,,,,,,,,,,,"cs421831.userapi.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-573955236;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=cs421831.userapi.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-08-31T20:35:23.187Z",,WireX,NFP,218141,10,,,,,,,53,"212.150.49.10",,,,17,55002,"10.0.2.15",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"87.240.143.161",null,,,,,,,,,,,"cs323830.userapi.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0008:0000:0027:009c:0044:0088",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-623460234;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=cs323830.userapi.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
