TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,_ResourceId
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:00:23.827Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com deleted incident {Source ip\=10.1.2.12} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:00:23.863Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com deleted incident {Source ip\=10.1.2.29} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:00:58.12Z,1.58971E+12,illusive,illusive,illusive:heartbeat,0,,,,,,,null,,192.168.77.78,,,,null,,,,,null,,,,,null,null,,3.1.127.1613,Heartbeat,,null,,,,null,,,,,,,,,,,,null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:SYS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:00:58.12Z,1.58971E+12,illusive,illusive,illusive:heartbeat,0,,,,,,,null,,10.1.2.72,,,,null,,,,,null,,,,,null,null,,3.1.127.1613,Heartbeat,,null,,,,null,,,,,,,,,,,,null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:SYS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:01:04.867Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com deleted incident {Source ip\=10.1.2.12} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:01:04.903Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com logged in {User role \= ROLE_ADMIN  Source address \= 192.168.77.1} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:02:04.907Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com logged in {User role \= ROLE_ADMIN  Source address \= 192.168.77.1} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:02:52.217Z,1.58971E+12,illusive,illusive,illusive:login,10,,,,,,,null,,192.168.77.78,,"Event type\=Audit Failure User Domain\=PREEDATTESTENV Event ID\=4771 Raw data\={""4771"":{""eventId"":4771,""recordNumber"":2138141,""strings"":[""Admin2"",""S-1-5-21-2619870177-3502509152-1737558779-1117"",""krbtgt/PREEDATTESTENV"",""0x40810010"",""0x18"",""2"",""::ffff:10.1.2.13"",""49460"","""","""",""""],""timeGenerated"":1589710055000,""timeWritten"":1589710055000,""source"":""win-euuezzttfsw.preedattestenv.com"",""eventType"":""FAILURE""}} ",,null,10.1.2.13,,,,null,,,,,null,null,,3.1.127.1613,Login event,,null,,WINDOWS,,null,,,,,,,,,win-euuezzttfsw.preedattestenv.com,,,null,,,,,Admin2,,null,56,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,endpoint3-pc.preedattestenv.com,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,4771,Windows Event Id,26,Incident Id,null,,,,,,,,May 17  2020  12:15:40 AM,Last deployment time,https://MgmtServer2.PreedatTestEnv.com/#/incident/26,Incident URL,Full Protection,Policy Name,,,,,,,null,,null,,,,,,cat=illusive:alerts;outcome=Audit Failure,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:03:04.977Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com deleted incident {Source ip\=10.1.2.12} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
16af70b6-66b1-48c8-a563-caa8245b97d3,OpsManager,2020-05-12T21:03:05.027Z,1.58971E+12,illusive,illusive,illusive:audit,5,,,,,,,null,,192.168.77.78,,mgmt@PreedatTestEnv.com deleted incident {Source ip\=10.1.2.13} ,,null,,,,,null,,,,,null,null,,3.1.127.1613,Audit,,null,,,,null,,,,,,,,,,,,null,,,,,mgmt@PreedatTestEnv.com,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,,,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,cat=illusive:info;outcome=SUCCESS,null,null,CommonSecurityLog,
